bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,result,venue
AS Dean,2,14,0,0,7.0,2013-11-26,Kenya,Kenya,0,Sharjah Cricket Stadium
AS Hansra,1,11,0,0,11.0,2012-03-13,Netherlands,Netherlands,0,Dubai International Cricket Stadium
AS Hansra,3,15,0,1,5.0,2012-03-23,Scotland,Scotland,0,Dubai International Cricket Stadium
AS Hansra,3,13,0,2,4.333333333333333,2013-03-15,Kenya,Canada,0,ICC Global Cricket Academy
AS Hansra,3,16,0,1,5.333333333333333,2013-03-16,Kenya,Kenya,0,ICC Global Cricket Academy
AS Hansra,3,24,0,2,8.0,2013-11-16,Ireland,Ireland,0,Sheikh Zayed Stadium
AS Hansra,2,15,0,1,7.5,2013-11-26,Kenya,Kenya,0,Sharjah Cricket Stadium
Arsalan Qadir,1,12,0,0,12.0,2010-02-10,Kenya,Kenya,0,Dubai International Cricket Stadium
GEF Barnett,1,11,0,0,11.0,2010-02-09,Netherlands,Netherlands,0,Dubai International Cricket Stadium
H Osinde,3,19,0,0,6.333333333333333,2012-03-13,Netherlands,Netherlands,0,Dubai International Cricket Stadium
H Osinde,4,38,0,3,9.5,2012-03-18,Canada,Afghanistan,0,ICC Global Cricket Academy
H Osinde,2,29,0,0,14.5,2012-03-22,Ireland,Ireland,0,Dubai International Cricket Stadium
H Osinde,4,36,0,3,9.0,2013-03-15,Kenya,Canada,0,ICC Global Cricket Academy
H Osinde,2,16,0,0,8.0,2013-03-16,Kenya,Kenya,0,ICC Global Cricket Academy
H Patel,1,7,0,0,7.0,2010-02-09,Netherlands,Netherlands,0,Dubai International Cricket Stadium
H Patel,3,34,0,0,11.333333333333334,2010-02-10,Kenya,Kenya,0,Dubai International Cricket Stadium
H Patel,1,13,0,0,13.0,2012-03-18,Canada,Afghanistan,0,ICC Global Cricket Academy
H Patel,4,23,0,2,5.75,2013-03-16,Kenya,Kenya,0,ICC Global Cricket Academy
HS Baidwan,4,27,0,1,6.75,2010-02-09,Netherlands,Netherlands,0,Dubai International Cricket Stadium
HS Baidwan,1,13,0,0,13.0,2010-02-10,Kenya,Kenya,0,Dubai International Cricket Stadium
HS Baidwan,4,29,0,3,7.25,2012-03-13,Netherlands,Netherlands,0,Dubai International Cricket Stadium
HS Baidwan,4,49,0,2,12.25,2012-03-18,Canada,Afghanistan,0,ICC Global Cricket Academy
HS Baidwan,2,16,0,0,8.0,2012-03-22,Ireland,Ireland,0,Dubai International Cricket Stadium
HS Baidwan,4,21,0,0,5.25,2012-03-23,Scotland,Scotland,0,Dubai International Cricket Stadium
HS Baidwan,3,29,0,2,9.666666666666666,2013-11-16,Ireland,Ireland,0,Sheikh Zayed Stadium
HS Baidwan,3,22,0,1,7.333333333333333,2013-11-26,Kenya,Kenya,0,Sharjah Cricket Stadium
JM Davison,4,24,0,2,6.0,2010-02-09,Netherlands,Netherlands,0,Dubai International Cricket Stadium
JM Davison,2,19,0,0,9.5,2010-02-10,Kenya,Kenya,0,Dubai International Cricket Stadium
JOA Gordon,4,32,0,0,8.0,2013-11-16,Ireland,Ireland,0,Sheikh Zayed Stadium
JOA Gordon,3,30,0,2,10.0,2013-11-26,Kenya,Kenya,0,Sharjah Cricket Stadium
Junaid Siddiqui,4,24,0,2,6.0,2012-03-13,Netherlands,Netherlands,0,Dubai International Cricket Stadium
Junaid Siddiqui,3,22,0,0,7.333333333333333,2012-03-18,Canada,Afghanistan,0,ICC Global Cricket Academy
Junaid Siddiqui,3,34,0,0,11.333333333333334,2012-03-22,Ireland,Ireland,0,Dubai International Cricket Stadium
Junaid Siddiqui,3,12,1,2,4.0,2012-03-23,Scotland,Scotland,0,Dubai International Cricket Stadium
Junaid Siddiqui,4,10,0,3,2.5,2013-03-15,Kenya,Canada,0,ICC Global Cricket Academy
Junaid Siddiqui,4,19,0,1,4.75,2013-03-16,Kenya,Kenya,0,ICC Global Cricket Academy
Junaid Siddiqui,4,30,0,1,7.5,2013-11-16,Ireland,Ireland,0,Sheikh Zayed Stadium
Junaid Siddiqui,4,29,0,0,7.25,2013-11-26,Kenya,Kenya,0,Sharjah Cricket Stadium
Khurram Chohan,3,32,0,0,10.666666666666666,2010-02-09,Netherlands,Netherlands,0,Dubai International Cricket Stadium
Khurram Chohan,1,15,0,0,15.0,2010-02-10,Kenya,Kenya,0,Dubai International Cricket Stadium
MS Aulakh,3,29,0,1,9.666666666666666,2012-03-23,Scotland,Scotland,0,Dubai International Cricket Stadium
MS Aulakh,2,13,0,0,6.5,2013-03-15,Kenya,Canada,0,ICC Global Cricket Academy
MS Aulakh,4,40,0,2,10.0,2013-03-16,Kenya,Kenya,0,ICC Global Cricket Academy
PA Desai,3,30,0,1,10.0,2012-03-23,Scotland,Scotland,0,Dubai International Cricket Stadium
Raza-ur-Rehman,3,24,0,0,8.0,2013-03-15,Kenya,Canada,0,ICC Global Cricket Academy
Raza-ur-Rehman,2,18,0,0,9.0,2013-11-16,Ireland,Ireland,0,Sheikh Zayed Stadium
Raza-ur-Rehman,4,16,0,2,4.0,2013-11-26,Kenya,Kenya,0,Sharjah Cricket Stadium
Rizwan Cheema,2,16,0,0,8.0,2010-02-10,Kenya,Kenya,0,Dubai International Cricket Stadium
Rizwan Cheema,4,30,0,1,7.5,2012-03-13,Netherlands,Netherlands,0,Dubai International Cricket Stadium
Rizwan Cheema,4,35,0,0,8.75,2012-03-18,Canada,Afghanistan,0,ICC Global Cricket Academy
Rizwan Cheema,1,18,0,0,18.0,2012-03-22,Ireland,Ireland,0,Dubai International Cricket Stadium
Rizwan Cheema,4,24,0,1,6.0,2012-03-23,Scotland,Scotland,0,Dubai International Cricket Stadium
Rizwan Cheema,4,30,0,1,7.5,2013-03-15,Kenya,Canada,0,ICC Global Cricket Academy
Rizwan Cheema,3,19,0,1,6.333333333333333,2013-03-16,Kenya,Kenya,0,ICC Global Cricket Academy
Rizwan Cheema,4,30,0,0,7.5,2013-11-16,Ireland,Ireland,0,Sheikh Zayed Stadium
Rizwan Cheema,2,14,0,1,7.0,2013-11-26,Kenya,Kenya,0,Sharjah Cricket Stadium
S Dhaniram,2,14,0,0,7.0,2010-02-09,Netherlands,Netherlands,0,Dubai International Cricket Stadium
S Dhaniram,4,17,0,1,4.25,2010-02-10,Kenya,Kenya,0,Dubai International Cricket Stadium
U Bhatti,4,26,0,1,6.5,2010-02-09,Netherlands,Netherlands,0,Dubai International Cricket Stadium
U Bhatti,1,13,0,0,13.0,2010-02-10,Kenya,Kenya,0,Dubai International Cricket Stadium
Zahid Hussain,4,20,0,0,5.0,2012-03-13,Netherlands,Netherlands,0,Dubai International Cricket Stadium
Zahid Hussain,4,16,0,3,4.0,2012-03-18,Canada,Afghanistan,0,ICC Global Cricket Academy
Zahid Hussain,1,11,0,0,11.0,2012-03-22,Ireland,Ireland,0,Dubai International Cricket Stadium
