,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
0,Ahmed Shehzad,98.0,65,6,6,150.76923076923077,notOut,notOut,notOut,notOut,2013-08-24,Pakistan,Pakistan,0,Harare Sports Club
0,Ahmed Shehzad,0.0,5,0,0,0.0,LL Tsotsobe,['HM Amla'],caught,Ahmed Shehzad,2013-11-13,South Africa,South Africa,0,Dubai International Cricket Stadium
1,Ahmed Shehzad,21.0,14,3,0,150.0,WD Parnell,['R McLaren'],caught,Ahmed Shehzad,2013-11-15,South Africa,South Africa,0,Dubai International Cricket Stadium
0,Ahmed Shehzad,9.0,11,2,0,81.81818181818183,LL Tsotsobe,0,bowled,Ahmed Shehzad,2013-11-20,Pakistan,South Africa,0,New Wanderers Stadium
1,Ahmed Shehzad,9.0,11,0,1,81.81818181818183,WD Parnell,['HM Amla'],caught,Ahmed Shehzad,2013-11-22,Pakistan,Pakistan,0,Newlands
0,Ahmed Shehzad,35.0,39,6,0,89.74358974358975,Samiullah Shenwari,['Gulbadin Naib'],caught,Ahmed Shehzad,2013-12-08,Pakistan,Pakistan,0,Sharjah Cricket Stadium
1,Ahmed Shehzad,4.0,9,0,0,44.44444444444444,SMSM Senanayake,['HDRL Thirimanne'],caught,Ahmed Shehzad,2013-12-11,Sri Lanka,Pakistan,0,Dubai International Cricket Stadium
0,Ahmed Shehzad,8.0,10,1,0,80.0,SMSM Senanayake,['KDK Vithanage (sub)'],caught,Ahmed Shehzad,2013-12-13,Sri Lanka,Sri Lanka,0,Dubai International Cricket Stadium
1,Ahmed Shehzad,22.0,18,2,0,122.22222222222223,A Mishra,['MS Dhoni'],stumped,Ahmed Shehzad,2014-03-21,Pakistan,India,0,Shere Bangla National Stadium
0,Ahmed Shehzad,5.0,5,1,0,100.0,DE Bollinger,0,caught and bowled,Ahmed Shehzad,2014-03-23,Pakistan,Pakistan,0,Shere Bangla National Stadium
0,Ahmed Shehzad,111.0,66,10,5,168.1818181818182,notOut,notOut,notOut,notOut,2014-03-30,Pakistan,Pakistan,0,Shere Bangla National Stadium
0,Ahmed Shehzad,0.0,1,0,0,0.0,K Santokie,0,lbw,Ahmed Shehzad,2014-04-01,West Indies,West Indies,0,Shere Bangla National Stadium
0,Ahmed Shehzad,10.0,21,2,0,47.61904761904761,CJ Boyce,['AJ Finch'],caught,Ahmed Shehzad,2014-10-05,Pakistan,Australia,0,Dubai International Cricket Stadium
1,Ahmed Shehzad,33.0,36,1,0,91.66666666666666,DL Vettori,0,bowled,Ahmed Shehzad,2014-12-05,Pakistan,New Zealand,0,Dubai International Cricket Stadium
1,Ahmed Shehzad,17.0,31,2,0,54.83870967741935,Taskin Ahmed,['Mashrafe Mortaza'],caught,Ahmed Shehzad,2015-04-24,Pakistan,Bangladesh,0,Shere Bangla National Stadium
1,Ahmed Shehzad,55.0,39,6,1,141.02564102564102,SC Williams,['R Mutumbami'],caught,Ahmed Shehzad,2015-05-22,Zimbabwe,Pakistan,0,Gaddafi Stadium
1,Ahmed Shehzad,18.0,17,3,0,105.88235294117648,BV Vitori,['V Sibanda'],caught,Ahmed Shehzad,2015-05-24,Zimbabwe,Pakistan,0,Gaddafi Stadium
1,Ahmed Shehzad,46.0,39,4,0,117.94871794871796,NLTC Perera,['SL Malinga'],caught,Ahmed Shehzad,2015-07-30,Pakistan,Pakistan,0,R Premadasa Stadium
1,Ahmed Shehzad,7.0,8,1,0,87.5,B Fernando,0,bowled,Ahmed Shehzad,2015-08-01,Pakistan,Pakistan,0,R Premadasa Stadium
0,Ahmed Shehzad,17.0,19,3,0,89.47368421052632,CJ Chibhabha,0,bowled,Ahmed Shehzad,2015-09-27,Pakistan,Pakistan,0,Harare Sports Club
1,Ahmed Shehzad,7.0,9,1,0,77.77777777777779,T Panyangara,['AG Cremer'],caught,Ahmed Shehzad,2015-09-29,Pakistan,Pakistan,0,Harare Sports Club
0,Ahmed Shehzad,28.0,20,2,2,140.0,SD Parry,['JC Buttler'],stumped,Ahmed Shehzad,2015-11-27,Pakistan,England,0,Dubai International Cricket Stadium
0,Ahmed Shehzad,4.0,6,1,0,66.66666666666666,DJ Willey,0,bowled,Ahmed Shehzad,2015-11-30,Pakistan,0,tie,Sharjah Cricket Stadium
1,Ahmed Shehzad,16.0,16,2,1,100.0,AF Milne,['GD Elliott'],caught,Ahmed Shehzad,2016-01-15,Pakistan,Pakistan,0,Eden Park
1,Ahmed Shehzad,9.0,8,1,0,112.5,CJ Anderson,['KS Williamson'],caught,Ahmed Shehzad,2016-01-17,Pakistan,New Zealand,0,Seddon Park
1,Ahmed Shehzad,8.0,6,1,0,133.33333333333331,CJ Anderson,['TA Boult'],caught,Ahmed Shehzad,2016-01-22,Pakistan,New Zealand,0,Westpac Stadium
1,Ahmed Shehzad,52.0,39,8,0,133.33333333333331,Sabbir Rahman,['Mahmudullah'],caught,Ahmed Shehzad,2016-03-16,Pakistan,Pakistan,0,Eden Gardens
1,Ahmed Shehzad,30.0,34,3,0,88.23529411764706,MJ Santner,['MJ Guptill'],caught,Ahmed Shehzad,2016-03-22,Pakistan,New Zealand,0,"Punjab Cricket Association IS Bindra Stadium, Mohali"
1,Ahmed Shehzad,1.0,6,0,0,16.666666666666664,JR Hazlewood,['NM Coulter-Nile'],caught,Ahmed Shehzad,2016-03-25,Pakistan,Australia,0,"Punjab Cricket Association IS Bindra Stadium, Mohali"
1,Ahmed Shehzad,13.0,13,2,0,100.0,JO Holder,['CAK Walton'],caught,Ahmed Shehzad,2017-03-26,Pakistan,Pakistan,0,"Kensington Oval, Bridgetown"
2,Ahmed Shehzad,14.0,15,1,0,93.33333333333333,SP Narine,['CR Brathwaite'],caught,Ahmed Shehzad,2017-03-30,Pakistan,Pakistan,0,"Queen's Park Oval, Port of Spain"
0,Ahmed Shehzad,4.0,2,1,0,200.0,S Badree,0,bowled,Ahmed Shehzad,2017-04-01,Pakistan,West Indies,0,"Queen's Park Oval, Port of Spain"
0,Ahmed Shehzad,53.0,47,6,1,112.7659574468085,KOK Williams,0,bowled,Ahmed Shehzad,2017-04-02,Pakistan,Pakistan,0,"Queen's Park Oval, Port of Spain"
9,Aiman Anwer,6.0,15,0,0,40.0,S Ecclestone,0,bowled,Aiman Anwer,2016-07-05,Pakistan,England,0,The Rose Bowl
8,Aiman Anwer,5.0,5,1,0,100.0,HC Knight,['DN Wyatt'],caught,Aiman Anwer,2016-07-07,Pakistan,England,0,County Ground
10,Aizaz Cheema,0.0,3,0,0,0.0,notOut,notOut,notOut,notOut,2012-02-25,Pakistan,England,0,Dubai International Cricket Stadium
4,Aliya Riaz,1.0,6,0,0,16.666666666666664,JL Jonassen,['JL Hunter'],run out,Aliya Riaz,2014-08-30,Pakistan,Australia,0,Kerrydale Oval
2,Aliya Riaz,7.0,15,1,0,46.666666666666664,SJ Coyte,['AJ Healy'],stumped,Aliya Riaz,2014-08-31,Pakistan,Australia,0,Kerrydale Oval
1,Aliya Riaz,1.0,10,0,0,10.0,JL Hunter,0,bowled,Aliya Riaz,2014-09-03,Pakistan,Australia,0,Kerrydale Oval
5,Aliya Riaz,20.0,16,1,1,125.0,Salma Khatun,['Nigar Sultana'],caught,Aliya Riaz,2015-10-01,Bangladesh,Pakistan,0,Southend Club Cricket Stadium
6,Aliya Riaz,16.0,32,0,1,50.0,HK Matthews,['SACA King'],caught,Aliya Riaz,2015-10-29,Pakistan,West Indies,0,"National Cricket Stadium, St George's"
3,Aliya Riaz,2.0,5,0,0,40.0,A Mohammed,['SACA King'],caught,Aliya Riaz,2016-03-16,West Indies,West Indies,0,"MA Chidambaram Stadium, Chepauk"
9,Aliya Riaz,28.0,22,4,0,127.27272727272727,notOut,notOut,notOut,notOut,2016-11-21,Pakistan,New Zealand,0,Saxton Oval
10,Anam Amin,0.0,1,0,0,0.0,notOut,notOut,notOut,notOut,2016-03-27,Pakistan,England,0,"MA Chidambaram Stadium, Chepauk"
11,Anam Amin,0.0,4,0,0,0.0,notOut,notOut,notOut,notOut,2016-07-05,Pakistan,England,0,The Rose Bowl
6,Anwar Ali,10.0,7,1,0,142.85714285714286,notOut,notOut,notOut,notOut,2013-08-23,Pakistan,Pakistan,0,Harare Sports Club
7,Anwar Ali,5.0,11,0,0,45.45454545454545,CJ Boyce,['KW Richardson'],caught,Anwar Ali,2014-10-05,Pakistan,Australia,0,Dubai International Cricket Stadium
7,Anwar Ali,2.0,4,0,0,50.0,KD Mills,['KS Williamson'],caught,Anwar Ali,2014-12-05,Pakistan,New Zealand,0,Dubai International Cricket Stadium
7,Anwar Ali,2.0,3,0,0,66.66666666666666,SC Williams,0,bowled,Anwar Ali,2015-05-24,Zimbabwe,Pakistan,0,Gaddafi Stadium
6,Anwar Ali,0.0,1,0,0,0.0,notOut,notOut,notOut,notOut,2015-07-30,Pakistan,Pakistan,0,R Premadasa Stadium
9,Anwar Ali,46.0,17,3,4,270.5882352941177,SL Malinga,['MDKJ Perera'],caught,Anwar Ali,2015-08-01,Pakistan,Pakistan,0,R Premadasa Stadium
7,Anwar Ali,20.0,14,0,2,142.85714285714286,LE Plunkett,['EJG Morgan'],caught,Anwar Ali,2015-11-26,Pakistan,England,0,Dubai International Cricket Stadium
8,Anwar Ali,3.0,4,0,0,75.0,notOut,notOut,notOut,notOut,2015-11-27,Pakistan,England,0,Dubai International Cricket Stadium
8,Anwar Ali,8.0,7,1,0,114.28571428571428,AF Milne,['L Ronchi'],caught,Anwar Ali,2016-01-22,Pakistan,New Zealand,0,Westpac Stadium
7,Anwar Ali,13.0,9,1,0,144.44444444444443,Al-Amin Hossain,['Sabbir Rahman'],caught,Anwar Ali,2016-03-02,Pakistan,Bangladesh,0,Shere Bangla National Stadium
6,Asad Shafiq,6.0,11,0,0,54.54545454545454,NL McCullum,0,bowled,Asad Shafiq,2010-12-28,Pakistan,New Zealand,0,Seddon Park
2,Asad Shafiq,8.0,15,0,0,53.333333333333336,NL McCullum,['KD Mills'],caught,Asad Shafiq,2010-12-30,Pakistan,Pakistan,0,AMI Stadium
2,Asad Shafiq,25.0,17,3,1,147.05882352941177,D Bishoo,['DP Hyatt'],caught,Asad Shafiq,2011-04-21,Pakistan,West Indies,0,"Beausejour Stadium, Gros Islet"
1,Asad Shafiq,38.0,27,6,1,140.74074074074073,RW Price,"['CK Coventry', 'T Taibu']",run out,Asad Shafiq,2011-09-16,Pakistan,Pakistan,0,Harare Sports Club
1,Asad Shafiq,9.0,10,1,0,90.0,CJ Chibhabha,['E Chigumbura'],caught,Asad Shafiq,2011-09-18,Pakistan,Pakistan,0,Harare Sports Club
2,Asad Shafiq,33.0,33,3,0,100.0,SL Malinga,0,bowled,Asad Shafiq,2011-11-25,Sri Lanka,Pakistan,0,Sheikh Zayed Stadium
2,Asad Shafiq,19.0,22,1,0,86.36363636363636,Nasir Hossain,['Abdur Razzak'],caught,Asad Shafiq,2011-11-29,Pakistan,Pakistan,0,Shere Bangla National Stadium
3,Asad Shafiq,19.0,17,2,0,111.76470588235294,notOut,notOut,notOut,notOut,2012-02-23,Pakistan,Pakistan,0,Dubai International Cricket Stadium
1,Asad Shafiq,1.0,6,0,0,16.666666666666664,JW Dernbach,0,caught and bowled,Asad Shafiq,2012-02-25,Pakistan,England,0,Dubai International Cricket Stadium
2,Asad Shafiq,34.0,32,3,0,106.25,SR Patel,"['JC Buttler', 'C Kieswetter']",run out,Asad Shafiq,2012-02-27,Pakistan,England,0,Sheikh Zayed Stadium
6,Asmavia Iqbal,12.0,13,0,1,92.3076923076923,DN Wyatt,['A Brindle'],run out,Nain Abidi,2012-09-04,Pakistan,England,0,Haslegrave Ground
7,Asmavia Iqbal,12.0,13,0,1,92.3076923076923,A Shrubsole,['TT Beaumont'],caught,Asmavia Iqbal,2012-09-04,Pakistan,England,0,Haslegrave Ground
4,Asmavia Iqbal,0.0,2,0,0,0.0,JL Gunn,['CM Edwards'],caught,Asmavia Iqbal,2012-09-05,Pakistan,England,0,Haslegrave Ground
8,Asmavia Iqbal,2.0,8,0,0,25.0,notOut,notOut,notOut,notOut,2012-09-27,Pakistan,England,0,Galle International Stadium
5,Asmavia Iqbal,10.0,11,0,1,90.9090909090909,J Goswami,['M Raj'],caught,Asmavia Iqbal,2012-10-01,Pakistan,Pakistan,0,Galle International Stadium
6,Asmavia Iqbal,7.0,9,0,0,77.77777777777779,A Das,['A Sharma'],caught,Asmavia Iqbal,2012-10-28,Pakistan,India,0,Guanggong International Cricket Stadium
8,Asmavia Iqbal,1.0,6,0,0,16.666666666666664,A Das,['PG Raut'],caught,Asmavia Iqbal,2012-10-31,Pakistan,India,0,Guanggong International Cricket Stadium
3,Asmavia Iqbal,1.0,1,0,0,100.0,notOut,notOut,notOut,notOut,2013-07-05,Pakistan,Pakistan,0,Haslegrave Ground
6,Asmavia Iqbal,6.0,8,1,0,75.0,MJG Nielsen,0,caught and bowled,Asmavia Iqbal,2014-03-27,Pakistan,New Zealand,0,Sylhet Stadium
4,Asmavia Iqbal,1.0,2,0,0,50.0,JL Jonassen,['AJ Healy'],caught,Asmavia Iqbal,2014-03-29,Pakistan,Australia,0,Sylhet Stadium
7,Asmavia Iqbal,8.0,8,0,0,100.0,notOut,notOut,notOut,notOut,2014-03-31,Pakistan,Pakistan,0,Sylhet Stadium
7,Asmavia Iqbal,3.0,5,0,0,60.0,Poonam Yadav,0,bowled,Asmavia Iqbal,2014-04-02,Pakistan,India,0,Sylhet Stadium
5,Asmavia Iqbal,16.0,6,0,2,266.66666666666663,PRCS Kumarihami,['LE Kaushalya'],run out,Asmavia Iqbal,2014-04-03,Sri Lanka,Pakistan,0,Sylhet Stadium
6,Asmavia Iqbal,4.0,6,0,0,66.66666666666666,EA Osborne,0,bowled,Asmavia Iqbal,2014-08-30,Pakistan,Australia,0,Kerrydale Oval
6,Asmavia Iqbal,4.0,6,1,0,66.66666666666666,JL Hunter,['DM Kimmince'],caught,Asmavia Iqbal,2014-08-31,Pakistan,Australia,0,Kerrydale Oval
6,Asmavia Iqbal,6.0,11,0,0,54.54545454545454,DM Kimmince,['AJ Blackwell'],run out,Asmavia Iqbal,2014-09-03,Pakistan,Australia,0,Kerrydale Oval
5,Asmavia Iqbal,5.0,3,1,0,166.66666666666669,DM Kimmince,['EA Osborne'],caught,Asmavia Iqbal,2014-09-05,Pakistan,Australia,0,Kerrydale Oval
6,Asmavia Iqbal,6.0,2,0,1,300.0,HAM Samuddika,0,bowled,Asmavia Iqbal,2015-01-16,Sri Lanka,Pakistan,0,Sharjah Cricket Stadium
7,Asmavia Iqbal,3.0,4,0,0,75.0,MGMCP Gunawardene,['LE Kaushalya'],caught,Asmavia Iqbal,2015-01-17,Sri Lanka,Sri Lanka,0,Sharjah Cricket Stadium
5,Asmavia Iqbal,23.0,18,3,1,127.77777777777777,notOut,notOut,notOut,notOut,2015-03-19,South Africa,Pakistan,0,Sharjah Cricket Stadium
5,Asmavia Iqbal,21.0,14,2,0,150.0,notOut,notOut,notOut,notOut,2015-03-20,South Africa,Pakistan,0,Sharjah Cricket Stadium
6,Asmavia Iqbal,31.0,29,1,2,106.89655172413792,M Daniels,['S Luus'],run out,Asmavia Iqbal,2015-03-22,South Africa,South Africa,0,Sharjah Cricket Stadium
6,Asmavia Iqbal,1.0,2,0,0,50.0,Fahima Khatun,['Nigar Sultana'],caught,Asmavia Iqbal,2015-09-30,Bangladesh,Pakistan,0,Southend Club Cricket Stadium
6,Asmavia Iqbal,7.0,9,0,0,77.77777777777779,Jahanara Alam,['Nigar Sultana'],run out,Asmavia Iqbal,2015-10-01,Bangladesh,Pakistan,0,Southend Club Cricket Stadium
7,Asmavia Iqbal,4.0,6,0,0,66.66666666666666,DJS Dottin,0,caught and bowled,Asmavia Iqbal,2015-10-29,Pakistan,West Indies,0,"National Cricket Stadium, St George's"
6,Asmavia Iqbal,19.0,13,0,1,146.15384615384613,notOut,notOut,notOut,notOut,2016-03-16,West Indies,West Indies,0,"MA Chidambaram Stadium, Chepauk"
5,Asmavia Iqbal,5.0,6,0,0,83.33333333333334,notOut,notOut,notOut,notOut,2016-03-19,Pakistan,Pakistan,0,Feroz Shah Kotla
7,Asmavia Iqbal,15.0,22,0,1,68.18181818181817,GA Elwiss,0,lbw,Asmavia Iqbal,2016-03-27,Pakistan,England,0,"MA Chidambaram Stadium, Chepauk"
5,Asmavia Iqbal,35.0,27,3,1,129.62962962962962,D Hazell,0,bowled,Asmavia Iqbal,2016-07-03,Pakistan,England,0,County Ground
5,Asmavia Iqbal,20.0,25,1,1,80.0,KH Brunt,['NR Sciver'],caught,Asmavia Iqbal,2016-07-05,Pakistan,England,0,The Rose Bowl
6,Asmavia Iqbal,4.0,10,0,0,40.0,AC Kerr,0,lbw,Asmavia Iqbal,2016-11-21,Pakistan,New Zealand,0,Saxton Oval
2,Asmavia Iqbal,1.0,5,0,0,20.0,S Pandey,0,bowled,Asmavia Iqbal,2016-12-04,Pakistan,India,0,Asian Institute of Technology Ground
2,Awais Zia,18.0,13,1,1,138.46153846153845,ST Finn,['SCJ Broad'],caught,Awais Zia,2012-02-23,Pakistan,Pakistan,0,Dubai International Cricket Stadium
2,Awais Zia,6.0,15,0,1,40.0,SCJ Broad,['JW Dernbach'],caught,Awais Zia,2012-02-25,Pakistan,England,0,Dubai International Cricket Stadium
0,Awais Zia,23.0,29,1,1,79.3103448275862,GP Swann,0,lbw,Awais Zia,2012-02-27,Pakistan,England,0,Sheikh Zayed Stadium
1,Awais Zia,3.0,7,0,0,42.857142857142854,GJ Maxwell,['KW Richardson'],caught,Awais Zia,2014-10-05,Pakistan,Australia,0,Dubai International Cricket Stadium
1,Awais Zia,20.0,22,2,0,90.9090909090909,NL McCullum,"['AP Devcich', 'NL McCullum']",run out,Awais Zia,2014-12-04,Pakistan,Pakistan,0,Dubai International Cricket Stadium
1,Ayesha Zafar,1.0,3,0,0,33.33333333333333,TD Smartt,0,bowled,Ayesha Zafar,2015-10-29,Pakistan,West Indies,0,"National Cricket Stadium, St George's"
0,Ayesha Zafar,14.0,19,2,0,73.68421052631578,LMM Tahuhu,['AE Satterthwaite'],caught,Ayesha Zafar,2016-11-21,Pakistan,New Zealand,0,Saxton Oval
0,Ayesha Zafar,15.0,14,3,0,107.14285714285714,J Goswami,0,bowled,Ayesha Zafar,2016-12-04,Pakistan,India,0,Asian Institute of Technology Ground
2,Babar Azam,15.0,11,2,0,136.36363636363635,notOut,notOut,notOut,notOut,2016-09-07,Pakistan,Pakistan,0,Old Trafford
2,Babar Azam,55.0,37,6,2,148.64864864864865,notOut,notOut,notOut,notOut,2016-09-23,West Indies,Pakistan,0,Dubai International Cricket Stadium
2,Babar Azam,19.0,19,2,0,100.0,CR Brathwaite,['KA Pollard'],caught,Babar Azam,2016-09-24,West Indies,Pakistan,0,Dubai International Cricket Stadium
2,Babar Azam,27.0,25,1,0,108.0,notOut,notOut,notOut,notOut,2016-09-27,West Indies,Pakistan,0,Sheikh Zayed Stadium
2,Babar Azam,29.0,32,3,0,90.625,JO Holder,['R Powell'],caught,Babar Azam,2017-03-26,Pakistan,Pakistan,0,"Kensington Oval, Bridgetown"
