,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
2,A Gardner,0.0,1,0,0,0.0,HR Huddleston,['LMM Tahuhu'],run out,A Gardner,2017-02-17,New Zealand,Australia,0,Melbourne Cricket Ground
2,A Gardner,5.0,5,1,0,100.0,EM Bermingham,"['KT Perkins', 'RH Priest']",run out,A Gardner,2017-02-19,New Zealand,New Zealand,0,"Simonds Stadium, South Geelong"
3,A Gardner,0.0,11,0,0,0.0,LMM Tahuhu,['RH Priest'],caught,A Gardner,2017-02-22,New Zealand,New Zealand,0,Adelaide Oval
2,A Symonds,32.0,15,4,2,213.33333333333334,KD Mills,['BB McCullum'],caught,A Symonds,2005-02-17,Australia,Australia,0,Eden Park
2,A Symonds,0.0,2,0,0,0.0,J Lewis,['KP Pietersen'],caught,A Symonds,2005-06-13,Australia,England,0,The Rose Bowl
3,A Symonds,54.0,26,6,2,207.6923076923077,notOut,notOut,notOut,notOut,2006-01-09,South Africa,Australia,0,"Brisbane Cricket Ground, Woolloongabba"
4,A Symonds,39.0,22,3,1,177.27272727272728,notOut,notOut,notOut,notOut,2007-01-09,England,Australia,0,Sydney Cricket Ground
3,A Symonds,33.0,27,4,0,122.22222222222223,H Masakadza,['BRM Taylor'],stumped,A Symonds,2007-09-12,Zimbabwe,Zimbabwe,0,Newlands
3,A Symonds,2.0,2,0,0,100.0,notOut,notOut,notOut,notOut,2007-09-14,England,Australia,0,Newlands
3,A Symonds,29.0,18,5,0,161.11111111111111,Shahid Afridi,0,bowled,A Symonds,2007-09-18,Pakistan,Pakistan,0,New Wanderers Stadium
3,A Symonds,43.0,27,3,2,159.25925925925927,IK Pathan,0,bowled,A Symonds,2007-09-22,India,India,0,Kingsmead
4,A Symonds,20.0,18,1,0,111.11111111111111,notOut,notOut,notOut,notOut,2007-10-20,Australia,India,0,Brabourne Stadium
3,A Symonds,85.0,46,7,3,184.7826086956522,MR Gillespie,"['JS Patel', 'MR Gillespie']",run out,AA Noffke,2007-12-11,New Zealand,Australia,0,Western Australia Cricket Association Ground
3,A Symonds,0.0,1,0,0,0.0,Shahid Afridi,0,lbw,A Symonds,2009-05-07,Pakistan,Pakistan,0,Dubai International Cricket Stadium
8,A Wellington,1.0,2,0,0,50.0,notOut,notOut,notOut,notOut,2017-02-19,New Zealand,New Zealand,0,"Simonds Stadium, South Geelong"
10,A Wellington,8.0,8,1,0,100.0,AC Kerr,['ML Green'],caught,A Wellington,2017-02-22,New Zealand,New Zealand,0,Adelaide Oval
9,A Zampa,5.0,6,0,0,83.33333333333334,notOut,notOut,notOut,notOut,2016-03-04,Australia,South Africa,0,Kingsmead
11,A Zampa,2.0,1,0,0,200.0,notOut,notOut,notOut,notOut,2016-03-18,New Zealand,New Zealand,0,Himachal Pradesh Cricket Association Stadium
7,AC Agar,9.0,8,0,1,112.5,MJ McClenaghan,['LRPL Taylor'],caught,AC Agar,2016-03-18,New Zealand,New Zealand,0,Himachal Pradesh Cricket Association Stadium
0,AC Gilchrist,1.0,4,0,0,25.0,KD Mills,['CD McMillan'],caught,AC Gilchrist,2005-02-17,Australia,Australia,0,Eden Park
0,AC Gilchrist,15.0,14,3,0,107.14285714285714,D Gough,['KP Pietersen'],caught,AC Gilchrist,2005-06-13,Australia,England,0,The Rose Bowl
0,AC Gilchrist,1.0,3,0,0,33.33333333333333,AJ Hall,0,lbw,AC Gilchrist,2006-02-24,Australia,South Africa,0,New Wanderers Stadium
0,AC Gilchrist,48.0,31,2,5,154.83870967741936,MS Panesar,0,bowled,AC Gilchrist,2007-01-09,England,Australia,0,Sydney Cricket Ground
0,AC Gilchrist,4.0,8,0,0,50.0,E Chigumbura,['S Matsikenyeri'],caught,AC Gilchrist,2007-09-12,Zimbabwe,Zimbabwe,0,Newlands
0,AC Gilchrist,45.0,28,5,1,160.71428571428572,CP Schofield,['A Flintoff'],caught,AC Gilchrist,2007-09-14,England,Australia,0,Newlands
0,AC Gilchrist,43.0,28,1,4,153.57142857142858,Abdur Razzak,"['Tamim Iqbal', 'Mushfiqur Rahim']",run out,AC Gilchrist,2007-09-16,Bangladesh,Australia,0,Newlands
