bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,result,venue
A Martin,3,20,0,1,6.666666666666667,2011-10-11,West Indies,Bangladesh,0,Shere Bangla National Stadium
A Mohammed,2,10,0,1,5.0,2009-10-28,West Indies,West Indies,0,Boland Bank Park
A Mohammed,3,26,0,1,8.666666666666666,2010-05-14,New Zealand,New Zealand,0,"Beausejour Stadium, Gros Islet"
A Mohammed,2,9,0,1,4.5,2012-09-08,West Indies,England,0,Riverside Ground
A Mohammed,4,19,0,0,4.75,2012-09-10,West Indies,England,0,Old Trafford
A Mohammed,3,11,0,2,3.6666666666666665,2012-09-13,West Indies,England,0,County Ground
A Mohammed,4,21,0,0,5.25,2012-09-15,West Indies,England,0,County Ground
A Mohammed,4,23,0,2,5.75,2012-09-16,West Indies,West Indies,0,Arundel Castle Cricket Club Ground
A Mohammed,4,17,0,2,4.25,2012-09-26,West Indies,West Indies,0,Galle International Stadium
A Mohammed,2,13,0,0,6.5,2012-09-28,West Indies,Sri Lanka,0,Galle International Stadium
A Mohammed,4,19,2,0,4.75,2012-09-30,West Indies,West Indies,0,Galle International Stadium
A Mohammed,3,20,0,0,6.666666666666667,2012-10-05,West Indies,Australia,0,R Premadasa Stadium
A Mohammed,4,24,0,0,6.0,2013-01-19,South Africa,West Indies,0,"Beausejour Stadium, Gros Islet"
A Mohammed,4,13,0,1,3.25,2013-01-20,South Africa,West Indies,0,"Beausejour Stadium, Gros Islet"
A Mohammed,4,26,0,0,6.5,2014-03-24,West Indies,West Indies,0,Sylhet Stadium
A Mohammed,4,22,0,3,5.5,2014-03-26,West Indies,West Indies,0,Sylhet Stadium
A Mohammed,3,12,0,2,4.0,2014-03-28,West Indies,West Indies,0,Sylhet Stadium
A Mohammed,3,22,0,0,7.333333333333333,2014-04-01,West Indies,India,0,Sylhet Stadium
A Mohammed,4,24,0,2,6.0,2014-04-03,West Indies,Australia,0,Shere Bangla National Stadium
A Mohammed,4,25,0,3,6.25,2014-11-02,West Indies,Australia,0,North Sydney Oval
A Mohammed,4,27,0,2,6.75,2014-11-07,West Indies,Australia,0,Melbourne Cricket Ground
A Mohammed,3,15,1,2,5.0,2015-05-23,West Indies,Sri Lanka,0,R Premadasa Stadium
A Mohammed,4,28,0,1,7.0,2015-05-25,West Indies,West Indies,0,R Premadasa Stadium
A Mohammed,4,7,2,2,1.75,2015-05-26,West Indies,West Indies,0,R Premadasa Stadium
A Mohammed,4,10,0,0,2.5,2015-10-29,Pakistan,West Indies,0,"National Cricket Stadium, St George's"
A Mohammed,4,23,0,2,5.75,2016-03-04,West Indies,South Africa,0,Kingsmead
A Mohammed,4,22,0,1,5.5,2016-03-09,West Indies,South Africa,0,Newlands
A Mohammed,4,25,1,3,6.25,2016-03-16,West Indies,West Indies,0,"MA Chidambaram Stadium, Chepauk"
A Mohammed,3,21,0,0,7.0,2016-03-20,West Indies,West Indies,0,"MA Chidambaram Stadium, Chepauk"
A Mohammed,4,18,0,0,4.5,2016-03-24,West Indies,England,0,Himachal Pradesh Cricket Association Stadium
A Mohammed,3,23,0,0,7.666666666666667,2016-03-27,West Indies,West Indies,0,"Punjab Cricket Association IS Bindra Stadium, Mohali"
A Mohammed,1,10,0,0,10.0,2016-03-31,West Indies,West Indies,0,Wankhede Stadium
A Mohammed,4,19,0,1,4.75,2016-04-03,West Indies,West Indies,0,Eden Gardens
AD Russell,4,28,0,1,7.0,2011-04-21,Pakistan,West Indies,0,"Beausejour Stadium, Gros Islet"
AD Russell,2,26,0,0,13.0,2011-06-04,India,India,0,"Queen's Park Oval, Port of Spain"
AD Russell,2,21,0,0,10.5,2011-09-23,West Indies,England,0,Kennington Oval
AD Russell,2,14,0,1,7.0,2011-09-25,West Indies,West Indies,0,Kennington Oval
AD Russell,2,17,0,0,8.5,2011-10-11,West Indies,Bangladesh,0,Shere Bangla National Stadium
AD Russell,2,19,0,0,9.5,2012-09-24,West Indies,0,0,R Premadasa Stadium
AD Russell,1,11,0,0,11.0,2012-09-29,West Indies,Sri Lanka,0,Pallekele International Cricket Stadium
AD Russell,1,17,0,0,17.0,2012-12-10,West Indies,West Indies,0,Shere Bangla National Stadium
