,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
7,AG Cremer,2.0,3,0,0,66.66666666666666,R Rampaul,0,bowled,AG Cremer,2010-02-28,Zimbabwe,Zimbabwe,0,"Queen's Park Oval, Port of Spain"
8,AG Cremer,0.0,1,0,0,0.0,SB Styris,0,bowled,AG Cremer,2010-05-04,Zimbabwe,New Zealand,0,Providence Stadium
8,AG Cremer,2.0,2,0,0,100.0,notOut,notOut,notOut,notOut,2010-10-10,Zimbabwe,South Africa,0,De Beers Diamond Oval
6,AG Cremer,17.0,21,2,0,80.95238095238095,BMAJ Mendis,0,bowled,AG Cremer,2012-09-18,Zimbabwe,Sri Lanka,0,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa"
6,AG Cremer,6.0,11,0,0,54.54545454545454,JH Kallis,['AB de Villiers'],caught,AG Cremer,2012-09-20,Zimbabwe,South Africa,0,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa"
7,AG Cremer,2.0,2,0,0,100.0,notOut,notOut,notOut,notOut,2015-05-22,Zimbabwe,Pakistan,0,Gaddafi Stadium
7,AG Cremer,9.0,14,0,0,64.28571428571429,MM Sharma,0,bowled,AG Cremer,2015-07-17,India,India,0,Harare Sports Club
8,AG Cremer,0.0,1,0,0,0.0,notOut,notOut,notOut,notOut,2015-07-19,India,Zimbabwe,0,Harare Sports Club
7,AG Cremer,5.0,7,0,0,71.42857142857143,MJ McClenaghan,['JDS Neesham'],caught,AG Cremer,2015-08-09,New Zealand,New Zealand,0,Harare Sports Club
8,AG Cremer,0.0,1,0,0,0.0,Wahab Riaz,['Shahid Afridi'],caught,AG Cremer,2015-09-27,Pakistan,Pakistan,0,Harare Sports Club
9,AG Cremer,3.0,4,0,0,75.0,Al-Amin Hossain,0,bowled,AG Cremer,2015-11-13,Zimbabwe,Bangladesh,0,Shere Bangla National Stadium
8,AG Cremer,3.0,4,0,0,75.0,Sayed Shirzad,['Usman Ghani'],caught,AG Cremer,2016-01-10,Zimbabwe,Afghanistan,0,Sharjah Cricket Stadium
7,AG Cremer,8.0,12,0,0,66.66666666666666,Sabbir Rahman,0,caught and bowled,AG Cremer,2016-01-17,Zimbabwe,Bangladesh,0,Sheikh Abu Naser Stadium
8,AG Cremer,4.0,5,0,0,80.0,JJ Bumrah,['R Dhawan'],caught,AG Cremer,2016-06-18,India,Zimbabwe,0,Harare Sports Club
7,AG Cremer,4.0,6,0,0,66.66666666666666,DS Kulkarni,['AT Rayudu'],caught,AG Cremer,2016-06-20,India,India,0,Harare Sports Club
2,AM Blignaut,8.0,9,1,0,88.88888888888889,DL Vettori,0,bowled,AM Blignaut,2010-05-04,Zimbabwe,New Zealand,0,Providence Stadium
1,BRM Taylor,60.0,45,4,2,133.33333333333331,notOut,notOut,notOut,notOut,2007-09-12,Zimbabwe,Zimbabwe,0,Newlands
1,BRM Taylor,47.0,39,4,2,120.51282051282051,AD Mascarenhas,0,bowled,BRM Taylor,2007-09-13,Zimbabwe,England,0,Newlands
4,BRM Taylor,0.0,3,0,0,0.0,SJ Benn,0,bowled,BRM Taylor,2010-02-28,Zimbabwe,Zimbabwe,0,"Queen's Park Oval, Port of Spain"
2,BRM Taylor,11.0,11,0,0,100.0,notOut,notOut,notOut,notOut,2010-05-03,Zimbabwe,Sri Lanka,0,Providence Stadium
1,BRM Taylor,15.0,9,2,1,166.66666666666669,R Vinay Kumar,0,lbw,BRM Taylor,2010-06-12,India,India,0,Harare Sports Club
1,BRM Taylor,27.0,33,3,0,81.81818181818183,A Mishra,['YK Pathan'],caught,BRM Taylor,2010-06-13,India,India,0,Harare Sports Club
1,BRM Taylor,0.0,5,0,0,0.0,WD Parnell,0,lbw,BRM Taylor,2010-10-08,Zimbabwe,South Africa,0,OUTsurance Oval
1,BRM Taylor,59.0,41,4,3,143.90243902439025,RJ Peterson,['J Theron'],caught,BRM Taylor,2010-10-10,Zimbabwe,South Africa,0,De Beers Diamond Oval
3,BRM Taylor,10.0,7,0,1,142.85714285714286,Sohail Tanvir,['Yasir Shah'],caught,BRM Taylor,2011-09-16,Pakistan,Pakistan,0,Harare Sports Club
4,BRM Taylor,10.0,11,1,0,90.9090909090909,Mohammad Hafeez,['Misbah-ul-Haq'],caught,BRM Taylor,2011-09-18,Pakistan,Pakistan,0,Harare Sports Club
2,BRM Taylor,50.0,47,5,0,106.38297872340425,JDP Oram,['JDP Oram'],run out,P Utseya,2011-10-15,New Zealand,New Zealand,0,Harare Sports Club
2,BRM Taylor,1.0,5,0,0,20.0,GW Aldridge,0,bowled,BRM Taylor,2011-10-17,New Zealand,New Zealand,0,Harare Sports Club
0,BRM Taylor,3.0,6,0,0,50.0,MD Bates,0,bowled,BRM Taylor,2012-02-11,Zimbabwe,New Zealand,0,Eden Park
2,BRM Taylor,75.0,43,6,3,174.41860465116278,notOut,notOut,notOut,notOut,2012-02-14,Zimbabwe,New Zealand,0,Seddon Park
2,BRM Taylor,0.0,1,0,0,0.0,BAW Mendis,['KC Sangakkara'],stumped,BRM Taylor,2012-09-18,Zimbabwe,Sri Lanka,0,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa"
2,BRM Taylor,4.0,4,0,0,100.0,M Morkel,['AB de Villiers'],caught,BRM Taylor,2012-09-20,Zimbabwe,South Africa,0,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa"
2,BRM Taylor,0.0,3,0,0,0.0,S Badree,['D Ramdin'],caught,BRM Taylor,2013-03-02,Zimbabwe,West Indies,0,"Sir Vivian Richards Stadium, North Sound"
3,BRM Taylor,4.0,5,0,0,80.0,S Badree,['DJG Sammy'],caught,BRM Taylor,2013-03-03,Zimbabwe,West Indies,0,"Sir Vivian Richards Stadium, North Sound"
2,BRM Taylor,40.0,26,6,1,153.84615384615387,Shakib Al Hasan,['Tamim Iqbal'],caught,BRM Taylor,2013-05-11,Bangladesh,Zimbabwe,0,Queens Sports Club
2,BRM Taylor,15.0,10,3,0,150.0,Shakib Al Hasan,['Nasir Hossain'],caught,BRM Taylor,2013-05-12,Bangladesh,Bangladesh,0,Queens Sports Club
2,BRM Taylor,32.0,31,3,0,103.2258064516129,notOut,notOut,notOut,notOut,2013-08-23,Pakistan,Pakistan,0,Harare Sports Club
2,BRM Taylor,3.0,4,0,0,75.0,Mohammad Hafeez,['Sarfraz Ahmed'],caught,BRM Taylor,2013-08-24,Pakistan,Pakistan,0,Harare Sports Club
2,BRM Taylor,59.0,47,6,2,125.53191489361701,GH Dockrell,['EC Joyce'],caught,BRM Taylor,2014-03-17,Zimbabwe,Ireland,0,Sylhet Stadium
