bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,result,venue
AO Suji,3,26,1,0,8.666666666666666,2008-08-04,Kenya,Ireland,0,"Civil Service Cricket Club, Stormont"
AO Suji,3,27,0,1,9.0,2010-02-10,Kenya,Kenya,0,Dubai International Cricket Stadium
CO Obuya,3,25,0,1,8.333333333333334,2012-02-22,Ireland,Ireland,0,Mombasa Sports Club Ground
CO Obuya,2,15,0,0,7.5,2012-02-23,Ireland,Ireland,0,Mombasa Sports Club Ground
CO Obuya,4,21,0,1,5.25,2012-02-24,Ireland,Ireland,0,Mombasa Sports Club Ground
CO Obuya,2,11,0,0,5.5,2013-03-15,Kenya,Canada,0,ICC Global Cricket Academy
CO Obuya,4,17,0,3,4.25,2013-03-16,Kenya,Kenya,0,ICC Global Cricket Academy
CO Obuya,3,17,0,1,5.666666666666667,2013-09-30,Kenya,Afghanistan,0,Sharjah Cricket Stadium
CO Obuya,4,36,0,2,9.0,2013-10-11,Kenya,Kenya,0,Sharjah Cricket Stadium
CO Obuya,1,11,0,2,11.0,2013-11-24,Kenya,Afghanistan,0,Sharjah Cricket Stadium
CO Obuya,3,16,0,2,5.333333333333333,2013-11-26,Kenya,Kenya,0,Sharjah Cricket Stadium
DI Allan,1,9,0,0,9.0,2012-02-22,Ireland,Ireland,0,Mombasa Sports Club Ground
DI Allan,1,21,0,0,21.0,2012-03-14,Kenya,Ireland,0,Dubai International Cricket Stadium
DI Allan,1,9,0,0,9.0,2013-03-15,Kenya,Canada,0,ICC Global Cricket Academy
DI Allan,2,8,0,2,4.0,2013-11-24,Kenya,Afghanistan,0,Sharjah Cricket Stadium
DI Allan,1,15,0,2,15.0,2013-11-26,Kenya,Kenya,0,Sharjah Cricket Stadium
E Otieno,2,16,0,0,8.0,2012-02-22,Ireland,Ireland,0,Mombasa Sports Club Ground
E Otieno,3,24,0,0,8.0,2013-03-15,Kenya,Canada,0,ICC Global Cricket Academy
E Otieno,3,18,0,3,6.0,2013-03-16,Kenya,Kenya,0,ICC Global Cricket Academy
E Otieno,1,16,0,0,16.0,2013-04-20,Netherlands,Kenya,0,Wanderers Cricket Ground
E Otieno,3,19,0,0,6.333333333333333,2013-09-30,Kenya,Afghanistan,0,Sharjah Cricket Stadium
E Otieno,4,16,0,3,4.0,2013-10-11,Kenya,Kenya,0,Sharjah Cricket Stadium
E Otieno,2,16,0,0,8.0,2013-11-19,Scotland,Kenya,0,ICC Academy
E Otieno,1,15,0,0,15.0,2013-11-23,Netherlands,Netherlands,0,ICC Academy
HA Varaiya,2,15,0,0,7.5,2007-09-01,Bangladesh,Bangladesh,0,Gymkhana Club Ground
HA Varaiya,4,33,0,1,8.25,2007-09-04,Pakistan,Pakistan,0,Gymkhana Club Ground
HA Varaiya,4,18,0,1,4.5,2010-02-10,Kenya,Kenya,0,Dubai International Cricket Stadium
HA Varaiya,4,27,0,1,6.75,2012-02-23,Ireland,Ireland,0,Mombasa Sports Club Ground
HA Varaiya,4,19,0,2,4.75,2012-02-24,Ireland,Ireland,0,Mombasa Sports Club Ground
HA Varaiya,0,4,0,0,inf,2012-03-14,Kenya,Ireland,0,Dubai International Cricket Stadium
HA Varaiya,4,23,0,2,5.75,2013-03-15,Kenya,Canada,0,ICC Global Cricket Academy
HA Varaiya,4,22,0,2,5.5,2013-03-16,Kenya,Kenya,0,ICC Global Cricket Academy
HA Varaiya,3,28,0,0,9.333333333333334,2013-04-19,Netherlands,Kenya,0,Wanderers Cricket Ground
HA Varaiya,4,12,0,1,3.0,2013-04-20,Netherlands,Kenya,0,Wanderers Cricket Ground
