,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
11,A Mehmood,0.0,1,0,0,0.0,notOut,notOut,notOut,notOut,2016-02-22,Hong Kong,Afghanistan,0,Shere Bangla National Stadium
7,Aizaz Khan,0.0,3,0,0,0.0,SP Gauchan,0,bowled,Aizaz Khan,2014-03-16,Nepal,Nepal,0,Zahur Ahmed Chowdhury Stadium
10,Aizaz Khan,1.0,1,0,0,100.0,notOut,notOut,notOut,notOut,2014-03-18,Hong Kong,Afghanistan,0,Zahur Ahmed Chowdhury Stadium
6,Aizaz Khan,21.0,32,1,1,65.625,Sagar Pun,['B Bhandari'],caught,Aizaz Khan,2014-11-24,Nepal,Hong Kong,0,P Sara Oval
6,Aizaz Khan,14.0,7,2,0,200.0,notOut,notOut,notOut,notOut,2015-07-15,Nepal,Hong Kong,0,"Civil Service Cricket Club, Stormont"
6,Aizaz Khan,3.0,7,0,0,42.857142857142854,KJ O'Brien,['PR Stirling'],caught,Aizaz Khan,2015-07-17,Hong Kong,Hong Kong,0,"The Village, Malahide"
6,Aizaz Khan,31.0,21,1,2,147.61904761904762,SM Sharif,['AC Evans'],caught,Aizaz Khan,2015-07-25,Scotland,Scotland,0,"The Village, Malahide"
8,Aizaz Khan,7.0,6,0,0,116.66666666666667,notOut,notOut,notOut,notOut,2015-11-21,Oman,Oman,0,Sheikh Zayed Stadium
7,Aizaz Khan,13.0,8,2,0,162.5,M Ansari,['Bilal Khan'],caught,Aizaz Khan,2015-11-25,Oman,Oman,0,Sheikh Zayed Stadium
6,Aizaz Khan,20.0,19,2,1,105.26315789473684,MRJ Watt,['MH Cross'],stumped,Aizaz Khan,2016-01-31,Scotland,Scotland,0,"Mission Road Ground, Mong Kok"
7,Aizaz Khan,15.0,15,1,0,100.0,notOut,notOut,notOut,notOut,2016-02-19,Oman,Oman,0,Khan Shaheb Osman Ali Stadium
6,Aizaz Khan,2.0,4,0,0,50.0,Mohammad Naveed,0,bowled,Aizaz Khan,2016-02-21,United Arab Emirates,United Arab Emirates,0,Khan Shaheb Osman Ali Stadium
6,Aizaz Khan,2.0,6,0,0,33.33333333333333,Dawlat Zadran,['Asghar Stanikzai'],caught,Aizaz Khan,2016-02-22,Hong Kong,Afghanistan,0,Shere Bangla National Stadium
7,Aizaz Khan,0.0,3,0,0,0.0,notOut,notOut,notOut,notOut,2016-03-08,Zimbabwe,Zimbabwe,0,"Vidarbha Cricket Association Stadium, Jamtha"
7,Aizaz Khan,7.0,4,1,0,175.0,notOut,notOut,notOut,notOut,2016-03-12,Scotland,Scotland,0,"Vidarbha Cricket Association Stadium, Jamtha"
1,Aizaz Khan,5.0,12,0,0,41.66666666666667,CA Young,['SP Terry'],caught,Aizaz Khan,2016-09-05,Hong Kong,Hong Kong,0,"Bready Cricket Club, Magheramason"
1,Aizaz Khan,19.0,15,4,0,126.66666666666666,Mohammad Nadeem,['Aqib Ilyas'],caught,Aizaz Khan,2017-01-16,Oman,Oman,0,Sheikh Zayed Stadium
2,Aizaz Khan,14.0,10,2,0,140.0,notOut,notOut,notOut,notOut,2017-01-18,Netherlands,Hong Kong,0,Dubai International Cricket Stadium
7,Anas Khan,21.0,28,2,0,75.0,notOut,notOut,notOut,notOut,2014-11-24,Nepal,Hong Kong,0,P Sara Oval
1,Anshuman Rath,19.0,34,0,1,55.88235294117647,B Regmi,0,bowled,Anshuman Rath,2015-07-15,Nepal,Hong Kong,0,"Civil Service Cricket Club, Stormont"
1,Anshuman Rath,22.0,37,3,0,59.45945945945946,GH Dockrell,0,bowled,Anshuman Rath,2015-07-17,Hong Kong,Hong Kong,0,"The Village, Malahide"
5,Anshuman Rath,5.0,15,0,0,33.33333333333333,RML Taylor,0,lbw,Anshuman Rath,2015-07-25,Scotland,Scotland,0,"The Village, Malahide"
0,Anshuman Rath,5.0,4,1,0,125.0,Bilal Khan,['AV Lalcheta'],caught,Anshuman Rath,2015-11-21,Oman,Oman,0,Sheikh Zayed Stadium
0,Anshuman Rath,0.0,1,0,0,0.0,Bilal Khan,['Sultan Ahmed'],caught,Anshuman Rath,2015-11-25,Oman,Oman,0,Sheikh Zayed Stadium
0,Anshuman Rath,20.0,21,4,0,95.23809523809523,Mehran Khan,['Sultan Ahmed'],caught,Anshuman Rath,2015-11-26,Oman,Hong Kong,0,Sheikh Zayed Stadium
