,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
6,AF Buurman,0.0,2,0,0,0.0,Hamid Hassan,0,bowled,AF Buurman,2010-02-12,Netherlands,Netherlands,0,Dubai International Cricket Stadium
7,AF Buurman,0.0,2,0,0,0.0,AC Botha,"[""NJ O'Brien""]",caught,AF Buurman,2010-02-13,Netherlands,Ireland,0,Dubai International Cricket Stadium
0,AN Kervezee,1.0,4,0,0,25.0,JM Anderson,['SCJ Broad'],caught,AN Kervezee,2009-06-05,Netherlands,Netherlands,0,Lord's
1,AN Kervezee,21.0,29,1,0,72.41379310344827,Saeed Ajmal,['Kamran Akmal'],stumped,AN Kervezee,2009-06-09,Pakistan,Pakistan,0,Lord's
0,AN Kervezee,39.0,31,6,0,125.80645161290323,JM Davison,['A Bagai'],stumped,AN Kervezee,2010-02-09,Netherlands,Netherlands,0,Dubai International Cricket Stadium
0,AN Kervezee,39.0,33,5,0,118.18181818181819,Mohammad Nabi,0,bowled,AN Kervezee,2010-02-12,Netherlands,Netherlands,0,Dubai International Cricket Stadium
0,AN Kervezee,2.0,4,0,0,50.0,PC Connell,0,bowled,AN Kervezee,2010-02-13,Netherlands,Ireland,0,Dubai International Cricket Stadium
3,AN Kervezee,29.0,33,0,0,87.87878787878788,Junaid Siddiqui,['NR Kumar'],run out,PW Borren,2012-03-13,Netherlands,Netherlands,0,Dubai International Cricket Stadium
4,AN Kervezee,29.0,33,0,0,87.87878787878788,HS Baidwan,0,bowled,AN Kervezee,2012-03-13,Netherlands,Netherlands,0,Dubai International Cricket Stadium
3,AN Kervezee,58.0,44,1,3,131.8181818181818,notOut,notOut,notOut,notOut,2012-03-14,Netherlands,Afghanistan,0,Dubai International Cricket Stadium
2,AN Kervezee,56.0,48,3,1,116.66666666666667,GH Dockrell,"['PR Stirling', 'GH Dockrell']",run out,W Barresi,2012-03-23,Netherlands,Ireland,0,Dubai International Cricket Stadium
3,AN Kervezee,56.0,48,3,1,116.66666666666667,GH Dockrell,0,caught and bowled,AN Kervezee,2012-03-23,Netherlands,Ireland,0,Dubai International Cricket Stadium
11,Ahsan Malik,4.0,1,1,0,400.0,notOut,notOut,notOut,notOut,2012-07-26,Bangladesh,Netherlands,0,Sportpark Westvliet
11,Ahsan Malik,3.0,5,0,0,60.0,notOut,notOut,notOut,notOut,2013-04-20,Netherlands,Kenya,0,Wanderers Cricket Ground
9,Ahsan Malik,0.0,2,0,0,0.0,BAW Mendis,0,lbw,Ahsan Malik,2014-03-24,Sri Lanka,Sri Lanka,0,Zahur Ahmed Chowdhury Stadium
11,Ahsan Malik,1.0,1,0,0,100.0,notOut,notOut,notOut,notOut,2014-03-27,South Africa,South Africa,0,Zahur Ahmed Chowdhury Stadium
10,Ahsan Malik,2.0,4,0,0,50.0,notOut,notOut,notOut,notOut,2015-07-09,Netherlands,Afghanistan,0,"Grange Cricket Club Ground, Raeburn Place"
10,Ahsan Malik,3.0,3,0,0,100.0,notOut,notOut,notOut,notOut,2017-01-17,Scotland,Scotland,0,Sheikh Zayed Stadium
11,Ahsan Malik,11.0,9,0,1,122.22222222222223,notOut,notOut,notOut,notOut,2017-01-18,Netherlands,Hong Kong,0,Dubai International Cricket Stadium
2,B Zuiderent,12.0,16,1,0,75.0,AU Rashid,['JS Foster'],stumped,B Zuiderent,2009-06-05,Netherlands,Netherlands,0,Lord's
2,B Zuiderent,13.0,15,2,0,86.66666666666667,Shahid Afridi,0,bowled,B Zuiderent,2009-06-09,Pakistan,Pakistan,0,Lord's
2,B Zuiderent,43.0,44,2,1,97.72727272727273,notOut,notOut,notOut,notOut,2010-02-09,Netherlands,Netherlands,0,Dubai International Cricket Stadium
3,B Zuiderent,2.0,3,0,0,66.66666666666666,Samiullah Shenwari,0,lbw,B Zuiderent,2010-02-12,Netherlands,Netherlands,0,Dubai International Cricket Stadium
3,B Zuiderent,15.0,25,1,0,60.0,DT Johnston,0,lbw,B Zuiderent,2010-02-13,Netherlands,Ireland,0,Dubai International Cricket Stadium
4,BN Cooper,1.0,3,0,0,33.33333333333333,RML Taylor,0,lbw,BN Cooper,2013-11-22,Scotland,Scotland,0,ICC Academy
4,BN Cooper,0.0,2,0,0,0.0,SO Tikolo,0,lbw,BN Cooper,2013-11-23,Netherlands,Netherlands,0,ICC Academy
2,BN Cooper,40.0,28,5,0,142.85714285714286,RM Haq,['MH Cross'],stumped,BN Cooper,2013-11-28,Scotland,Netherlands,0,Sheikh Zayed Stadium
6,BN Cooper,6.0,6,1,0,100.0,notOut,notOut,notOut,notOut,2014-03-17,United Arab Emirates,Netherlands,0,Sylhet Stadium
