,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
10,A Mohammed,2.0,8,0,0,25.0,D van Niekerk,['AE Smith'],caught,A Mohammed,2009-10-28,West Indies,West Indies,0,Boland Bank Park
9,A Mohammed,4.0,8,0,0,50.0,notOut,notOut,notOut,notOut,2010-05-14,New Zealand,New Zealand,0,"Beausejour Stadium, Gros Islet"
10,A Mohammed,8.0,10,1,0,80.0,notOut,notOut,notOut,notOut,2012-09-08,West Indies,England,0,Riverside Ground
9,A Mohammed,5.0,3,0,0,166.66666666666669,A Shrubsole,['LS Greenway'],run out,A Mohammed,2012-09-13,West Indies,England,0,County Ground
8,A Mohammed,0.0,4,0,0,0.0,D Hazell,0,lbw,A Mohammed,2012-09-15,West Indies,England,0,County Ground
10,A Mohammed,0.0,1,0,0,0.0,notOut,notOut,notOut,notOut,2012-09-28,West Indies,Sri Lanka,0,Galle International Stadium
10,A Mohammed,1.0,2,0,0,50.0,JL Hunter,['MM Lanning'],caught,A Mohammed,2012-10-05,West Indies,Australia,0,R Premadasa Stadium
8,A Mohammed,1.0,2,0,0,50.0,notOut,notOut,notOut,notOut,2014-03-24,West Indies,West Indies,0,Sylhet Stadium
7,A Mohammed,15.0,14,1,0,107.14285714285714,Khadija Tul Kubra,['Jahanara Alam'],run out,A Mohammed,2014-03-26,West Indies,West Indies,0,Sylhet Stadium
8,A Mohammed,3.0,4,0,0,75.0,notOut,notOut,notOut,notOut,2014-04-01,West Indies,India,0,Sylhet Stadium
8,A Mohammed,5.0,7,0,0,71.42857142857143,notOut,notOut,notOut,notOut,2016-03-09,West Indies,South Africa,0,Newlands
0,AB Barath,8.0,20,1,0,40.0,RW Price,0,bowled,AB Barath,2010-02-28,Zimbabwe,Zimbabwe,0,"Queen's Park Oval, Port of Spain"
1,AB Barath,15.0,22,2,0,68.18181818181817,Shakib Al Hasan,['Tamim Iqbal'],caught,AB Barath,2011-10-11,West Indies,Bangladesh,0,Shere Bangla National Stadium
2,ACL Richards,10.0,17,1,0,58.82352941176471,SCJ Broad,0,lbw,ACL Richards,2007-06-29,West Indies,England,0,Kennington Oval
8,AD Russell,0.0,3,0,0,0.0,Wahab Riaz,['Abdur Rehman'],caught,AD Russell,2011-04-21,Pakistan,West Indies,0,"Beausejour Stadium, Gros Islet"
7,AD Russell,6.0,6,1,0,100.0,notOut,notOut,notOut,notOut,2011-09-23,West Indies,England,0,Kennington Oval
6,AD Russell,12.0,8,1,0,150.0,notOut,notOut,notOut,notOut,2011-09-25,West Indies,West Indies,0,Kennington Oval
3,AD Russell,5.0,12,0,0,41.66666666666667,Shakib Al Hasan,['Naeem Islam'],caught,AD Russell,2011-10-11,West Indies,Bangladesh,0,Shere Bangla National Stadium
6,AD Russell,10.0,5,2,0,200.0,notOut,notOut,notOut,notOut,2012-09-27,West Indies,West Indies,0,Pallekele International Cricket Stadium
5,AD Russell,19.0,14,0,1,135.71428571428572,notOut,notOut,notOut,notOut,2012-09-29,West Indies,Sri Lanka,0,Pallekele International Cricket Stadium
2,AD Russell,6.0,6,0,1,100.0,DAJ Bracewell,['JEC Franklin'],caught,AD Russell,2012-10-01,West Indies,0,tie,Pallekele International Cricket Stadium
5,AD Russell,0.0,1,0,0,0.0,BAW Mendis,0,lbw,AD Russell,2012-10-07,West Indies,West Indies,0,R Premadasa Stadium
7,AD Russell,23.0,11,3,0,209.0909090909091,notOut,notOut,notOut,notOut,2013-02-13,West Indies,West Indies,0,"Brisbane Cricket Ground, Woolloongabba"
6,AD Russell,0.0,1,0,0,0.0,CT Mutombodzi,['CR Ervine'],caught,AD Russell,2013-03-03,Zimbabwe,West Indies,0,"Sir Vivian Richards Stadium, North Sound"
5,AD Russell,0.0,2,0,0,0.0,NL McCullum,['MJ Guptill'],caught,AD Russell,2014-01-11,West Indies,New Zealand,0,Eden Park
6,AD Russell,10.0,8,1,0,125.0,notOut,notOut,notOut,notOut,2014-01-15,West Indies,New Zealand,0,Westpac Stadium
5,AD Russell,15.0,16,1,1,93.75,TJ Murtagh,0,bowled,AD Russell,2014-02-19,Ireland,Ireland,0,"Sabina Park, Kingston"
6,AD Russell,8.0,11,0,0,72.72727272727273,TJ Murtagh,0,bowled,AD Russell,2014-02-21,Ireland,West Indies,0,"Sabina Park, Kingston"
4,AD Russell,24.0,15,2,1,160.0,notOut,notOut,notOut,notOut,2014-03-09,England,West Indies,0,"Kensington Oval, Bridgetown"
4,AD Russell,2.0,4,0,0,50.0,TT Bresnan,['AD Hales'],caught,AD Russell,2014-03-11,England,West Indies,0,"Kensington Oval, Bridgetown"
5,AD Russell,0.0,2,0,0,0.0,RS Bopara,['EJG Morgan'],caught,AD Russell,2014-03-13,England,England,0,"Kensington Oval, Bridgetown"
7,AD Russell,7.0,5,0,1,140.0,RA Jadeja,['V Kohli'],caught,AD Russell,2014-03-23,West Indies,India,0,Shere Bangla National Stadium
5,AD Russell,0.0,1,0,0,0.0,Al-Amin Hossain,['Shakib Al Hasan'],caught,AD Russell,2014-03-25,West Indies,West Indies,0,Shere Bangla National Stadium
