,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
11,A Nel,0.0,2,0,0,0.0,notOut,notOut,notOut,notOut,2005-10-21,New Zealand,New Zealand,0,New Wanderers Stadium
4,A le Breton,14.0,12,2,0,116.66666666666667,Salma Khatun,['Lata Mondal'],caught,A le Breton,2013-09-15,Bangladesh,South Africa,0,Senwes Park
4,A le Breton,10.0,12,1,0,83.33333333333334,HAM Samuddika,"['BYA Mendis', 'RS Vandort']",run out,A le Breton,2013-11-02,Sri Lanka,Sri Lanka,0,Senwes Park
4,AB de Villiers,6.0,4,0,1,150.0,AB Agarkar,['MS Dhoni'],caught,AB de Villiers,2006-12-01,India,India,0,New Wanderers Stadium
2,AB de Villiers,16.0,13,1,1,123.07692307692308,FH Edwards,['D Ramdin'],caught,AB de Villiers,2007-09-11,West Indies,South Africa,0,New Wanderers Stadium
3,AB de Villiers,14.0,15,1,0,93.33333333333333,notOut,notOut,notOut,notOut,2007-09-15,Bangladesh,South Africa,0,Newlands
2,AB de Villiers,18.0,14,4,0,128.57142857142858,A Flintoff,['MJ Prior'],caught,AB de Villiers,2007-09-16,England,South Africa,0,Newlands
2,AB de Villiers,1.0,7,0,0,14.285714285714285,MR Gillespie,['BB McCullum'],caught,AB de Villiers,2007-09-19,New Zealand,South Africa,0,Kingsmead
2,AB de Villiers,1.0,4,0,0,25.0,S Sreesanth,0,lbw,AB de Villiers,2007-09-20,India,India,0,Kingsmead
3,AB de Villiers,52.0,46,4,1,113.04347826086956,notOut,notOut,notOut,notOut,2007-11-23,New Zealand,South Africa,0,New Wanderers Stadium
3,AB de Villiers,0.0,4,0,0,0.0,JE Taylor,0,bowled,AB de Villiers,2007-12-16,West Indies,West Indies,0,St George's Park
1,AB de Villiers,25.0,24,4,0,104.16666666666667,DJG Sammy,['D Ramdin'],caught,AB de Villiers,2008-01-18,West Indies,South Africa,0,New Wanderers Stadium
3,AB de Villiers,36.0,26,2,1,138.46153846153845,Abdur Razzak,0,bowled,AB de Villiers,2008-11-05,Bangladesh,South Africa,0,New Wanderers Stadium
1,AB de Villiers,0.0,4,0,0,0.0,SW Tait,0,hit wicket,AB de Villiers,2009-01-11,South Africa,Australia,0,Melbourne Cricket Ground
2,AB de Villiers,7.0,7,1,0,100.0,B Geeves,0,bowled,AB de Villiers,2009-03-27,Australia,South Africa,0,New Wanderers Stadium
