bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,result,venue
AV Lalcheta,4,13,1,1,3.25,2015-11-21,Oman,Oman,0,Sheikh Zayed Stadium
AV Lalcheta,4,17,0,1,4.25,2015-11-22,Oman,United Arab Emirates,0,Sheikh Zayed Stadium
AV Lalcheta,4,31,0,0,7.75,2015-11-25,Oman,Oman,0,Sheikh Zayed Stadium
AV Lalcheta,4,29,0,1,7.25,2015-11-26,Oman,Hong Kong,0,Sheikh Zayed Stadium
AV Lalcheta,4,35,0,0,8.75,2015-11-30,Oman,Afghanistan,0,Sheikh Zayed Stadium
AV Lalcheta,4,29,0,1,7.25,2016-02-19,Oman,Oman,0,Khan Shaheb Osman Ali Stadium
AV Lalcheta,3,43,0,1,14.333333333333334,2016-02-20,Oman,Afghanistan,0,Khan Shaheb Osman Ali Stadium
AV Lalcheta,4,24,1,0,6.0,2016-03-09,Oman,Oman,0,Himachal Pradesh Cricket Association Stadium
AV Lalcheta,3,35,0,1,11.666666666666666,2016-03-13,Oman,Bangladesh,0,Himachal Pradesh Cricket Association Stadium
AV Lalcheta,2,23,0,0,11.5,2017-01-15,Oman,Netherlands,0,Sheikh Zayed Stadium
AV Lalcheta,4,23,0,0,5.75,2017-01-19,Scotland,Scotland,0,Dubai International Cricket Stadium
AV Lalcheta,2,17,0,0,8.5,2017-01-20,Oman,Afghanistan,0,Dubai International Cricket Stadium
Aamir Kaleem,2,20,0,0,10.0,2015-11-26,Oman,Hong Kong,0,Sheikh Zayed Stadium
Aamir Kaleem,1,11,0,0,11.0,2015-11-30,Oman,Afghanistan,0,Sheikh Zayed Stadium
Aamir Kaleem,3,27,0,1,9.0,2016-02-19,Oman,Oman,0,Khan Shaheb Osman Ali Stadium
Aamir Kaleem,3,21,0,0,7.0,2016-02-20,Oman,Afghanistan,0,Khan Shaheb Osman Ali Stadium
Aamir Kaleem,4,36,0,4,9.0,2016-02-22,United Arab Emirates,United Arab Emirates,0,Shere Bangla National Stadium
Aamir Kaleem,4,27,0,1,6.75,2016-03-09,Oman,Oman,0,Himachal Pradesh Cricket Association Stadium
Aamir Kaleem,1,15,0,0,15.0,2016-03-13,Oman,Bangladesh,0,Himachal Pradesh Cricket Association Stadium
Amir Ali,2,13,0,0,6.5,2015-11-25,Oman,Oman,0,Sheikh Zayed Stadium
Amir Ali,1,6,0,1,6.0,2016-02-19,Oman,Oman,0,Khan Shaheb Osman Ali Stadium
Amir Ali,1,11,0,0,11.0,2016-02-20,Oman,Afghanistan,0,Khan Shaheb Osman Ali Stadium
Amir Ali,1,9,0,0,9.0,2016-03-09,Oman,Oman,0,Himachal Pradesh Cricket Association Stadium
Amir Ali,4,28,0,0,7.0,2016-03-13,Oman,Bangladesh,0,Himachal Pradesh Cricket Association Stadium
Bilal Khan,4,29,0,3,7.25,2015-11-21,Oman,Oman,0,Sheikh Zayed Stadium
Bilal Khan,3,21,0,0,7.0,2015-11-22,Oman,United Arab Emirates,0,Sheikh Zayed Stadium
Bilal Khan,3,20,0,4,6.666666666666667,2015-11-25,Oman,Oman,0,Sheikh Zayed Stadium
Bilal Khan,3,23,0,0,7.666666666666667,2015-11-26,Oman,Hong Kong,0,Sheikh Zayed Stadium
Bilal Khan,4,24,0,2,6.0,2015-11-30,Oman,Afghanistan,0,Sheikh Zayed Stadium
Bilal Khan,4,28,0,1,7.0,2016-02-19,Oman,Oman,0,Khan Shaheb Osman Ali Stadium
Bilal Khan,4,33,0,3,8.25,2016-02-20,Oman,Afghanistan,0,Khan Shaheb Osman Ali Stadium
Bilal Khan,3,30,0,0,10.0,2016-02-22,United Arab Emirates,United Arab Emirates,0,Shere Bangla National Stadium
Bilal Khan,4,32,0,0,8.0,2016-03-09,Oman,Oman,0,Himachal Pradesh Cricket Association Stadium
Bilal Khan,4,16,0,0,4.0,2016-03-13,Oman,Bangladesh,0,Himachal Pradesh Cricket Association Stadium
Bilal Khan,3,33,0,2,11.0,2017-01-15,Oman,Netherlands,0,Sheikh Zayed Stadium
Bilal Khan,4,18,0,3,4.5,2017-01-16,Oman,Oman,0,Sheikh Zayed Stadium
Bilal Khan,3,31,0,1,10.333333333333334,2017-01-19,Scotland,Scotland,0,Dubai International Cricket Stadium
Bilal Khan,3,35,0,1,11.666666666666666,2017-01-20,Oman,Afghanistan,0,Dubai International Cricket Stadium
Jatinder Singh,2,17,0,0,8.5,2015-11-26,Oman,Hong Kong,0,Sheikh Zayed Stadium
Kaleemullah,4,33,0,1,8.25,2017-01-15,Oman,Netherlands,0,Sheikh Zayed Stadium
Kaleemullah,4,23,1,2,5.75,2017-01-16,Oman,Oman,0,Sheikh Zayed Stadium
Kaleemullah,3,14,0,0,4.666666666666667,2017-01-19,Scotland,Scotland,0,Dubai International Cricket Stadium
Kaleemullah,3,21,0,0,7.0,2017-01-20,Oman,Afghanistan,0,Dubai International Cricket Stadium
Khawar Ali,3,22,0,0,7.333333333333333,2015-07-25,Oman,Afghanistan,0,Clontarf Cricket Club Ground
Khawar Ali,4,17,0,2,4.25,2015-11-21,Oman,Oman,0,Sheikh Zayed Stadium
Khawar Ali,3,29,0,0,9.666666666666666,2015-11-22,Oman,United Arab Emirates,0,Sheikh Zayed Stadium
Khawar Ali,3,19,0,2,6.333333333333333,2015-11-25,Oman,Oman,0,Sheikh Zayed Stadium
Khawar Ali,1,9,0,0,9.0,2015-11-26,Oman,Hong Kong,0,Sheikh Zayed Stadium
Khawar Ali,3,20,0,1,6.666666666666667,2016-03-09,Oman,Oman,0,Himachal Pradesh Cricket Association Stadium
Khawar Ali,3,24,0,1,8.0,2016-03-13,Oman,Bangladesh,0,Himachal Pradesh Cricket Association Stadium
Khawar Ali,2,14,0,0,7.0,2017-01-15,Oman,Netherlands,0,Sheikh Zayed Stadium
Khawar Ali,3,12,0,2,4.0,2017-01-16,Oman,Oman,0,Sheikh Zayed Stadium
Khawar Ali,4,28,0,1,7.0,2017-01-19,Scotland,Scotland,0,Dubai International Cricket Stadium
Khawar Ali,3,32,0,1,10.666666666666666,2017-01-20,Oman,Afghanistan,0,Dubai International Cricket Stadium
M Ansari,4,38,0,2,9.5,2015-07-25,Oman,Afghanistan,0,Clontarf Cricket Club Ground
M Ansari,4,25,0,1,6.25,2015-11-21,Oman,Oman,0,Sheikh Zayed Stadium
M Ansari,3,20,0,1,6.666666666666667,2015-11-25,Oman,Oman,0,Sheikh Zayed Stadium
M Ansari,4,36,0,0,9.0,2015-11-30,Oman,Afghanistan,0,Sheikh Zayed Stadium
M Ansari,4,30,0,2,7.5,2016-02-19,Oman,Oman,0,Khan Shaheb Osman Ali Stadium
M Ansari,4,40,0,0,10.0,2016-02-20,Oman,Afghanistan,0,Khan Shaheb Osman Ali Stadium
M Ansari,4,34,0,0,8.5,2016-02-22,United Arab Emirates,United Arab Emirates,0,Shere Bangla National Stadium
M Ansari,4,37,0,3,9.25,2016-03-09,Oman,Oman,0,Himachal Pradesh Cricket Association Stadium
M Ansari,4,50,0,0,12.5,2016-03-13,Oman,Bangladesh,0,Himachal Pradesh Cricket Association Stadium
Mehran Khan,4,32,0,0,8.0,2015-07-25,Oman,Afghanistan,0,Clontarf Cricket Club Ground
Mehran Khan,4,20,0,2,5.0,2015-11-21,Oman,Oman,0,Sheikh Zayed Stadium
Mehran Khan,4,28,0,0,7.0,2015-11-22,Oman,United Arab Emirates,0,Sheikh Zayed Stadium
Mehran Khan,4,24,0,1,6.0,2015-11-26,Oman,Hong Kong,0,Sheikh Zayed Stadium
Mehran Khan,4,18,0,3,4.5,2016-02-20,Oman,Afghanistan,0,Khan Shaheb Osman Ali Stadium
Mehran Khan,3,23,0,0,7.666666666666667,2016-02-22,United Arab Emirates,United Arab Emirates,0,Shere Bangla National Stadium
Mehran Khan,1,11,0,0,11.0,2016-03-13,Oman,Bangladesh,0,Himachal Pradesh Cricket Association Stadium
Mehran Khan,1,11,0,0,11.0,2017-01-20,Oman,Afghanistan,0,Dubai International Cricket Stadium
Mohammad Nadeem,4,20,0,1,5.0,2015-07-25,Oman,Afghanistan,0,Clontarf Cricket Club Ground
Mohammad Nadeem,3,33,0,0,11.0,2015-11-30,Oman,Afghanistan,0,Sheikh Zayed Stadium
Mohammad Nadeem,4,24,0,2,6.0,2017-01-15,Oman,Netherlands,0,Sheikh Zayed Stadium
Mohammad Nadeem,3,19,0,1,6.333333333333333,2017-01-16,Oman,Oman,0,Sheikh Zayed Stadium
Mohammad Nadeem,1,13,0,0,13.0,2017-01-19,Scotland,Scotland,0,Dubai International Cricket Stadium
Mohammad Nadeem,2,18,0,0,9.0,2017-01-20,Oman,Afghanistan,0,Dubai International Cricket Stadium
RJ Ranpura,4,17,0,2,4.25,2015-07-25,Oman,Afghanistan,0,Clontarf Cricket Club Ground
RJ Ranpura,2,15,0,1,7.5,2015-11-22,Oman,United Arab Emirates,0,Sheikh Zayed Stadium
Sufyan Mehmood,0,8,0,0,inf,2015-11-26,Oman,Hong Kong,0,Sheikh Zayed Stadium
Sufyan Mehmood,4,22,0,2,5.5,2016-02-22,United Arab Emirates,United Arab Emirates,0,Shere Bangla National Stadium
Zeeshan Maqsood,2,24,0,1,12.0,2015-11-22,Oman,United Arab Emirates,0,Sheikh Zayed Stadium
Zeeshan Maqsood,4,22,0,3,5.5,2015-11-25,Oman,Oman,0,Sheikh Zayed Stadium
Zeeshan Maqsood,2,23,0,0,11.5,2015-11-26,Oman,Hong Kong,0,Sheikh Zayed Stadium
Zeeshan Maqsood,4,20,0,2,5.0,2015-11-30,Oman,Afghanistan,0,Sheikh Zayed Stadium
Zeeshan Maqsood,4,54,0,1,13.5,2016-02-19,Oman,Oman,0,Khan Shaheb Osman Ali Stadium
Zeeshan Maqsood,2,18,0,0,9.0,2016-02-22,United Arab Emirates,United Arab Emirates,0,Shere Bangla National Stadium
Zeeshan Maqsood,4,18,0,0,4.5,2017-01-15,Oman,Netherlands,0,Sheikh Zayed Stadium
Zeeshan Maqsood,4,14,0,2,3.5,2017-01-16,Oman,Oman,0,Sheikh Zayed Stadium
Zeeshan Maqsood,4,22,0,1,5.5,2017-01-19,Scotland,Scotland,0,Dubai International Cricket Stadium
Zeeshan Maqsood,4,13,0,0,3.25,2017-01-20,Oman,Afghanistan,0,Dubai International Cricket Stadium
