,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
10,AC Evans,0.0,1,0,0,0.0,Mudassar Bukhari,0,bowled,AC Evans,2015-07-11,Netherlands,Netherlands,0,"Grange Cricket Club Ground, Raeburn Place"
10,AC Evans,0.0,3,0,0,0.0,Hamid Hassan,0,bowled,AC Evans,2015-07-12,Afghanistan,Afghanistan,0,"Grange Cricket Club Ground, Raeburn Place"
12,AC Evans,1.0,3,0,0,33.33333333333333,notOut,notOut,notOut,notOut,2016-02-04,Scotland,United Arab Emirates,0,ICC Academy
10,AC Evans,0.0,1,0,0,0.0,DT Tiripano,0,bowled,AC Evans,2016-03-10,Zimbabwe,Zimbabwe,0,"Vidarbha Cricket Association Stadium, Jamtha"
10,BTJ Wheal,2.0,2,0,0,100.0,notOut,notOut,notOut,notOut,2016-01-31,Scotland,Scotland,0,"Mission Road Ground, Mong Kok"
8,CD Wallace,1.0,1,0,0,100.0,notOut,notOut,notOut,notOut,2012-03-18,Scotland,Ireland,0,Dubai International Cricket Stadium
4,CD Wallace,0.0,1,0,0,0.0,notOut,notOut,notOut,notOut,2017-01-14,Scotland,Scotland,0,Sheikh Zayed Stadium
5,CD Wallace,21.0,21,2,0,100.0,T van der Gugten,['MJG Rippon'],caught,CD Wallace,2017-01-17,Scotland,Scotland,0,Sheikh Zayed Stadium
4,CD Wallace,5.0,4,0,0,125.0,notOut,notOut,notOut,notOut,2017-01-19,Scotland,Scotland,0,Dubai International Cricket Stadium
7,CD Wallace,1.0,4,0,0,25.0,J Mulder,['CA Young'],caught,CD Wallace,2017-01-20,Scotland,Ireland,0,Dubai International Cricket Stadium
9,CD de Lange,1.0,2,0,0,50.0,Hamid Hassan,0,bowled,CD de Lange,2015-07-12,Afghanistan,Afghanistan,0,"Grange Cricket Club Ground, Raeburn Place"
6,CD de Lange,22.0,10,0,2,220.00000000000003,MJG Rippon,0,bowled,CD de Lange,2017-01-17,Scotland,Scotland,0,Sheikh Zayed Stadium
6,CD de Lange,12.0,10,2,0,120.0,KJ O'Brien,['GH Dockrell'],caught,CD de Lange,2017-01-20,Scotland,Ireland,0,Dubai International Cricket Stadium
6,CJO Smith,11.0,7,2,0,157.14285714285714,Shahid Afridi,['Yasir Arafat'],caught,CJO Smith,2007-09-12,Scotland,Pakistan,0,Kingsmead
3,CJO Smith,46.0,42,4,0,109.52380952380953,notOut,notOut,notOut,notOut,2008-08-03,Scotland,Scotland,0,"Civil Service Cricket Club, Stormont"
3,CJO Smith,0.0,1,0,0,0.0,RN ten Doeschate,['PM Seelaar'],caught,CJO Smith,2008-08-04,Scotland,Netherlands,0,"Civil Service Cricket Club, Stormont"
4,CJO Smith,0.0,1,0,0,0.0,IG Butler,0,bowled,CJO Smith,2009-06-06,Scotland,New Zealand,0,Kennington Oval
5,CJO Smith,0.0,1,0,0,0.0,DW Steyn,0,bowled,CJO Smith,2009-06-07,South Africa,South Africa,0,Kennington Oval
8,CM Wright,14.0,19,0,0,73.68421052631578,Umar Gul,0,bowled,CM Wright,2007-09-12,Scotland,Pakistan,0,Kingsmead
11,CS MacLeod,0.0,3,0,0,0.0,JA Morkel,0,bowled,CS MacLeod,2009-06-07,South Africa,South Africa,0,Kennington Oval
2,CS MacLeod,5.0,6,1,0,83.33333333333334,WB Rankin,0,lbw,CS MacLeod,2012-03-18,Scotland,Ireland,0,Dubai International Cricket Stadium
1,CS MacLeod,2.0,3,0,0,66.66666666666666,Junaid Siddiqui,0,bowled,CS MacLeod,2012-03-23,Scotland,Scotland,0,Dubai International Cricket Stadium
2,CS MacLeod,1.0,1,0,0,100.0,notOut,notOut,notOut,notOut,2013-03-03,Scotland,Afghanistan,0,Sharjah Cricket Stadium
2,CS MacLeod,31.0,38,2,0,81.57894736842105,Hamid Hassan,0,bowled,CS MacLeod,2013-03-04,Scotland,Afghanistan,0,Sharjah Cricket Stadium
1,CS MacLeod,56.0,48,3,2,116.66666666666667,Dawlat Zadran,['Mohammad Shahzad'],caught,CS MacLeod,2013-11-16,Scotland,Afghanistan,0,Sharjah Cricket Stadium
1,CS MacLeod,1.0,9,0,0,11.11111111111111,HA Varaiya,"['RR Patel', 'HA Varaiya']",run out,CS MacLeod,2013-11-19,Scotland,Kenya,0,ICC Academy
1,CS MacLeod,3.0,6,0,0,50.0,Mudassar Bukhari,['W Barresi'],caught,CS MacLeod,2013-11-22,Scotland,Scotland,0,ICC Academy
2,CS MacLeod,0.0,1,0,0,0.0,Mudassar Bukhari,0,bowled,CS MacLeod,2013-11-28,Scotland,Netherlands,0,Sheikh Zayed Stadium
2,CS MacLeod,7.0,8,1,0,87.5,notOut,notOut,notOut,notOut,2015-07-09,United Arab Emirates,Scotland,0,"Grange Cricket Club Ground, Raeburn Place"
3,CS MacLeod,18.0,24,2,0,75.0,PM Seelaar,['W Barresi'],caught,CS MacLeod,2015-07-11,Netherlands,Netherlands,0,"Grange Cricket Club Ground, Raeburn Place"
2,CS MacLeod,19.0,12,2,1,158.33333333333331,notOut,notOut,notOut,notOut,2015-07-12,Afghanistan,Afghanistan,0,"Grange Cricket Club Ground, Raeburn Place"
1,CS MacLeod,0.0,5,0,0,0.0,Haseeb Amjad,0,bowled,CS MacLeod,2015-07-25,Scotland,Scotland,0,"The Village, Malahide"
