,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
0,AC Jayangani,1.0,10,0,0,10.0,SM Benade,['S Luus'],caught,AC Jayangani,2012-09-26,South Africa,South Africa,0,Galle International Stadium
2,AC Jayangani,7.0,15,1,0,46.666666666666664,SA Campbelle,0,lbw,AC Jayangani,2012-09-28,West Indies,Sri Lanka,0,Galle International Stadium
2,AC Jayangani,11.0,9,2,0,122.22222222222223,EM Bermingham,['SFM Devine'],caught,AC Jayangani,2012-09-30,New Zealand,New Zealand,0,Galle International Stadium
3,AC Jayangani,28.0,38,4,0,73.68421052631578,RK Parwin,['S Naik'],stumped,AC Jayangani,2012-10-03,India,India,0,Nondescripts Cricket Club Ground
0,AC Jayangani,6.0,7,1,0,85.71428571428571,Jahanara Alam,0,lbw,AC Jayangani,2012-10-28,Sri Lanka,Bangladesh,0,Guanggong International Cricket Stadium
0,AC Jayangani,8.0,23,0,0,34.78260869565217,SF Daley,0,bowled,AC Jayangani,2013-03-03,West Indies,West Indies,0,R Premadasa Stadium
0,AC Jayangani,0.0,4,0,0,0.0,SC Selman,0,bowled,AC Jayangani,2013-03-05,West Indies,West Indies,0,R Premadasa Stadium
0,AC Jayangani,14.0,14,3,0,100.0,D van Niekerk,['T Chetty'],stumped,AC Jayangani,2013-10-31,Sri Lanka,South Africa,0,Senwes Park
0,AC Jayangani,39.0,24,8,0,162.5,M Kapp,0,bowled,AC Jayangani,2013-11-02,Sri Lanka,Sri Lanka,0,Senwes Park
0,AC Jayangani,10.0,16,2,0,62.5,M Daniels,['MM Letsoalo'],caught,AC Jayangani,2013-11-04,Sri Lanka,South Africa,0,Senwes Park
0,AC Jayangani,43.0,44,5,0,97.72727272727273,H Kaur,0,bowled,AC Jayangani,2014-03-24,Sri Lanka,Sri Lanka,0,Sylhet Stadium
0,AC Jayangani,3.0,11,0,0,27.27272727272727,TD Smartt,0,bowled,AC Jayangani,2014-03-28,West Indies,West Indies,0,Sylhet Stadium
0,AC Jayangani,0.0,2,0,0,0.0,A Shrubsole,0,lbw,AC Jayangani,2014-03-30,Sri Lanka,England,0,Sylhet Stadium
2,AC Jayangani,17.0,17,3,0,100.0,notOut,notOut,notOut,notOut,2014-04-01,Sri Lanka,Bangladesh,0,Sylhet Stadium
2,AC Jayangani,46.0,44,5,0,104.54545454545455,notOut,notOut,notOut,notOut,2014-04-02,Sri Lanka,New Zealand,0,Sylhet Stadium
2,AC Jayangani,1.0,7,0,0,14.285714285714285,Anam Amin,0,bowled,AC Jayangani,2014-04-03,Sri Lanka,Pakistan,0,Sylhet Stadium
2,AC Jayangani,20.0,16,4,0,125.0,Y Fourie,0,bowled,AC Jayangani,2014-10-23,South Africa,Sri Lanka,0,Colts Cricket Club Ground
1,AC Jayangani,16.0,14,1,0,114.28571428571428,D van Niekerk,['M Kapp'],caught,AC Jayangani,2014-10-25,South Africa,South Africa,0,Colts Cricket Club Ground
1,AC Jayangani,24.0,16,5,0,150.0,M Kapp,['D van Niekerk'],caught,AC Jayangani,2014-10-26,South Africa,South Africa,0,Mercantile Cricket Association Ground
1,AC Jayangani,5.0,12,0,0,41.66666666666667,Sana Mir,0,lbw,AC Jayangani,2015-01-16,Sri Lanka,Pakistan,0,Sharjah Cricket Stadium
2,AC Jayangani,44.0,45,2,3,97.77777777777777,Nida Dar,0,bowled,AC Jayangani,2015-01-17,Sri Lanka,Sri Lanka,0,Sharjah Cricket Stadium
0,AC Jayangani,17.0,27,3,0,62.96296296296296,A Mohammed,0,caught and bowled,AC Jayangani,2015-05-23,West Indies,Sri Lanka,0,R Premadasa Stadium
0,AC Jayangani,27.0,20,5,0,135.0,A Mohammed,['CA Henry'],caught,AC Jayangani,2015-05-25,West Indies,West Indies,0,R Premadasa Stadium
1,AC Jayangani,43.0,48,6,0,89.58333333333334,TD Smartt,['CA Henry'],caught,AC Jayangani,2015-05-26,West Indies,West Indies,0,R Premadasa Stadium
0,AC Jayangani,17.0,21,2,0,80.95238095238095,LM Kasperek,0,bowled,AC Jayangani,2016-03-15,Sri Lanka,New Zealand,0,Feroz Shah Kotla
0,AC Jayangani,34.0,23,7,0,147.82608695652172,CJ Metcalfe,['CNIM Joyce'],caught,AC Jayangani,2016-03-20,Ireland,Sri Lanka,0,"Punjab Cricket Association IS Bindra Stadium, Mohali"
2,AC Jayangani,38.0,33,4,0,115.15151515151516,JL Jonassen,0,bowled,AC Jayangani,2016-03-24,Sri Lanka,Australia,0,Feroz Shah Kotla
1,AC Jayangani,52.0,52,5,1,100.0,notOut,notOut,notOut,notOut,2016-03-28,Sri Lanka,Sri Lanka,0,M Chinnaswamy Stadium
2,AC Jayangani,4.0,10,1,0,40.0,JL Jonassen,['EJ Villani'],run out,AC Jayangani,2016-09-27,Australia,Australia,0,Sinhalese Sports Club Ground
6,AD Mathews,3.0,2,0,0,150.0,notOut,notOut,notOut,notOut,2009-06-10,West Indies,Sri Lanka,0,Trent Bridge
6,AD Mathews,9.0,8,1,0,112.5,notOut,notOut,notOut,notOut,2009-06-12,Sri Lanka,Sri Lanka,0,Lord's
6,AD Mathews,10.0,7,1,0,142.85714285714286,AR Cusack,0,bowled,AD Mathews,2009-06-14,Sri Lanka,Sri Lanka,0,Lord's
6,AD Mathews,6.0,4,0,0,150.0,notOut,notOut,notOut,notOut,2009-06-16,Sri Lanka,Sri Lanka,0,Trent Bridge
6,AD Mathews,12.0,5,1,1,240.0,notOut,notOut,notOut,notOut,2009-06-19,West Indies,Sri Lanka,0,Kennington Oval
7,AD Mathews,35.0,25,3,1,140.0,notOut,notOut,notOut,notOut,2009-06-21,Sri Lanka,Pakistan,0,Lord's
5,AD Mathews,9.0,10,1,0,90.0,Saeed Ajmal,['Shahid Afridi'],run out,AD Mathews,2009-08-12,Pakistan,Pakistan,0,R Premadasa Stadium
7,AD Mathews,21.0,22,2,0,95.45454545454545,JDP Oram,0,caught and bowled,AD Mathews,2009-09-02,New Zealand,New Zealand,0,R Premadasa Stadium
5,AD Mathews,1.0,2,0,0,50.0,NL McCullum,['LRPL Taylor'],caught,AD Mathews,2009-09-04,New Zealand,New Zealand,0,R Premadasa Stadium
5,AD Mathews,15.0,4,0,2,375.0,YK Pathan,"['RG Sharma', 'YK Pathan']",run out,KC Sangakkara,2009-12-09,Sri Lanka,Sri Lanka,0,"Vidarbha Cricket Association Stadium, Jamtha"
7,AD Mathews,26.0,13,1,2,200.0,Yuvraj Singh,"['V Sehwag', 'MS Dhoni']",run out,K Weeraratne,2009-12-12,Sri Lanka,India,0,"Punjab Cricket Association Stadium, Mohali"
5,AD Mathews,3.0,6,0,0,50.0,SE Bond,['NL McCullum'],caught,AD Mathews,2010-04-30,Sri Lanka,New Zealand,0,Providence Stadium
