bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,result,venue
Ahsan Malik,2,18,0,2,9.0,2012-03-13,Netherlands,Netherlands,0,Dubai International Cricket Stadium
Ahsan Malik,3,32,0,2,10.666666666666666,2012-03-14,Netherlands,Afghanistan,0,Dubai International Cricket Stadium
Ahsan Malik,3,27,0,1,9.0,2012-07-25,Bangladesh,Bangladesh,0,Sportpark Westvliet
Ahsan Malik,4,32,0,1,8.0,2012-07-26,Bangladesh,Netherlands,0,Sportpark Westvliet
Ahsan Malik,4,43,0,2,10.75,2013-04-19,Netherlands,Kenya,0,Wanderers Cricket Ground
Ahsan Malik,2,10,0,2,5.0,2013-11-15,Netherlands,Netherlands,0,Sharjah Cricket Stadium
Ahsan Malik,4,41,0,1,10.25,2013-11-22,Scotland,Scotland,0,ICC Academy
Ahsan Malik,3,15,0,1,5.0,2013-11-23,Netherlands,Netherlands,0,ICC Academy
Ahsan Malik,4,24,0,2,6.0,2013-11-28,Scotland,Netherlands,0,Sheikh Zayed Stadium
Ahsan Malik,3,16,0,3,5.333333333333333,2014-03-17,United Arab Emirates,Netherlands,0,Sylhet Stadium
Ahsan Malik,4,30,0,2,7.5,2014-03-19,Zimbabwe,Zimbabwe,0,Sylhet Stadium
Ahsan Malik,4,26,0,2,6.5,2014-03-21,Netherlands,Netherlands,0,Sylhet Stadium
Ahsan Malik,2,18,0,1,9.0,2014-03-24,Sri Lanka,Sri Lanka,0,Zahur Ahmed Chowdhury Stadium
Ahsan Malik,4,19,0,5,4.75,2014-03-27,South Africa,South Africa,0,Zahur Ahmed Chowdhury Stadium
Ahsan Malik,4,43,0,0,10.75,2014-03-29,New Zealand,New Zealand,0,Zahur Ahmed Chowdhury Stadium
Ahsan Malik,3,14,0,0,4.666666666666667,2014-03-31,Netherlands,Netherlands,0,Zahur Ahmed Chowdhury Stadium
Ahsan Malik,2,8,0,1,4.0,2015-07-01,Nepal,Netherlands,0,VRA Ground
Ahsan Malik,4,21,0,4,5.25,2015-07-02,Nepal,Netherlands,0,Hazelaarweg
Ahsan Malik,4,36,0,3,9.0,2015-07-09,Netherlands,Afghanistan,0,"Grange Cricket Club Ground, Raeburn Place"
Ahsan Malik,3,41,0,0,13.666666666666666,2015-07-11,Netherlands,Netherlands,0,"Grange Cricket Club Ground, Raeburn Place"
Ahsan Malik,4,17,1,2,4.25,2015-07-12,United Arab Emirates,Netherlands,0,"Grange Cricket Club Ground, Raeburn Place"
Ahsan Malik,2,13,0,0,6.5,2016-02-03,Netherlands,Netherlands,0,ICC Academy
Ahsan Malik,1,5,0,0,5.0,2016-03-13,Netherlands,Netherlands,0,Himachal Pradesh Cricket Association Stadium
Ahsan Malik,3,34,0,1,11.333333333333334,2017-01-15,Oman,Netherlands,0,Sheikh Zayed Stadium
Ahsan Malik,3,27,0,0,9.0,2017-01-17,Scotland,Scotland,0,Sheikh Zayed Stadium
