bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,result,venue
AC Evans,4,24,0,2,6.0,2015-07-09,United Arab Emirates,Scotland,0,"Grange Cricket Club Ground, Raeburn Place"
AC Evans,4,24,0,5,6.0,2015-07-11,Netherlands,Netherlands,0,"Grange Cricket Club Ground, Raeburn Place"
AC Evans,4,36,0,0,9.0,2015-07-12,Afghanistan,Afghanistan,0,"Grange Cricket Club Ground, Raeburn Place"
AC Evans,4,17,1,3,4.25,2015-07-25,Scotland,Scotland,0,"The Village, Malahide"
AC Evans,4,28,0,1,7.0,2016-02-04,Scotland,United Arab Emirates,0,ICC Academy
AC Evans,4,24,0,2,6.0,2016-03-08,Scotland,Afghanistan,0,"Vidarbha Cricket Association Stadium, Jamtha"
AC Evans,4,30,0,2,7.5,2016-03-10,Zimbabwe,Zimbabwe,0,"Vidarbha Cricket Association Stadium, Jamtha"
BTJ Wheal,1,13,0,0,13.0,2016-01-30,Scotland,Hong Kong,0,"Mission Road Ground, Mong Kok"
BTJ Wheal,4,20,0,3,5.0,2016-01-31,Scotland,Scotland,0,"Mission Road Ground, Mong Kok"
BTJ Wheal,4,31,0,2,7.75,2017-01-14,Scotland,Scotland,0,Sheikh Zayed Stadium
BTJ Wheal,4,39,0,1,9.75,2017-01-17,Scotland,Scotland,0,Sheikh Zayed Stadium
BTJ Wheal,4,40,0,0,10.0,2017-01-20,Scotland,Ireland,0,Dubai International Cricket Stadium
CB Sole,4,22,0,0,5.5,2017-01-19,Scotland,Scotland,0,Dubai International Cricket Stadium
CD de Lange,4,44,0,2,11.0,2015-07-12,Afghanistan,Afghanistan,0,"Grange Cricket Club Ground, Raeburn Place"
CD de Lange,3,9,0,0,3.0,2015-07-25,Scotland,Scotland,0,"The Village, Malahide"
CD de Lange,4,19,0,2,4.75,2016-03-12,Scotland,Scotland,0,"Vidarbha Cricket Association Stadium, Jamtha"
CD de Lange,4,22,0,1,5.5,2017-01-14,Scotland,Scotland,0,Sheikh Zayed Stadium
CD de Lange,4,17,0,2,4.25,2017-01-17,Scotland,Scotland,0,Sheikh Zayed Stadium
CD de Lange,4,23,0,3,5.75,2017-01-19,Scotland,Scotland,0,Dubai International Cricket Stadium
CD de Lange,4,37,0,2,9.25,2017-01-20,Scotland,Ireland,0,Dubai International Cricket Stadium
CM Wright,4,29,0,3,7.25,2007-09-12,Scotland,Pakistan,0,Kingsmead
CM Wright,1,20,0,1,20.0,2009-06-06,Scotland,New Zealand,0,Kennington Oval
CS MacLeod,1,19,0,0,19.0,2009-06-06,Scotland,New Zealand,0,Kennington Oval
CS MacLeod,4,37,0,0,9.25,2009-06-07,South Africa,South Africa,0,Kennington Oval
CS MacLeod,1,15,0,0,15.0,2016-01-30,Scotland,Hong Kong,0,"Mission Road Ground, Mong Kok"
CS MacLeod,1,13,0,0,13.0,2017-01-14,Scotland,Scotland,0,Sheikh Zayed Stadium
DR Brown,4,44,0,0,11.0,2007-09-12,Scotland,Pakistan,0,Kingsmead
G Goudie,3,29,0,2,9.666666666666666,2013-11-16,Scotland,Afghanistan,0,Sharjah Cricket Stadium
G Goudie,3,29,0,1,9.666666666666666,2013-11-19,Scotland,Kenya,0,ICC Academy
G Goudie,3,24,0,0,8.0,2013-11-22,Scotland,Scotland,0,ICC Academy
