bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,result,venue
A Bhattarai,3,12,0,2,4.0,2014-11-24,Nepal,Hong Kong,0,P Sara Oval
A Karn,4,31,0,1,7.75,2015-07-01,Nepal,Netherlands,0,VRA Ground
B Regmi,4,14,0,3,3.5,2014-03-16,Nepal,Nepal,0,Zahur Ahmed Chowdhury Stadium
B Regmi,3,14,0,1,4.666666666666667,2014-03-18,Nepal,Bangladesh,0,Zahur Ahmed Chowdhury Stadium
B Regmi,3,28,0,1,9.333333333333334,2014-03-20,Nepal,Nepal,0,Zahur Ahmed Chowdhury Stadium
B Regmi,4,16,0,0,4.0,2014-11-24,Nepal,Hong Kong,0,P Sara Oval
B Regmi,4,27,0,0,6.75,2015-07-01,Nepal,Netherlands,0,VRA Ground
B Regmi,4,29,0,2,7.25,2015-07-02,Nepal,Netherlands,0,Hazelaarweg
B Regmi,1,6,0,0,6.0,2015-07-13,Ireland,Ireland,0,"Civil Service Cricket Club, Stormont"
B Regmi,4,16,0,4,4.0,2015-07-15,Nepal,Hong Kong,0,"Civil Service Cricket Club, Stormont"
B Regmi,3,22,0,1,7.333333333333333,2015-07-17,Papua New Guinea,Papua New Guinea,0,"The Village, Malahide"
JK Mukhiya,2,12,0,1,6.0,2014-03-16,Nepal,Nepal,0,Zahur Ahmed Chowdhury Stadium
JK Mukhiya,2,16,0,0,8.0,2014-03-18,Nepal,Bangladesh,0,Zahur Ahmed Chowdhury Stadium
JK Mukhiya,4,18,0,3,4.5,2014-03-20,Nepal,Nepal,0,Zahur Ahmed Chowdhury Stadium
JK Mukhiya,2,10,0,0,5.0,2015-07-15,Nepal,Hong Kong,0,"Civil Service Cricket Club, Stormont"
Karan KC,4,41,0,1,10.25,2015-07-01,Nepal,Netherlands,0,VRA Ground
Karan KC,3,24,0,2,8.0,2015-07-02,Nepal,Netherlands,0,Hazelaarweg
Karan KC,1,16,0,0,16.0,2015-07-17,Papua New Guinea,Papua New Guinea,0,"The Village, Malahide"
P Khadka,2,7,0,1,3.5,2014-03-16,Nepal,Nepal,0,Zahur Ahmed Chowdhury Stadium
P Khadka,3,23,0,0,7.666666666666667,2014-03-18,Nepal,Bangladesh,0,Zahur Ahmed Chowdhury Stadium
P Khadka,3,14,0,0,4.666666666666667,2014-03-20,Nepal,Nepal,0,Zahur Ahmed Chowdhury Stadium
P Khadka,0,3,0,1,inf,2014-11-24,Nepal,Hong Kong,0,P Sara Oval
P Khadka,4,39,0,0,9.75,2015-07-01,Nepal,Netherlands,0,VRA Ground
P Khadka,1,9,0,0,9.0,2015-07-02,Nepal,Netherlands,0,Hazelaarweg
P Khadka,2,8,0,0,4.0,2015-07-13,Ireland,Ireland,0,"Civil Service Cricket Club, Stormont"
P Khadka,3,10,1,0,3.3333333333333335,2015-07-15,Nepal,Hong Kong,0,"Civil Service Cricket Club, Stormont"
P Khadka,4,29,0,0,7.25,2015-07-17,Papua New Guinea,Papua New Guinea,0,"The Village, Malahide"
SP Gauchan,4,9,0,3,2.25,2014-03-16,Nepal,Nepal,0,Zahur Ahmed Chowdhury Stadium
SP Gauchan,4,40,0,1,10.0,2014-03-18,Nepal,Bangladesh,0,Zahur Ahmed Chowdhury Stadium
SP Gauchan,3,25,0,2,8.333333333333334,2014-03-20,Nepal,Nepal,0,Zahur Ahmed Chowdhury Stadium
SP Gauchan,4,10,0,2,2.5,2014-11-24,Nepal,Hong Kong,0,P Sara Oval
SP Gauchan,4,30,0,1,7.5,2015-07-02,Nepal,Netherlands,0,Hazelaarweg
SP Gauchan,4,21,0,0,5.25,2015-07-15,Nepal,Hong Kong,0,"Civil Service Cricket Club, Stormont"
SP Gauchan,3,16,0,0,5.333333333333333,2015-07-17,Papua New Guinea,Papua New Guinea,0,"The Village, Malahide"
Sagar Pun,2,13,0,0,6.5,2014-03-16,Nepal,Nepal,0,Zahur Ahmed Chowdhury Stadium
Sagar Pun,1,16,0,0,16.0,2014-03-18,Nepal,Bangladesh,0,Zahur Ahmed Chowdhury Stadium
Sagar Pun,3,10,0,0,3.3333333333333335,2014-03-20,Nepal,Nepal,0,Zahur Ahmed Chowdhury Stadium
Sagar Pun,4,11,0,2,2.75,2014-11-24,Nepal,Hong Kong,0,P Sara Oval
Sagar Pun,4,24,0,1,6.0,2015-07-02,Nepal,Netherlands,0,Hazelaarweg
Sagar Pun,2,12,0,0,6.0,2015-07-13,Ireland,Ireland,0,"Civil Service Cricket Club, Stormont"
Sagar Pun,3,19,0,0,6.333333333333333,2015-07-15,Nepal,Hong Kong,0,"Civil Service Cricket Club, Stormont"
Sompal Kami,3,13,0,2,4.333333333333333,2014-03-16,Nepal,Nepal,0,Zahur Ahmed Chowdhury Stadium
Sompal Kami,2,21,0,0,10.5,2014-03-18,Nepal,Bangladesh,0,Zahur Ahmed Chowdhury Stadium
Sompal Kami,4,32,1,2,8.0,2014-03-20,Nepal,Nepal,0,Zahur Ahmed Chowdhury Stadium
Sompal Kami,4,17,0,1,4.25,2014-11-24,Nepal,Hong Kong,0,P Sara Oval
Sompal Kami,4,24,0,2,6.0,2015-07-01,Nepal,Netherlands,0,VRA Ground
Sompal Kami,4,31,0,0,7.75,2015-07-02,Nepal,Netherlands,0,Hazelaarweg
Sompal Kami,3,28,0,2,9.333333333333334,2015-07-13,Ireland,Ireland,0,"Civil Service Cricket Club, Stormont"
Sompal Kami,3,27,0,1,9.0,2015-07-15,Nepal,Hong Kong,0,"Civil Service Cricket Club, Stormont"
Sompal Kami,3,14,0,1,4.666666666666667,2015-07-17,Papua New Guinea,Papua New Guinea,0,"The Village, Malahide"
