bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,result,venue
AC Kerr,4,16,0,3,4.0,2016-11-21,Pakistan,New Zealand,0,Saxton Oval
AC Kerr,3,16,0,2,5.333333333333333,2017-02-22,New Zealand,New Zealand,0,Adelaide Oval
AE Satterthwaite,4,20,0,3,5.0,2009-06-18,New Zealand,New Zealand,0,Trent Bridge
AE Satterthwaite,1,16,0,0,16.0,2010-12-30,Australia,Australia,0,Saxton Oval
AE Satterthwaite,2,9,0,0,4.5,2012-02-17,England,England,0,Westpac Stadium
AE Satterthwaite,4,32,0,1,8.0,2012-02-19,England,England,0,Seddon Park
AE Satterthwaite,1,9,0,0,9.0,2012-02-22,England,England,0,Eden Park
AE Satterthwaite,4,24,0,2,6.0,2016-03-15,Sri Lanka,New Zealand,0,Feroz Shah Kotla
AE Satterthwaite,3,24,0,1,8.0,2016-03-21,New Zealand,New Zealand,0,"Vidarbha Cricket Association Stadium, Jamtha"
AE Satterthwaite,2,11,0,0,5.5,2016-03-31,West Indies,West Indies,0,Wankhede Stadium
AE Satterthwaite,3,16,0,0,5.333333333333333,2016-11-21,Pakistan,New Zealand,0,Saxton Oval
AE Satterthwaite,2,21,0,0,10.5,2017-02-17,New Zealand,Australia,0,Melbourne Cricket Ground
AE Satterthwaite,1,10,0,1,10.0,2017-02-19,New Zealand,New Zealand,0,"Simonds Stadium, South Geelong"
AF Milne,4,46,0,0,11.5,2010-12-26,Pakistan,New Zealand,0,Eden Park
AF Milne,4,48,0,1,12.0,2010-12-30,Pakistan,Pakistan,0,AMI Stadium
AF Milne,3,36,0,0,12.0,2012-09-11,New Zealand,New Zealand,0,"MA Chidambaram Stadium, Chepauk"
AF Milne,1,12,0,0,12.0,2012-09-23,Pakistan,Pakistan,0,Pallekele International Cricket Stadium
AF Milne,4,15,0,1,3.75,2014-01-11,West Indies,New Zealand,0,Eden Park
AF Milne,4,22,0,2,5.5,2014-01-15,West Indies,New Zealand,0,Westpac Stadium
AF Milne,4,18,0,1,4.5,2014-12-04,Pakistan,Pakistan,0,Dubai International Cricket Stadium
AF Milne,4,10,0,2,2.5,2015-08-09,New Zealand,New Zealand,0,Harare Sports Club
AF Milne,4,23,0,1,5.75,2015-08-14,New Zealand,South Africa,0,Kingsmead
AF Milne,4,27,0,1,6.75,2015-08-16,New Zealand,New Zealand,0,SuperSport Park
AF Milne,4,36,0,2,9.0,2016-01-10,Sri Lanka,New Zealand,0,Eden Park
AF Milne,4,37,0,4,9.25,2016-01-15,Pakistan,Pakistan,0,Eden Park
AF Milne,4,37,0,2,9.25,2016-01-17,Pakistan,New Zealand,0,Seddon Park
AF Milne,3,8,2,3,2.6666666666666665,2016-01-22,Pakistan,New Zealand,0,Westpac Stadium
AF Milne,2,8,1,1,4.0,2016-03-15,New Zealand,New Zealand,0,"Vidarbha Cricket Association Stadium, Jamtha"
AF Milne,2,22,0,0,11.0,2016-03-18,New Zealand,New Zealand,0,Himachal Pradesh Cricket Association Stadium
AF Milne,4,26,0,2,6.5,2016-03-22,Pakistan,New Zealand,0,"Punjab Cricket Association IS Bindra Stadium, Mohali"
AF Milne,3,27,0,0,9.0,2016-03-30,New Zealand,England,0,Feroz Shah Kotla
