bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,result,venue
AM Guruge,4,39,0,0,9.75,2014-03-17,United Arab Emirates,Netherlands,0,Sylhet Stadium
AM Guruge,4,18,0,2,4.5,2014-03-21,Zimbabwe,Zimbabwe,0,Sylhet Stadium
AM Guruge,2,28,0,0,14.0,2015-07-09,United Arab Emirates,Scotland,0,"Grange Cricket Club Ground, Raeburn Place"
AM Guruge,2,18,0,1,9.0,2015-07-12,United Arab Emirates,Netherlands,0,"Grange Cricket Club Ground, Raeburn Place"
AM Guruge,4,22,0,2,5.5,2015-11-22,Oman,United Arab Emirates,0,Sheikh Zayed Stadium
Ahmed Raza,1,16,0,0,16.0,2014-03-19,United Arab Emirates,Ireland,0,Sylhet Stadium
Ahmed Raza,3,29,0,1,9.666666666666666,2014-03-21,Zimbabwe,Zimbabwe,0,Sylhet Stadium
Ahmed Raza,4,31,0,0,7.75,2015-07-10,United Arab Emirates,Afghanistan,0,"Grange Cricket Club Ground, Raeburn Place"
Ahmed Raza,4,21,0,1,5.25,2015-11-22,Oman,United Arab Emirates,0,Sheikh Zayed Stadium
Ahmed Raza,3,32,0,0,10.666666666666666,2016-02-03,Netherlands,Netherlands,0,ICC Academy
Ahmed Raza,4,19,0,2,4.75,2016-02-16,Ireland,United Arab Emirates,0,Sheikh Zayed Stadium
Ahmed Raza,4,32,0,1,8.0,2016-02-19,United Arab Emirates,United Arab Emirates,0,Khan Shaheb Osman Ali Stadium
Ahmed Raza,3,28,0,1,9.333333333333334,2016-02-21,United Arab Emirates,United Arab Emirates,0,Khan Shaheb Osman Ali Stadium
Ahmed Raza,3,6,0,1,2.0,2016-02-22,United Arab Emirates,United Arab Emirates,0,Shere Bangla National Stadium
Ahmed Raza,4,14,0,0,3.5,2016-02-25,United Arab Emirates,Sri Lanka,0,Shere Bangla National Stadium
Ahmed Raza,4,17,0,0,4.25,2016-02-26,United Arab Emirates,Bangladesh,0,Shere Bangla National Stadium
Ahmed Raza,3,20,0,0,6.666666666666667,2016-02-29,United Arab Emirates,Pakistan,0,Shere Bangla National Stadium
Ahmed Raza,4,20,0,0,5.0,2016-12-14,Afghanistan,Afghanistan,0,ICC Academy
Ahmed Raza,3,23,0,0,7.666666666666667,2016-12-16,Afghanistan,Afghanistan,0,Dubai International Cricket Stadium
Ahmed Raza,4,33,0,1,8.25,2016-12-18,Afghanistan,Afghanistan,0,ICC Academy
Ahmed Raza,4,18,0,2,4.5,2017-01-16,Afghanistan,Afghanistan,0,Sheikh Zayed Stadium
Ahmed Raza,3,31,0,0,10.333333333333334,2017-01-18,Ireland,Ireland,0,Dubai International Cricket Stadium
Ahmed Raza,4,23,0,0,5.75,2017-04-12,Papua New Guinea,United Arab Emirates,0,Sheikh Zayed Stadium
Ahmed Raza,4,24,0,1,6.0,2017-04-14,Papua New Guinea,United Arab Emirates,0,Sheikh Zayed Stadium
Amjad Javed,4,27,0,1,6.75,2014-03-17,United Arab Emirates,Netherlands,0,Sylhet Stadium
Amjad Javed,3,18,0,1,6.0,2014-03-19,United Arab Emirates,Ireland,0,Sylhet Stadium
Amjad Javed,1,12,0,0,12.0,2014-03-21,Zimbabwe,Zimbabwe,0,Sylhet Stadium
Amjad Javed,2,24,0,0,12.0,2015-07-09,United Arab Emirates,Scotland,0,"Grange Cricket Club Ground, Raeburn Place"
Amjad Javed,3,37,0,1,12.333333333333334,2015-07-10,United Arab Emirates,Afghanistan,0,"Grange Cricket Club Ground, Raeburn Place"
Amjad Javed,4,19,0,3,4.75,2016-02-04,Scotland,United Arab Emirates,0,ICC Academy
Amjad Javed,4,41,0,3,10.25,2016-02-14,Ireland,Ireland,0,Sheikh Zayed Stadium
Amjad Javed,4,28,0,2,7.0,2016-02-16,Ireland,United Arab Emirates,0,Sheikh Zayed Stadium
Amjad Javed,3,26,0,1,8.666666666666666,2016-02-19,United Arab Emirates,United Arab Emirates,0,Khan Shaheb Osman Ali Stadium
Amjad Javed,4,21,0,2,5.25,2016-02-21,United Arab Emirates,United Arab Emirates,0,Khan Shaheb Osman Ali Stadium
Amjad Javed,2,9,0,1,4.5,2016-02-22,United Arab Emirates,United Arab Emirates,0,Shere Bangla National Stadium
Amjad Javed,4,25,0,3,6.25,2016-02-25,United Arab Emirates,Sri Lanka,0,Shere Bangla National Stadium
Amjad Javed,4,34,0,2,8.5,2016-02-26,United Arab Emirates,Bangladesh,0,Shere Bangla National Stadium
Amjad Javed,4,36,0,3,9.0,2016-02-29,United Arab Emirates,Pakistan,0,Shere Bangla National Stadium
Amjad Javed,2,18,0,0,9.0,2016-03-03,United Arab Emirates,India,0,Shere Bangla National Stadium
Amjad Javed,4,44,0,1,11.0,2016-12-14,Afghanistan,Afghanistan,0,ICC Academy
Amjad Javed,4,40,0,3,10.0,2016-12-16,Afghanistan,Afghanistan,0,Dubai International Cricket Stadium
Amjad Javed,2,10,0,1,5.0,2017-01-16,Afghanistan,Afghanistan,0,Sheikh Zayed Stadium
Amjad Javed,4,16,1,2,4.0,2017-01-18,Ireland,Ireland,0,Dubai International Cricket Stadium
Amjad Javed,4,12,0,3,3.0,2017-04-12,Papua New Guinea,United Arab Emirates,0,Sheikh Zayed Stadium
Amjad Javed,4,25,0,0,6.25,2017-04-14,Papua New Guinea,United Arab Emirates,0,Sheikh Zayed Stadium
Atif Ali Khan,4,43,0,1,10.75,2016-12-16,Afghanistan,Afghanistan,0,Dubai International Cricket Stadium
EHSN Silva,4,38,0,1,9.5,2014-03-17,United Arab Emirates,Netherlands,0,Sylhet Stadium
