bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,result,venue
AG Cremer,4,11,0,3,2.75,2010-02-28,Zimbabwe,Zimbabwe,0,"Queen's Park Oval, Port of Spain"
AG Cremer,3,23,0,1,7.666666666666667,2010-05-03,Zimbabwe,Sri Lanka,0,Providence Stadium
AG Cremer,1,9,0,0,9.0,2010-06-13,India,India,0,Harare Sports Club
AG Cremer,3,32,0,1,10.666666666666666,2010-10-08,Zimbabwe,South Africa,0,OUTsurance Oval
AG Cremer,3,34,0,0,11.333333333333334,2010-10-10,Zimbabwe,South Africa,0,De Beers Diamond Oval
AG Cremer,4,27,0,2,6.75,2012-09-18,Zimbabwe,Sri Lanka,0,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa"
AG Cremer,2,10,0,0,5.0,2012-09-20,Zimbabwe,South Africa,0,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa"
AG Cremer,4,28,0,2,7.0,2015-05-22,Zimbabwe,Pakistan,0,Gaddafi Stadium
AG Cremer,2,27,0,0,13.5,2015-05-24,Zimbabwe,Pakistan,0,Gaddafi Stadium
AG Cremer,4,20,1,1,5.0,2015-07-17,India,India,0,Harare Sports Club
AG Cremer,4,18,0,4,4.5,2015-07-19,India,Zimbabwe,0,Harare Sports Club
AG Cremer,3,28,0,1,9.333333333333334,2015-08-09,New Zealand,New Zealand,0,Harare Sports Club
AG Cremer,4,21,0,1,5.25,2015-09-27,Pakistan,Pakistan,0,Harare Sports Club
AG Cremer,4,25,0,1,6.25,2015-09-29,Pakistan,Pakistan,0,Harare Sports Club
AG Cremer,4,29,0,3,7.25,2015-11-13,Zimbabwe,Bangladesh,0,Shere Bangla National Stadium
AG Cremer,4,21,0,2,5.25,2015-11-15,Zimbabwe,Zimbabwe,0,Shere Bangla National Stadium
AG Cremer,4,17,0,3,4.25,2016-01-08,Zimbabwe,Afghanistan,0,Sharjah Cricket Stadium
AG Cremer,3,35,0,1,11.666666666666666,2016-01-10,Zimbabwe,Afghanistan,0,Sharjah Cricket Stadium
AG Cremer,4,32,0,2,8.0,2016-01-15,Zimbabwe,Bangladesh,0,Sheikh Abu Naser Stadium
AG Cremer,4,29,0,2,7.25,2016-01-17,Zimbabwe,Bangladesh,0,Sheikh Abu Naser Stadium
AG Cremer,4,18,0,3,4.5,2016-01-20,Zimbabwe,Zimbabwe,0,Sheikh Abu Naser Stadium
AG Cremer,4,27,0,0,6.75,2016-01-22,Zimbabwe,Zimbabwe,0,Sheikh Abu Naser Stadium
AG Cremer,3,35,0,0,11.666666666666666,2016-06-18,India,Zimbabwe,0,Harare Sports Club
AG Cremer,3,24,0,0,8.0,2016-06-20,India,India,0,Harare Sports Club
AG Cremer,4,32,0,1,8.0,2016-06-22,India,India,0,Harare Sports Club
BRM Taylor,1,1,0,0,1.0,2010-02-28,Zimbabwe,Zimbabwe,0,"Queen's Park Oval, Port of Spain"
BRM Taylor,4,16,0,1,4.0,2010-10-10,Zimbabwe,South Africa,0,De Beers Diamond Oval
BV Vitori,3,27,0,0,9.0,2012-09-18,Zimbabwe,Sri Lanka,0,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa"
BV Vitori,2,21,0,0,10.5,2012-09-20,Zimbabwe,South Africa,0,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa"
BV Vitori,4,24,0,1,6.0,2013-05-11,Bangladesh,Zimbabwe,0,Queens Sports Club
BV Vitori,4,26,0,2,6.5,2013-05-12,Bangladesh,Bangladesh,0,Queens Sports Club
BV Vitori,4,26,0,0,6.5,2013-08-23,Pakistan,Pakistan,0,Harare Sports Club
BV Vitori,4,41,0,0,10.25,2013-08-24,Pakistan,Pakistan,0,Harare Sports Club
BV Vitori,4,24,0,1,6.0,2015-05-22,Zimbabwe,Pakistan,0,Gaddafi Stadium
BV Vitori,3,36,0,1,12.0,2015-05-24,Zimbabwe,Pakistan,0,Gaddafi Stadium
BV Vitori,3,24,0,0,8.0,2016-01-15,Zimbabwe,Bangladesh,0,Sheikh Abu Naser Stadium
BV Vitori,4,29,0,0,7.25,2016-01-17,Zimbabwe,Bangladesh,0,Sheikh Abu Naser Stadium
BV Vitori,4,45,0,0,11.25,2016-01-20,Zimbabwe,Zimbabwe,0,Sheikh Abu Naser Stadium
CB Mpofu,3,27,0,0,9.0,2010-05-03,Zimbabwe,Sri Lanka,0,Providence Stadium
CB Mpofu,4,31,0,2,7.75,2010-06-12,India,India,0,Harare Sports Club
CB Mpofu,3,29,0,0,9.666666666666666,2010-06-13,India,India,0,Harare Sports Club
CB Mpofu,4,25,0,0,6.25,2010-10-08,Zimbabwe,South Africa,0,OUTsurance Oval
CB Mpofu,4,59,0,1,14.75,2010-10-10,Zimbabwe,South Africa,0,De Beers Diamond Oval
CB Mpofu,4,59,0,0,14.75,2011-09-16,Pakistan,Pakistan,0,Harare Sports Club
CB Mpofu,4,40,0,1,10.0,2011-10-17,New Zealand,New Zealand,0,Harare Sports Club
CB Mpofu,4,49,0,1,12.25,2012-09-18,Zimbabwe,Sri Lanka,0,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa"
CB Mpofu,4,14,0,2,3.5,2013-03-02,Zimbabwe,West Indies,0,"Sir Vivian Richards Stadium, North Sound"
CB Mpofu,4,27,0,1,6.75,2013-03-03,Zimbabwe,West Indies,0,"Sir Vivian Richards Stadium, North Sound"
CB Mpofu,3,32,0,0,10.666666666666666,2015-05-22,Zimbabwe,Pakistan,0,Gaddafi Stadium
CB Mpofu,4,25,0,2,6.25,2015-05-24,Zimbabwe,Pakistan,0,Gaddafi Stadium
CB Mpofu,4,33,0,3,8.25,2015-07-17,India,India,0,Harare Sports Club
CB Mpofu,3,26,0,2,8.666666666666666,2015-07-19,India,Zimbabwe,0,Harare Sports Club
CB Mpofu,3,24,0,0,8.0,2015-08-09,New Zealand,New Zealand,0,Harare Sports Club
CB Mpofu,3,24,0,0,8.0,2015-10-26,Afghanistan,Afghanistan,0,Queens Sports Club
CB Mpofu,4,44,0,0,11.0,2015-10-28,Afghanistan,Afghanistan,0,Queens Sports Club
CJ Chibhabha,3,17,0,1,5.666666666666667,2007-09-12,Zimbabwe,Zimbabwe,0,Newlands
CJ Chibhabha,3,24,0,2,8.0,2007-09-13,Zimbabwe,England,0,Newlands
CJ Chibhabha,3,19,0,1,6.333333333333333,2010-06-13,India,India,0,Harare Sports Club
CJ Chibhabha,3,17,0,1,5.666666666666667,2011-09-16,Pakistan,Pakistan,0,Harare Sports Club
CJ Chibhabha,4,38,0,2,9.5,2011-09-18,Pakistan,Pakistan,0,Harare Sports Club
CJ Chibhabha,1,20,0,0,20.0,2011-10-15,New Zealand,New Zealand,0,Harare Sports Club
CJ Chibhabha,1,9,0,0,9.0,2011-10-17,New Zealand,New Zealand,0,Harare Sports Club
CJ Chibhabha,1,9,0,0,9.0,2015-07-19,India,Zimbabwe,0,Harare Sports Club
CJ Chibhabha,2,18,0,0,9.0,2015-08-09,New Zealand,New Zealand,0,Harare Sports Club
CJ Chibhabha,3,18,0,3,6.0,2015-09-27,Pakistan,Pakistan,0,Harare Sports Club
CJ Chibhabha,2,13,0,0,6.5,2015-09-29,Pakistan,Pakistan,0,Harare Sports Club
CJ Chibhabha,1,7,0,0,7.0,2015-10-26,Afghanistan,Afghanistan,0,Queens Sports Club
CJ Chibhabha,4,37,0,3,9.25,2015-10-28,Afghanistan,Afghanistan,0,Queens Sports Club
CJ Chibhabha,3,25,0,0,8.333333333333334,2016-01-08,Zimbabwe,Afghanistan,0,Sharjah Cricket Stadium
CJ Chibhabha,4,56,0,1,14.0,2016-01-10,Zimbabwe,Afghanistan,0,Sharjah Cricket Stadium
CJ Chibhabha,2,13,0,2,6.5,2016-06-18,India,Zimbabwe,0,Harare Sports Club
CJ Chibhabha,2,23,0,0,11.5,2016-06-20,India,India,0,Harare Sports Club
CJ Chibhabha,4,19,0,0,4.75,2016-06-22,India,India,0,Harare Sports Club
CT Mutombodzi,2,20,0,0,10.0,2013-03-02,Zimbabwe,West Indies,0,"Sir Vivian Richards Stadium, North Sound"
