bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,result,venue
Aftab Alam,4,34,0,2,8.5,2012-03-24,Ireland,Ireland,0,Dubai International Cricket Stadium
Aftab Alam,4,24,0,1,6.0,2013-03-03,Scotland,Afghanistan,0,Sharjah Cricket Stadium
Aftab Alam,3,26,0,0,8.666666666666666,2013-03-04,Scotland,Afghanistan,0,Sharjah Cricket Stadium
Aftab Alam,1,15,0,0,15.0,2014-03-16,Afghanistan,Bangladesh,0,Shere Bangla National Stadium
Aftab Alam,4,23,0,3,5.75,2015-07-25,Oman,Afghanistan,0,Clontarf Cricket Club Ground
Aftab Alam,3,33,0,0,11.0,2016-12-14,Afghanistan,Afghanistan,0,ICC Academy
Amir Hamza,3,15,0,0,5.0,2013-03-03,Scotland,Afghanistan,0,Sharjah Cricket Stadium
Amir Hamza,4,22,0,1,5.5,2013-03-04,Scotland,Afghanistan,0,Sharjah Cricket Stadium
Amir Hamza,2,11,0,1,5.5,2013-09-30,Kenya,Afghanistan,0,Sharjah Cricket Stadium
Amir Hamza,3,24,0,1,8.0,2013-10-11,Kenya,Kenya,0,Sharjah Cricket Stadium
Amir Hamza,3,24,0,0,8.0,2013-11-15,Netherlands,Netherlands,0,Sharjah Cricket Stadium
Amir Hamza,1,10,0,0,10.0,2013-11-16,Scotland,Afghanistan,0,Sharjah Cricket Stadium
Amir Hamza,3,9,1,1,3.0,2013-11-24,Kenya,Afghanistan,0,Sharjah Cricket Stadium
Amir Hamza,4,39,0,3,9.75,2013-11-30,Ireland,Ireland,0,Sheikh Zayed Stadium
Amir Hamza,4,32,0,2,8.0,2014-03-18,Hong Kong,Afghanistan,0,Zahur Ahmed Chowdhury Stadium
Amir Hamza,4,28,0,0,7.0,2015-10-26,Afghanistan,Afghanistan,0,Queens Sports Club
Amir Hamza,4,26,0,2,6.5,2015-10-28,Afghanistan,Afghanistan,0,Queens Sports Club
Amir Hamza,4,23,0,1,5.75,2016-01-08,Zimbabwe,Afghanistan,0,Sharjah Cricket Stadium
Amir Hamza,3,15,1,3,5.0,2016-01-10,Zimbabwe,Afghanistan,0,Sharjah Cricket Stadium
Amir Hamza,4,32,0,1,8.0,2016-02-19,United Arab Emirates,United Arab Emirates,0,Khan Shaheb Osman Ali Stadium
Amir Hamza,2,29,0,1,14.5,2016-02-20,Oman,Afghanistan,0,Khan Shaheb Osman Ali Stadium
Amir Hamza,4,24,0,0,6.0,2016-03-08,Scotland,Afghanistan,0,"Vidarbha Cricket Association Stadium, Jamtha"
Amir Hamza,3,25,0,2,8.333333333333334,2016-03-20,South Africa,South Africa,0,Wankhede Stadium
Amir Hamza,4,45,0,1,11.25,2016-03-23,England,England,0,Feroz Shah Kotla
Amir Hamza,4,9,0,1,2.25,2016-03-27,West Indies,Afghanistan,0,"Vidarbha Cricket Association Stadium, Jamtha"
Amir Hamza,3,16,0,0,5.333333333333333,2016-12-14,Afghanistan,Afghanistan,0,ICC Academy
Amir Hamza,4,29,0,1,7.25,2016-12-16,Afghanistan,Afghanistan,0,Dubai International Cricket Stadium
Amir Hamza,4,37,0,1,9.25,2016-12-18,Afghanistan,Afghanistan,0,ICC Academy
Amir Hamza,4,21,0,2,5.25,2017-01-14,Ireland,Afghanistan,0,Sheikh Zayed Stadium
Amir Hamza,4,15,0,2,3.75,2017-01-20,Ireland,Afghanistan,0,Dubai International Cricket Stadium
Amir Hamza,4,17,0,2,4.25,2017-01-20,Oman,Afghanistan,0,Dubai International Cricket Stadium
Amir Hamza,4,23,0,2,5.75,2017-03-08,Ireland,Afghanistan,0,Greater Noida Sports Complex Ground
Amir Hamza,2,18,0,0,9.0,2017-03-10,Ireland,Afghanistan,0,Greater Noida Sports Complex Ground
Amir Hamza,4,39,0,2,9.75,2017-03-12,Ireland,Afghanistan,0,Greater Noida Sports Complex Ground
Amir Hamza,4,24,0,0,6.0,2017-06-02,Afghanistan,West Indies,0,"Warner Park, Basseterre"
Amir Hamza,2,11,0,0,5.5,2017-06-03,Afghanistan,West Indies,0,"Warner Park, Basseterre"
Amir Hamza,4,24,0,0,6.0,2017-06-05,Afghanistan,West Indies,0,"Warner Park, Basseterre"
Asghar Stanikzai,0,4,0,1,inf,2016-03-12,Zimbabwe,Afghanistan,0,"Vidarbha Cricket Association Stadium, Jamtha"
Dawlat Ahmadzai,2,21,0,1,10.5,2010-05-01,India,India,0,"Beausejour Stadium, Gros Islet"
Dawlat Zadran,4,35,0,0,8.75,2012-03-14,Netherlands,Afghanistan,0,Dubai International Cricket Stadium
Dawlat Zadran,4,23,0,2,5.75,2012-03-18,Canada,Afghanistan,0,ICC Global Cricket Academy
Dawlat Zadran,4,21,0,3,5.25,2012-03-24,Ireland,Ireland,0,Dubai International Cricket Stadium
Dawlat Zadran,4,25,0,1,6.25,2012-09-19,India,India,0,R Premadasa Stadium
