,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
8,A Das,0.0,1,0,0,0.0,notOut,notOut,notOut,notOut,2012-06-26,India,England,0,St Lawrence Ground
11,A Das,2.0,1,0,0,200.0,A Brindle,['DN Wyatt'],run out,E Bisht,2012-06-28,India,England,0,County Ground
10,A Das,1.0,2,0,0,50.0,notOut,notOut,notOut,notOut,2012-09-27,India,Australia,0,Galle International Stadium
8,A Das,1.0,2,0,0,50.0,Sana Mir,['Nida Dar'],caught,A Das,2012-10-31,Pakistan,India,0,Guanggong International Cricket Stadium
7,A Das,1.0,6,0,0,16.666666666666664,KDU Prabodhani,0,bowled,A Das,2014-03-24,Sri Lanka,Sri Lanka,0,Sylhet Stadium
6,A Das,2.0,2,0,0,100.0,notOut,notOut,notOut,notOut,2014-03-30,India,India,0,Sylhet Stadium
8,A Nehra,22.0,14,1,2,157.14285714285714,CRD Fernando,['CRD Fernando'],run out,A Nehra,2009-12-09,Sri Lanka,Sri Lanka,0,"Vidarbha Cricket Association Stadium, Jamtha"
10,A Nehra,0.0,1,0,0,0.0,SW Tait,0,bowled,A Nehra,2010-05-07,India,Australia,0,"Kensington Oval, Bridgetown"
10,A Nehra,0.0,2,0,0,0.0,DJ Bravo,['SJ Benn'],caught,A Nehra,2010-05-09,India,West Indies,0,"Kensington Oval, Bridgetown"
9,A Nehra,6.0,19,0,0,31.57894736842105,PVD Chameera,['TAM Siriwardana'],caught,A Nehra,2016-02-09,Sri Lanka,Sri Lanka,0,Maharashtra Cricket Association Stadium
9,A Nehra,0.0,6,0,0,0.0,AF Milne,0,bowled,A Nehra,2016-03-15,New Zealand,New Zealand,0,"Vidarbha Cricket Association Stadium, Jamtha"
5,A Sharma,24.0,27,2,1,88.88888888888889,AE Satterthwaite,['AL Watkins'],caught,A Sharma,2009-06-18,New Zealand,New Zealand,0,Trent Bridge
6,A Sharma,17.0,11,0,1,154.54545454545453,notOut,notOut,notOut,notOut,2010-05-13,India,Australia,0,"Beausejour Stadium, Gros Islet"
4,A Sharma,11.0,11,1,0,100.0,DN Wyatt,0,bowled,A Sharma,2011-06-26,India,England,0,County Ground
0,A Sharma,9.0,13,0,0,69.23076923076923,KH Brunt,0,lbw,A Sharma,2012-06-26,India,England,0,St Lawrence Ground
0,A Sharma,0.0,6,0,0,0.0,KH Brunt,['SJ Taylor'],caught,A Sharma,2012-06-28,India,England,0,County Ground
0,A Sharma,11.0,15,2,0,73.33333333333333,JL Hunter,['JE Cameron'],caught,A Sharma,2012-09-27,India,Australia,0,Galle International Stadium
0,A Sharma,2.0,9,0,0,22.22222222222222,KH Brunt,['SJ Taylor'],caught,A Sharma,2012-09-29,India,England,0,Galle International Stadium
6,A Sharma,7.0,11,0,0,63.63636363636363,Bismah Maroof,0,bowled,A Sharma,2012-10-01,Pakistan,Pakistan,0,Galle International Stadium
4,A Sharma,2.0,8,0,0,25.0,Mariam Hasan,0,lbw,A Sharma,2012-10-31,Pakistan,India,0,Guanggong International Cricket Stadium
0,AA Deshpande,5.0,16,0,0,31.25,KH Brunt,['HL Colvin'],caught,AA Deshpande,2011-06-26,India,England,0,County Ground
