,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
2,A Balbirnie,31.0,26,3,0,119.23076923076923,notOut,notOut,notOut,notOut,2015-06-20,Scotland,Scotland,0,"Bready Cricket Club, Magheramason"
4,A Balbirnie,6.0,11,1,0,54.54545454545454,JB Reva,0,bowled,A Balbirnie,2015-07-15,Papua New Guinea,Papua New Guinea,0,"Civil Service Cricket Club, Stormont"
0,A Balbirnie,9.0,10,2,0,90.0,Haseeb Amjad,['Aizaz Khan'],caught,A Balbirnie,2015-07-17,Hong Kong,Hong Kong,0,"The Village, Malahide"
2,A Balbirnie,31.0,31,3,0,100.0,PA van Meekeren,['W Barresi'],caught,A Balbirnie,2015-07-25,Netherlands,Netherlands,0,"The Village, Malahide"
1,A Balbirnie,0.0,1,0,0,0.0,A Vala,['N Vanua'],caught,A Balbirnie,2016-02-07,Papua New Guinea,Ireland,0,Tony Ireland Stadium
1,A Balbirnie,5.0,11,0,0,45.45454545454545,CA Soper,['L Siaka'],caught,A Balbirnie,2016-02-09,Papua New Guinea,Papua New Guinea,0,Tony Ireland Stadium
5,A Balbirnie,2.0,6,0,0,33.33333333333333,Ahmed Raza,['SP Patil'],stumped,A Balbirnie,2016-02-16,Ireland,United Arab Emirates,0,Sheikh Zayed Stadium
3,AC Botha,22.0,35,2,0,62.857142857142854,JK Kamande,0,bowled,AC Botha,2008-08-04,Kenya,Ireland,0,"Civil Service Cricket Club, Stormont"
3,AC Botha,8.0,5,1,0,160.0,Z Khan,['YK Pathan'],caught,AC Botha,2009-06-10,Ireland,India,0,Trent Bridge
4,AC Botha,28.0,17,5,0,164.70588235294116,NL McCullum,"['SB Styris', 'PD McGlashan']",run out,AC Botha,2009-06-11,New Zealand,New Zealand,0,Trent Bridge
6,AC Botha,0.0,1,0,0,0.0,SL Malinga,0,bowled,AC Botha,2009-06-14,Sri Lanka,Sri Lanka,0,Lord's
3,AC Botha,0.0,2,0,0,0.0,Karim Sadiq,0,bowled,AC Botha,2010-02-09,Ireland,Afghanistan,0,Dubai International Cricket Stadium
2,AC Botha,13.0,13,2,0,100.0,RT Lyons,['SJS Smith'],stumped,AC Botha,2010-02-11,Scotland,Ireland,0,Dubai International Cricket Stadium
8,AC Botha,4.0,11,0,0,36.36363636363637,notOut,notOut,notOut,notOut,2010-04-30,Ireland,West Indies,0,Providence Stadium
5,AD Poynter,23.0,17,2,1,135.29411764705884,notOut,notOut,notOut,notOut,2012-03-24,Ireland,Ireland,0,Dubai International Cricket Stadium
4,AD Poynter,32.0,31,6,0,103.2258064516129,SP Narine,0,bowled,AD Poynter,2014-02-19,Ireland,Ireland,0,"Sabina Park, Kingston"
4,AD Poynter,2.0,5,0,0,40.0,DJG Sammy,['MN Samuels'],caught,AD Poynter,2014-02-21,Ireland,West Indies,0,"Sabina Park, Kingston"
3,AD Poynter,23.0,15,3,0,153.33333333333334,T Panyangara,['E Chigumbura'],caught,AD Poynter,2014-03-17,Zimbabwe,Ireland,0,Sylhet Stadium
4,AD Poynter,4.0,5,1,0,80.0,Amjad Javed,0,bowled,AD Poynter,2014-03-19,United Arab Emirates,Ireland,0,Sylhet Stadium
3,AD Poynter,57.0,39,4,4,146.15384615384613,Mudassar Bukhari,['W Barresi'],run out,EC Joyce,2014-03-21,Netherlands,Netherlands,0,Sylhet Stadium
4,AD Poynter,57.0,39,4,4,146.15384615384613,Ahsan Malik,['LV van Beek'],caught,AD Poynter,2014-03-21,Netherlands,Netherlands,0,Sylhet Stadium
3,AD Poynter,36.0,25,3,2,144.0,MA Leask,['SM Sharif'],caught,AD Poynter,2015-06-20,Scotland,Scotland,0,"Bready Cricket Club, Magheramason"
5,AD Poynter,6.0,6,0,0,100.0,notOut,notOut,notOut,notOut,2016-02-07,Papua New Guinea,Ireland,0,Tony Ireland Stadium
5,AD Poynter,11.0,10,0,1,110.00000000000001,notOut,notOut,notOut,notOut,2016-03-09,Oman,Oman,0,Himachal Pradesh Cricket Association Stadium
5,AD Poynter,0.0,1,0,0,0.0,RE van der Merwe,['BN Cooper'],caught,AD Poynter,2016-03-13,Netherlands,Netherlands,0,Himachal Pradesh Cricket Association Stadium
10,AJ Kenealy,5.0,3,1,0,166.66666666666669,Sana Mir,['Nain Abidi'],caught,AJ Kenealy,2014-03-31,Pakistan,Pakistan,0,Sylhet Stadium
10,AJ Kenealy,0.0,2,0,0,0.0,Fahima Khatun,['Shamima Sultana'],stumped,AJ Kenealy,2014-04-03,Ireland,Bangladesh,0,Sylhet Stadium
8,AJ Kenealy,4.0,4,0,0,100.0,I Ranaweera,['LE Kaushalya'],caught,AJ Kenealy,2016-03-20,Ireland,Sri Lanka,0,"Punjab Cricket Association IS Bindra Stadium, Mohali"
9,AJ Kenealy,9.0,12,1,0,75.0,notOut,notOut,notOut,notOut,2016-03-23,South Africa,South Africa,0,"MA Chidambaram Stadium, Chepauk"
8,AJ Kenealy,0.0,1,0,0,0.0,Khadija Tul Kubra,['Nigar Sultana'],stumped,AJ Kenealy,2016-09-05,Bangladesh,Ireland,0,"Bready Cricket Club, Magheramason"
5,AR Cusack,2.0,2,0,0,100.0,RG Aga,['AA Obanda'],caught,AR Cusack,2008-08-04,Kenya,Ireland,0,"Civil Service Cricket Club, Stormont"
8,AR Cusack,12.0,6,2,0,200.0,notOut,notOut,notOut,notOut,2009-06-10,Ireland,India,0,Trent Bridge
7,AR Cusack,20.0,12,1,1,166.66666666666669,NL McCullum,['BB McCullum'],caught,AR Cusack,2009-06-11,New Zealand,New Zealand,0,Trent Bridge
7,AR Cusack,2.0,4,0,0,50.0,notOut,notOut,notOut,notOut,2009-06-14,Sri Lanka,Sri Lanka,0,Lord's
7,AR Cusack,2.0,2,0,0,100.0,Saeed Ajmal,['Kamran Akmal'],stumped,AR Cusack,2009-06-15,Pakistan,Pakistan,0,Kennington Oval
5,AR Cusack,15.0,13,0,0,115.38461538461537,notOut,notOut,notOut,notOut,2010-02-09,Ireland,Afghanistan,0,Dubai International Cricket Stadium
3,AR Cusack,2.0,4,0,0,50.0,RM Haq,0,lbw,AR Cusack,2010-02-11,Scotland,Ireland,0,Dubai International Cricket Stadium
2,AR Cusack,28.0,23,1,1,121.73913043478262,Samiullah Shenwari,['Mohammad Shahzad'],stumped,AR Cusack,2010-02-13,Ireland,Afghanistan,0,Dubai International Cricket Stadium
2,AR Cusack,65.0,44,3,3,147.72727272727272,MBS Jonkman,['DLS van Bunge'],caught,AR Cusack,2010-02-13,Netherlands,Ireland,0,Dubai International Cricket Stadium
4,AR Cusack,2.0,4,0,0,50.0,R Rampaul,['DJG Sammy'],caught,AR Cusack,2010-04-30,Ireland,West Indies,0,Providence Stadium
1,AR Cusack,14.0,11,2,0,127.27272727272727,NN Odhiambo,['SO Ngoche'],caught,AR Cusack,2012-02-22,Ireland,Ireland,0,Mombasa Sports Club Ground
3,AR Cusack,22.0,14,5,0,157.14285714285714,RM Haq,['CD Wallace'],stumped,AR Cusack,2012-03-18,Scotland,Ireland,0,Dubai International Cricket Stadium
