bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,result,venue
AC Botha,4,20,0,3,5.0,2008-08-04,Kenya,Ireland,0,"Civil Service Cricket Club, Stormont"
AC Botha,4,25,0,3,6.25,2010-02-09,Ireland,Afghanistan,0,Dubai International Cricket Stadium
AC Botha,3,17,0,0,5.666666666666667,2010-02-11,Scotland,Ireland,0,Dubai International Cricket Stadium
AC Botha,3,15,0,2,5.0,2010-02-13,Netherlands,Ireland,0,Dubai International Cricket Stadium
AC Botha,2,7,0,2,3.5,2010-04-30,Ireland,West Indies,0,Providence Stadium
AC Botha,4,29,0,2,7.25,2010-05-04,Ireland,0,0,Providence Stadium
AJ Kenealy,4,26,0,1,6.5,2014-03-29,South Africa,South Africa,0,Sylhet Stadium
AJ Kenealy,3,15,0,0,5.0,2014-03-31,Pakistan,Pakistan,0,Sylhet Stadium
AJ Kenealy,2,15,0,0,7.5,2014-04-03,Ireland,Bangladesh,0,Sylhet Stadium
AJ Kenealy,2,16,0,0,8.0,2015-08-22,Australia,Australia,0,YMCA Cricket Club
AJ Kenealy,3,20,0,1,6.666666666666667,2016-03-18,New Zealand,New Zealand,0,"Punjab Cricket Association IS Bindra Stadium, Mohali"
AJ Kenealy,2,22,0,0,11.0,2016-03-20,Ireland,Sri Lanka,0,"Punjab Cricket Association IS Bindra Stadium, Mohali"
AJ Kenealy,3,16,0,0,5.333333333333333,2016-03-23,South Africa,South Africa,0,"MA Chidambaram Stadium, Chepauk"
AJ Kenealy,1,12,0,0,12.0,2016-03-26,Ireland,Australia,0,Feroz Shah Kotla
AJ Kenealy,1,5,0,0,5.0,2016-09-05,Bangladesh,Ireland,0,"Bready Cricket Club, Magheramason"
AR Cusack,3,3,1,2,1.0,2008-08-04,Kenya,Ireland,0,"Civil Service Cricket Club, Stormont"
AR Cusack,4,38,0,1,9.5,2009-06-08,Ireland,Ireland,0,Trent Bridge
AR Cusack,2,13,0,0,6.5,2009-06-10,Ireland,India,0,Trent Bridge
AR Cusack,4,43,0,2,10.75,2009-06-11,New Zealand,New Zealand,0,Trent Bridge
AR Cusack,3,18,0,4,6.0,2009-06-14,Sri Lanka,Sri Lanka,0,Lord's
AR Cusack,4,41,0,1,10.25,2009-06-15,Pakistan,Pakistan,0,Kennington Oval
AR Cusack,3,23,0,1,7.666666666666667,2010-02-09,Ireland,Afghanistan,0,Dubai International Cricket Stadium
AR Cusack,3,21,0,1,7.0,2010-02-11,Scotland,Ireland,0,Dubai International Cricket Stadium
AR Cusack,3,21,0,0,7.0,2010-02-13,Ireland,Afghanistan,0,Dubai International Cricket Stadium
AR Cusack,2,10,0,0,5.0,2010-02-13,Netherlands,Ireland,0,Dubai International Cricket Stadium
AR Cusack,3,19,0,2,6.333333333333333,2010-04-30,Ireland,West Indies,0,Providence Stadium
AR Cusack,1,7,0,0,7.0,2010-05-04,Ireland,0,0,Providence Stadium
AR Cusack,3,11,0,2,3.6666666666666665,2012-02-22,Ireland,Ireland,0,Mombasa Sports Club Ground
AR Cusack,3,5,0,2,1.6666666666666667,2012-03-14,Kenya,Ireland,0,Dubai International Cricket Stadium
AR Cusack,2,14,0,0,7.0,2012-03-18,Scotland,Ireland,0,Dubai International Cricket Stadium
AR Cusack,3,34,0,0,11.333333333333334,2012-07-18,Bangladesh,Bangladesh,0,"Civil Service Cricket Club, Stormont"
AR Cusack,2,10,0,0,5.0,2012-09-19,Ireland,Australia,0,R Premadasa Stadium
AR Cusack,4,27,0,1,6.75,2013-11-16,Ireland,Ireland,0,Sheikh Zayed Stadium
AR Cusack,3,18,0,2,6.0,2013-11-30,Ireland,Ireland,0,Sheikh Zayed Stadium
AR Cusack,4,17,0,2,4.25,2014-02-19,Ireland,Ireland,0,"Sabina Park, Kingston"
AR Cusack,4,11,1,4,2.75,2014-02-21,Ireland,West Indies,0,"Sabina Park, Kingston"
AR Cusack,4,53,0,1,13.25,2014-03-17,Zimbabwe,Ireland,0,Sylhet Stadium
AR Cusack,4,30,0,0,7.5,2014-03-19,United Arab Emirates,Ireland,0,Sylhet Stadium
AR Cusack,1,22,0,0,22.0,2014-03-21,Netherlands,Netherlands,0,Sylhet Stadium
AR Cusack,3,33,0,0,11.0,2015-06-20,Scotland,Scotland,0,"Bready Cricket Club, Magheramason"
AR Cusack,2,7,1,1,3.5,2015-07-13,Ireland,Ireland,0,"Civil Service Cricket Club, Stormont"
AR Cusack,4,27,0,1,6.75,2015-07-15,Papua New Guinea,Papua New Guinea,0,"Civil Service Cricket Club, Stormont"
AR Cusack,4,26,0,0,6.5,2015-07-17,Hong Kong,Hong Kong,0,"The Village, Malahide"
AR Cusack,3,21,0,1,7.0,2015-07-25,Netherlands,Netherlands,0,"The Village, Malahide"
AR McBrine,4,26,0,2,6.5,2014-03-17,Zimbabwe,Ireland,0,Sylhet Stadium
AR McBrine,1,24,0,0,24.0,2014-03-21,Netherlands,Netherlands,0,Sylhet Stadium
AR McBrine,1,7,0,2,7.0,2016-02-07,Papua New Guinea,Ireland,0,Tony Ireland Stadium
AR McBrine,4,17,0,1,4.25,2016-02-09,Papua New Guinea,Papua New Guinea,0,Tony Ireland Stadium
AR McBrine,3,15,0,2,5.0,2016-03-09,Oman,Oman,0,Himachal Pradesh Cricket Association Stadium
AR McBrine,2,20,0,1,10.0,2016-03-11,Ireland,0,0,Himachal Pradesh Cricket Association Stadium
AR McBrine,1,16,0,0,16.0,2016-03-13,Netherlands,Netherlands,0,Himachal Pradesh Cricket Association Stadium
AR McBrine,4,22,0,1,5.5,2016-09-05,Hong Kong,Hong Kong,0,"Bready Cricket Club, Magheramason"
AR McBrine,2,12,0,1,6.0,2017-01-14,Ireland,Afghanistan,0,Sheikh Zayed Stadium
AR McBrine,1,8,0,0,8.0,2017-03-08,Ireland,Afghanistan,0,Greater Noida Sports Complex Ground
AR McBrine,1,11,0,1,11.0,2017-03-12,Ireland,Afghanistan,0,Greater Noida Sports Complex Ground
AR White,4,18,0,2,4.5,2012-02-24,Ireland,Ireland,0,Mombasa Sports Club Ground
BJ McCarthy,4,33,0,5,8.25,2017-03-10,Ireland,Afghanistan,0,Greater Noida Sports Complex Ground
BJ McCarthy,4,69,0,1,17.25,2017-03-12,Ireland,Afghanistan,0,Greater Noida Sports Complex Ground
CA Young,2,20,0,0,10.0,2015-06-20,Scotland,Scotland,0,"Bready Cricket Club, Magheramason"
CA Young,3,19,0,1,6.333333333333333,2015-07-13,Ireland,Ireland,0,"Civil Service Cricket Club, Stormont"
CA Young,3,17,1,1,5.666666666666667,2015-07-17,Hong Kong,Hong Kong,0,"The Village, Malahide"
CA Young,4,28,0,1,7.0,2015-07-25,Netherlands,Netherlands,0,"The Village, Malahide"
CA Young,2,21,0,0,10.5,2016-02-07,Papua New Guinea,Ireland,0,Tony Ireland Stadium
