bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,result,venue
Abdur Razzak,4,22,0,2,5.5,2007-09-01,Bangladesh,Bangladesh,0,Gymkhana Club Ground
Abdur Razzak,4,18,0,1,4.5,2007-09-02,Pakistan,Pakistan,0,Gymkhana Club Ground
Abdur Razzak,4,25,0,2,6.25,2007-09-13,West Indies,Bangladesh,0,New Wanderers Stadium
Abdur Razzak,4,26,0,2,6.5,2007-09-15,Bangladesh,South Africa,0,Newlands
Abdur Razzak,4,34,0,1,8.5,2007-09-16,Bangladesh,Australia,0,Newlands
Abdur Razzak,3,20,0,1,6.666666666666667,2007-09-18,Sri Lanka,Sri Lanka,0,New Wanderers Stadium
Abdur Razzak,4,16,0,2,4.0,2007-09-20,Pakistan,Pakistan,0,Newlands
Abdur Razzak,4,46,0,1,11.5,2008-04-20,Bangladesh,Pakistan,0,National Stadium
Abdur Razzak,3,16,0,4,5.333333333333333,2008-11-05,Bangladesh,South Africa,0,New Wanderers Stadium
Abdur Razzak,3,18,0,1,6.0,2009-06-08,Ireland,Ireland,0,Trent Bridge
Abdur Razzak,4,41,0,0,10.25,2010-05-01,Pakistan,Pakistan,0,"Beausejour Stadium, Gros Islet"
Abdur Razzak,4,29,0,1,7.25,2010-05-05,Bangladesh,Australia,0,"Kensington Oval, Bridgetown"
Abdur Razzak,4,27,0,2,6.75,2011-10-11,West Indies,Bangladesh,0,Shere Bangla National Stadium
Abdur Razzak,4,25,0,1,6.25,2011-11-29,Pakistan,Pakistan,0,Shere Bangla National Stadium
Abdur Razzak,4,9,0,2,2.25,2012-07-18,Bangladesh,Bangladesh,0,"Civil Service Cricket Club, Stormont"
Abdur Razzak,4,31,0,2,7.75,2012-07-25,Bangladesh,Bangladesh,0,Sportpark Westvliet
Abdur Razzak,4,23,1,2,5.75,2012-07-26,Bangladesh,Netherlands,0,Sportpark Westvliet
Abdur Razzak,4,28,0,2,7.0,2012-09-21,New Zealand,New Zealand,0,Pallekele International Cricket Stadium
Abdur Razzak,4,30,0,0,7.5,2012-09-25,Pakistan,Pakistan,0,Pallekele International Cricket Stadium
Abdur Razzak,3,32,0,0,10.666666666666666,2012-12-10,West Indies,West Indies,0,Shere Bangla National Stadium
Abdur Razzak,4,39,0,1,9.75,2013-03-31,Bangladesh,Sri Lanka,0,Pallekele International Cricket Stadium
Abdur Razzak,4,35,0,0,8.75,2013-05-11,Bangladesh,Zimbabwe,0,Queens Sports Club
Abdur Razzak,4,18,1,2,4.5,2013-05-12,Bangladesh,Bangladesh,0,Queens Sports Club
Abdur Razzak,2,19,0,1,9.5,2013-11-06,New Zealand,New Zealand,0,Shere Bangla National Stadium
Abdur Razzak,4,20,0,3,5.0,2014-03-16,Afghanistan,Bangladesh,0,Shere Bangla National Stadium
Abdur Razzak,2,12,0,0,6.0,2014-03-18,Nepal,Bangladesh,0,Zahur Ahmed Chowdhury Stadium
Abdur Razzak,3,31,1,1,10.333333333333334,2014-03-20,Hong Kong,Hong Kong,0,Zahur Ahmed Chowdhury Stadium
Abdur Razzak,4,20,0,2,5.0,2014-03-30,Pakistan,Pakistan,0,Shere Bangla National Stadium
Abdur Razzak,2,16,0,0,8.0,2014-04-01,Australia,Australia,0,Shere Bangla National Stadium
Abu Hider,4,40,0,2,10.0,2016-01-20,Zimbabwe,Zimbabwe,0,Sheikh Abu Naser Stadium
Abu Hider,4,33,0,1,8.25,2016-01-22,Zimbabwe,Zimbabwe,0,Sheikh Abu Naser Stadium
Abu Hider,1,14,0,0,14.0,2016-03-06,India,India,0,Shere Bangla National Stadium
