bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,result,venue
AB McDonald,1,9,0,0,9.0,2011-12-18,Melbourne Renegades,Adelaide Strikers,0,Adelaide Oval
AB McDonald,2,21,0,1,10.5,2011-12-22,Perth Scorchers,Perth Scorchers,0,Docklands Stadium
AB McDonald,1,6,0,0,6.0,2011-12-30,Melbourne Renegades,Melbourne Renegades,0,Stadium Australia
AB McDonald,2,19,0,0,9.5,2012-01-02,Sydney Sixers,Melbourne Renegades,0,Docklands Stadium
AB McDonald,1,15,0,0,15.0,2012-01-18,Melbourne Renegades,Hobart Hurricanes,0,Bellerive Oval
AD Russell,2,22,0,1,11.0,2014-12-19,Melbourne Renegades,Sydney Sixers,0,Sydney Cricket Ground
AD Russell,3,26,0,0,8.666666666666666,2014-12-26,Melbourne Renegades,Perth Scorchers,0,Western Australia Cricket Association Ground
AD Russell,4,20,0,2,5.0,2014-12-30,Sydney Thunder,Melbourne Renegades,0,Docklands Stadium
AD Russell,2,26,0,1,13.0,2015-01-03,Melbourne Stars,Melbourne Stars,0,Docklands Stadium
AJ Finch,2,14,0,1,7.0,2012-12-07,Melbourne Stars,Melbourne Renegades,0,Docklands Stadium
AJ Finch,1,7,0,0,7.0,2012-12-14,Melbourne Renegades,Melbourne Renegades,0,Stadium Australia
AJ Finch,4,46,0,1,11.5,2012-12-29,Melbourne Renegades,Perth Scorchers,0,Western Australia Cricket Association Ground
AJ Finch,2,23,0,1,11.5,2013-02-04,Brisbane Heat,Brisbane Heat,0,Docklands Stadium
AJ Finch,2,20,0,1,10.0,2013-12-20,Melbourne Renegades,Melbourne Stars,0,Melbourne Cricket Ground
AJ Finch,1,13,0,0,13.0,2013-12-30,Brisbane Heat,Melbourne Renegades,0,Docklands Stadium
AJ Finch,1,10,0,0,10.0,2014-01-01,Melbourne Renegades,Melbourne Renegades,0,Bellerive Oval
AJ Finch,1,6,0,0,6.0,2014-12-26,Melbourne Renegades,Perth Scorchers,0,Western Australia Cricket Association Ground
AJ Finch,2,14,0,1,7.0,2015-01-03,Melbourne Stars,Melbourne Stars,0,Docklands Stadium
AJ Finch,1,5,0,0,5.0,2015-01-07,Melbourne Renegades,Melbourne Renegades,0,Bellerive Oval
AJ Finch,1,5,0,0,5.0,2015-01-10,Melbourne Renegades,Melbourne Stars,0,Melbourne Cricket Ground
AJ Finch,0,5,0,0,inf,2015-12-30,Perth Scorchers,Perth Scorchers,0,Docklands Stadium
AJ Finch,1,8,0,0,8.0,2016-01-02,Melbourne Renegades,Melbourne Stars,0,Melbourne Cricket Ground
AJ Finch,2,17,0,2,8.5,2016-12-29,Perth Scorchers,Perth Scorchers,0,Docklands Stadium
AK Heal,4,32,0,2,8.0,2011-12-18,Melbourne Renegades,Adelaide Strikers,0,Adelaide Oval
AK Heal,4,21,0,1,5.25,2012-01-12,Brisbane Heat,Brisbane Heat,0,Docklands Stadium
AK Heal,4,33,0,0,8.25,2012-01-18,Melbourne Renegades,Hobart Hurricanes,0,Bellerive Oval
AL Fekete,3,27,0,2,9.0,2013-12-26,Melbourne Renegades,Perth Scorchers,0,Western Australia Cricket Association Ground
AL Fekete,2,21,0,0,10.5,2013-12-30,Brisbane Heat,Melbourne Renegades,0,Docklands Stadium
AL Fekete,3,22,0,0,7.333333333333333,2014-12-19,Melbourne Renegades,Sydney Sixers,0,Sydney Cricket Ground
AL Fekete,4,41,0,1,10.25,2014-12-26,Melbourne Renegades,Perth Scorchers,0,Western Australia Cricket Association Ground
AW O'Brien,4,27,0,2,6.75,2012-12-07,Melbourne Stars,Melbourne Renegades,0,Docklands Stadium
AW O'Brien,3,15,0,3,5.0,2012-12-14,Melbourne Renegades,Melbourne Renegades,0,Stadium Australia
AW O'Brien,4,19,0,1,4.75,2012-12-19,Hobart Hurricanes,Melbourne Renegades,0,Docklands Stadium
AW O'Brien,2,14,0,1,7.0,2012-12-22,Brisbane Heat,Melbourne Renegades,0,Docklands Stadium
AW O'Brien,1,14,0,0,14.0,2012-12-29,Melbourne Renegades,Perth Scorchers,0,Western Australia Cricket Association Ground
AW O'Brien,3,19,0,0,6.333333333333333,2013-01-02,Adelaide Strikers,Melbourne Renegades,0,Docklands Stadium
AW O'Brien,4,22,0,1,5.5,2013-01-06,Melbourne Renegades,Melbourne Renegades,0,Melbourne Cricket Ground
AW O'Brien,4,31,0,0,7.75,2013-02-04,Brisbane Heat,Brisbane Heat,0,Docklands Stadium
AW O'Brien,4,39,0,2,9.75,2013-12-20,Melbourne Renegades,Melbourne Stars,0,Melbourne Cricket Ground
