bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,result,venue
AC Agar,1,8,0,1,8.0,2014-12-22,Adelaide Strikers,Adelaide Strikers,0,Western Australia Cricket Association Ground
AC Agar,3,22,0,2,7.333333333333333,2014-12-26,Melbourne Renegades,Perth Scorchers,0,Western Australia Cricket Association Ground
AC Agar,2,22,0,0,11.0,2014-12-29,Perth Scorchers,Perth Scorchers,0,Sydney Cricket Ground
AC Agar,3,26,0,1,8.666666666666666,2015-01-01,Sydney Thunder,Sydney Thunder,0,Western Australia Cricket Association Ground
AC Agar,4,24,0,2,6.0,2015-01-06,Perth Scorchers,Perth Scorchers,0,Adelaide Oval
AC Agar,3,23,0,0,7.666666666666667,2015-01-08,Brisbane Heat,Perth Scorchers,0,Western Australia Cricket Association Ground
AC Agar,4,27,0,1,6.75,2015-01-11,Perth Scorchers,Perth Scorchers,0,Bellerive Oval
AC Agar,4,42,0,1,10.5,2015-01-21,Perth Scorchers,Melbourne Stars,0,Melbourne Cricket Ground
AC Agar,2,12,0,1,6.0,2016-01-05,Perth Scorchers,Adelaide Strikers,0,Adelaide Oval
AC Agar,4,38,0,2,9.5,2016-01-10,Perth Scorchers,Perth Scorchers,0,Bellerive Oval
AC Agar,2,15,0,0,7.5,2016-01-22,Perth Scorchers,Melbourne Stars,0,Melbourne Cricket Ground
AC Agar,2,25,0,1,12.5,2016-12-23,Adelaide Strikers,Perth Scorchers,0,Western Australia Cricket Association Ground
AC Agar,4,34,0,0,8.5,2016-12-27,Perth Scorchers,Sydney Sixers,0,Sydney Cricket Ground
AC Agar,1,12,0,0,12.0,2016-12-29,Perth Scorchers,Perth Scorchers,0,Docklands Stadium
AC Agar,3,36,0,0,12.0,2017-01-05,Brisbane Heat,Brisbane Heat,0,Western Australia Cricket Association Ground
AC Agar,4,18,0,0,4.5,2017-01-11,Perth Scorchers,Perth Scorchers,0,"Brisbane Cricket Ground, Woolloongabba"
AC Agar,3,21,0,0,7.0,2017-01-14,Melbourne Stars,Melbourne Stars,0,Western Australia Cricket Association Ground
AC Agar,4,22,0,1,5.5,2017-01-21,Perth Scorchers,Perth Scorchers,0,Bellerive Oval
AC Agar,3,25,0,1,8.333333333333334,2017-01-24,Melbourne Stars,Perth Scorchers,0,Western Australia Cricket Association Ground
AC Agar,3,22,0,0,7.333333333333333,2017-01-28,Sydney Sixers,Perth Scorchers,0,Western Australia Cricket Association Ground
AC Thomas,4,27,0,2,6.75,2012-12-16,Perth Scorchers,Perth Scorchers,0,Sydney Cricket Ground
AC Thomas,3,15,0,2,5.0,2012-12-18,Perth Scorchers,Perth Scorchers,0,"Brisbane Cricket Ground, Woolloongabba"
AC Thomas,3,8,1,4,2.6666666666666665,2012-12-29,Melbourne Renegades,Perth Scorchers,0,Western Australia Cricket Association Ground
AC Thomas,4,21,0,0,5.25,2013-01-04,Sydney Thunder,Perth Scorchers,0,Western Australia Cricket Association Ground
AC Thomas,3,14,0,3,4.666666666666667,2013-01-10,Perth Scorchers,Perth Scorchers,0,Adelaide Oval
AC Thomas,4,32,0,0,8.0,2013-01-19,Brisbane Heat,Brisbane Heat,0,Western Australia Cricket Association Ground
AC Thomas,3,27,0,0,9.0,2013-02-05,Melbourne Stars,Perth Scorchers,0,Western Australia Cricket Association Ground
AC Thomas,3,33,0,0,11.0,2013-12-22,Perth Scorchers,Brisbane Heat,0,"Brisbane Cricket Ground, Woolloongabba"
