,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
5,A Ayre,0.0,1,0,0,0.0,A Zampa,0,lbw,A Ayre,2016-01-09,Melbourne Stars,Melbourne Stars,0,Docklands Stadium
4,AB McDonald,35.0,32,1,1,109.375,KW Richardson,['M Klinger'],caught,AB McDonald,2011-12-18,Melbourne Renegades,Adelaide Strikers,0,Adelaide Oval
1,AB McDonald,50.0,33,3,2,151.5151515151515,MA Beer,['MR Marsh'],caught,AB McDonald,2011-12-22,Perth Scorchers,Perth Scorchers,0,Docklands Stadium
7,AB McDonald,0.0,1,0,0,0.0,LR Butterworth,0,bowled,AB McDonald,2011-12-30,Melbourne Renegades,Melbourne Renegades,0,Stadium Australia
3,AB McDonald,60.0,37,0,7,162.16216216216216,notOut,notOut,notOut,notOut,2012-01-02,Sydney Sixers,Melbourne Renegades,0,Docklands Stadium
3,AB McDonald,7.0,14,0,0,50.0,AC McDermott,['AW Robinson'],caught,AB McDonald,2012-01-12,Brisbane Heat,Brisbane Heat,0,Docklands Stadium
4,AB McDonald,1.0,2,0,0,50.0,JJ Krejza,0,bowled,AB McDonald,2012-01-18,Melbourne Renegades,Hobart Hurricanes,0,Bellerive Oval
1,AD Hales,20.0,15,3,1,133.33333333333331,BCJ Cutting,0,bowled,AD Hales,2013-02-04,Brisbane Heat,Brisbane Heat,0,Docklands Stadium
6,AD Russell,18.0,14,1,1,128.57142857142858,notOut,notOut,notOut,notOut,2014-12-19,Melbourne Renegades,Sydney Sixers,0,Sydney Cricket Ground
5,AD Russell,43.0,23,2,4,186.95652173913044,Yasir Arafat,"['AJ Turner', 'Yasir Arafat']",run out,AL Fekete,2014-12-26,Melbourne Renegades,Perth Scorchers,0,Western Australia Cricket Association Ground
6,AD Russell,43.0,23,2,4,186.95652173913044,Yasir Arafat,0,bowled,AD Russell,2014-12-26,Melbourne Renegades,Perth Scorchers,0,Western Australia Cricket Association Ground
3,AD Russell,16.0,7,1,1,228.57142857142856,notOut,notOut,notOut,notOut,2014-12-30,Sydney Thunder,Melbourne Renegades,0,Docklands Stadium
5,AD Russell,9.0,5,2,0,180.0,JP Faulkner,['LJ Wright'],caught,AD Russell,2015-01-03,Melbourne Stars,Melbourne Stars,0,Docklands Stadium
1,AJ Doolan,30.0,29,3,0,103.44827586206897,SK Warne,0,bowled,AJ Doolan,2013-01-06,Melbourne Renegades,Melbourne Renegades,0,Melbourne Cricket Ground
2,AJ Doolan,13.0,17,1,0,76.47058823529412,NM Hauritz,['PJ Forrest'],caught,AJ Doolan,2013-02-04,Brisbane Heat,Brisbane Heat,0,Docklands Stadium
0,AJ Doolan,2.0,3,0,0,66.66666666666666,CJ McKay,['MS Wade'],caught,AJ Doolan,2013-12-20,Melbourne Renegades,Melbourne Stars,0,Melbourne Cricket Ground
1,AJ Doolan,21.0,17,4,0,123.52941176470588,JP Behrendorff,0,bowled,AJ Doolan,2013-12-26,Melbourne Renegades,Perth Scorchers,0,Western Australia Cricket Association Ground
0,AJ Doolan,13.0,13,1,0,100.0,DT Christian,['BCJ Cutting'],caught,AJ Doolan,2013-12-30,Brisbane Heat,Melbourne Renegades,0,Docklands Stadium
1,AJ Doolan,8.0,10,0,0,80.0,GS Sandhu,['CP Tremain'],caught,AJ Doolan,2014-01-14,Sydney Thunder,Sydney Thunder,0,Docklands Stadium
2,AJ Doolan,19.0,18,1,0,105.55555555555556,notOut,notOut,notOut,notOut,2014-01-18,Sydney Sixers,Sydney Sixers,0,Docklands Stadium
2,AJ Doolan,10.0,10,1,0,100.0,JR Hopes,"['SD Parry', 'JJ Peirson']",run out,AJ Doolan,2015-01-13,Brisbane Heat,Melbourne Renegades,0,Docklands Stadium
1,AJ Doolan,12.0,11,2,0,109.09090909090908,GD Putland,0,bowled,AJ Doolan,2015-01-19,Adelaide Strikers,Adelaide Strikers,0,Docklands Stadium
0,AJ Finch,4.0,7,1,0,57.14285714285714,AW O'Brien,['AC Blizzard'],caught,AJ Finch,2011-12-18,Melbourne Renegades,Adelaide Strikers,0,Adelaide Oval
0,AJ Finch,49.0,43,5,1,113.95348837209302,GB Hogg,0,bowled,AJ Finch,2011-12-22,Perth Scorchers,Perth Scorchers,0,Docklands Stadium
0,AJ Finch,41.0,35,4,1,117.14285714285715,LA Doran,0,bowled,AJ Finch,2011-12-30,Melbourne Renegades,Melbourne Renegades,0,Stadium Australia
0,AJ Finch,25.0,17,3,2,147.05882352941177,DJ Thornely,['NJ Maddinson'],caught,AJ Finch,2012-01-02,Sydney Sixers,Melbourne Renegades,0,Docklands Stadium
2,AJ Finch,72.0,48,3,5,150.0,notOut,notOut,notOut,notOut,2012-01-12,Brisbane Heat,Brisbane Heat,0,Docklands Stadium
0,AJ Finch,67.0,45,5,3,148.88888888888889,JJ Krejza,['MG Hogan'],caught,AJ Finch,2012-01-18,Melbourne Renegades,Hobart Hurricanes,0,Bellerive Oval
0,AJ Finch,111.0,65,12,4,170.76923076923077,notOut,notOut,notOut,notOut,2012-12-07,Melbourne Stars,Melbourne Renegades,0,Docklands Stadium
1,AJ Finch,31.0,35,2,0,88.57142857142857,SA Abbott,['RGL Carters'],caught,AJ Finch,2012-12-14,Melbourne Renegades,Melbourne Renegades,0,Stadium Australia
0,AJ Finch,46.0,40,5,0,114.99999999999999,notOut,notOut,notOut,notOut,2012-12-19,Hobart Hurricanes,Melbourne Renegades,0,Docklands Stadium
1,AJ Finch,33.0,34,3,1,97.05882352941177,JR Hopes,['KAJ Roach'],caught,AJ Finch,2012-12-22,Brisbane Heat,Melbourne Renegades,0,Docklands Stadium
0,AJ Finch,8.0,9,1,0,88.88888888888889,JP Behrendorff,['TIF Triffitt'],caught,AJ Finch,2012-12-29,Melbourne Renegades,Perth Scorchers,0,Western Australia Cricket Association Ground
1,AJ Finch,13.0,14,2,0,92.85714285714286,J Botha,['KA Pollard'],caught,AJ Finch,2013-01-02,Adelaide Strikers,Melbourne Renegades,0,Docklands Stadium
0,AJ Finch,67.0,50,6,2,134.0,notOut,notOut,notOut,notOut,2013-01-06,Melbourne Renegades,Melbourne Renegades,0,Melbourne Cricket Ground
0,AJ Finch,23.0,27,2,1,85.18518518518519,CA Lynn,['CJM Sabburg'],caught,AJ Finch,2013-02-04,Brisbane Heat,Brisbane Heat,0,Docklands Stadium
1,AJ Finch,32.0,27,4,1,118.5185185185185,LJ Wright,['DJ Hussey'],caught,AJ Finch,2013-12-20,Melbourne Renegades,Melbourne Stars,0,Melbourne Cricket Ground
0,AJ Finch,15.0,12,3,0,125.0,Yasir Arafat,['GB Hogg'],caught,AJ Finch,2013-12-26,Melbourne Renegades,Perth Scorchers,0,Western Australia Cricket Association Ground
1,AJ Finch,81.0,52,7,3,155.76923076923077,DT Christian,['AC McDermott'],caught,AJ Finch,2013-12-30,Brisbane Heat,Melbourne Renegades,0,Docklands Stadium
1,AJ Finch,50.0,32,6,2,156.25,B Laughlin,['TD Paine'],caught,AJ Finch,2014-01-01,Melbourne Renegades,Melbourne Renegades,0,Bellerive Oval
1,AJ Finch,84.0,56,3,6,150.0,notOut,notOut,notOut,notOut,2014-01-04,Melbourne Stars,Melbourne Stars,0,Docklands Stadium
0,AJ Finch,0.0,2,0,0,0.0,GS Sandhu,0,bowled,AJ Finch,2014-01-14,Sydney Thunder,Sydney Thunder,0,Docklands Stadium
1,AJ Finch,20.0,19,1,1,105.26315789473684,SA Abbott,['DE Bollinger'],caught,AJ Finch,2014-12-19,Melbourne Renegades,Sydney Sixers,0,Sydney Cricket Ground
0,AJ Finch,15.0,20,1,1,75.0,AC Agar,0,bowled,AJ Finch,2014-12-26,Melbourne Renegades,Perth Scorchers,0,Western Australia Cricket Association Ground
1,AJ Finch,48.0,37,8,0,129.72972972972974,NM Hauritz,['DP Hughes'],caught,AJ Finch,2014-12-30,Sydney Thunder,Melbourne Renegades,0,Docklands Stadium
1,AJ Finch,8.0,8,1,0,100.0,MA Beer,['TIF Triffitt'],caught,AJ Finch,2015-01-03,Melbourne Stars,Melbourne Stars,0,Docklands Stadium
1,AJ Finch,5.0,7,0,0,71.42857142857143,BW Hilfenhaus,['TD Paine'],caught,AJ Finch,2015-01-07,Melbourne Renegades,Melbourne Renegades,0,Bellerive Oval
0,AJ Finch,12.0,10,1,0,120.0,JM Bird,['KP Pietersen'],caught,AJ Finch,2015-01-10,Melbourne Renegades,Melbourne Stars,0,Melbourne Cricket Ground
0,AJ Finch,65.0,45,6,3,144.44444444444443,AL Fekete,['JK Lalor'],caught,AJ Finch,2015-12-19,Melbourne Renegades,Melbourne Renegades,0,"Brisbane Cricket Ground, Woolloongabba"
0,AJ Finch,13.0,11,3,0,118.18181818181819,DE Bollinger,['J Botha'],caught,AJ Finch,2015-12-23,Sydney Sixers,Sydney Sixers,0,Docklands Stadium
0,AJ Finch,72.0,49,6,3,146.9387755102041,DJ Willey,['AC Agar'],caught,AJ Finch,2015-12-30,Perth Scorchers,Perth Scorchers,0,Docklands Stadium
0,AJ Finch,36.0,32,4,1,112.5,MP Stoinis,['JP Faulkner'],caught,AJ Finch,2016-01-02,Melbourne Renegades,Melbourne Stars,0,Melbourne Cricket Ground
0,AJ Finch,60.0,42,11,0,142.85714285714286,CJ Boyce,['JW Wells'],caught,AJ Finch,2016-01-04,Melbourne Renegades,Melbourne Renegades,0,Bellerive Oval
