,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
10,A Zampa,3.0,7,0,0,42.857142857142854,KW Richardson,['M Klinger'],caught,A Zampa,2012-12-20,Adelaide Strikers,Adelaide Strikers,0,Stadium Australia
10,A Zampa,6.0,8,1,0,75.0,notOut,notOut,notOut,notOut,2012-12-28,Brisbane Heat,Brisbane Heat,0,Stadium Australia
8,A Zampa,0.0,1,0,0,0.0,GB Hogg,['AC Thomas'],caught,A Zampa,2013-01-04,Sydney Thunder,Perth Scorchers,0,Western Australia Cricket Association Ground
7,A Zampa,8.0,6,1,0,133.33333333333331,JW Hastings,['BJ Hodge'],caught,A Zampa,2013-01-08,Sydney Thunder,Melbourne Stars,0,Melbourne Cricket Ground
2,AB McDonald,18.0,21,2,0,85.71428571428571,SA Abbott,['LA Doran'],caught,AB McDonald,2014-12-27,Sydney Sixers,Sydney Sixers,0,Stadium Australia
2,AB McDonald,11.0,11,2,0,100.0,JL Pattinson,0,bowled,AB McDonald,2014-12-30,Sydney Thunder,Melbourne Renegades,0,Docklands Stadium
1,AB McDonald,7.0,8,0,0,87.5,JP Behrendorff,['M Klinger'],caught,AB McDonald,2015-01-01,Sydney Thunder,Sydney Thunder,0,Western Australia Cricket Association Ground
4,AB McDonald,23.0,32,1,0,71.875,MA Beer,0,bowled,AB McDonald,2015-01-17,Melbourne Stars,Melbourne Stars,0,Sydney Showground Stadium
6,AB McDonald,7.0,6,1,0,116.66666666666667,GB Hogg,['M Klinger'],caught,AB McDonald,2016-01-07,Perth Scorchers,Perth Scorchers,0,Sydney Showground Stadium
3,AC Blizzard,80.0,42,6,4,190.47619047619045,notOut,notOut,notOut,notOut,2014-12-27,Sydney Sixers,Sydney Sixers,0,Stadium Australia
3,AC Blizzard,11.0,18,1,0,61.111111111111114,AD Russell,['MW Short'],caught,AC Blizzard,2014-12-30,Sydney Thunder,Melbourne Renegades,0,Docklands Stadium
2,AC Blizzard,47.0,32,5,2,146.875,AJ Tye,['JP Behrendorff'],caught,AC Blizzard,2015-01-01,Sydney Thunder,Sydney Thunder,0,Western Australia Cricket Association Ground
3,AC Blizzard,45.0,48,2,0,93.75,JW Hastings,['PSP Handscomb'],caught,AC Blizzard,2015-01-17,Melbourne Stars,Melbourne Stars,0,Sydney Showground Stadium
2,AC Blizzard,51.0,37,5,0,137.83783783783784,notOut,notOut,notOut,notOut,2015-01-22,Sydney Thunder,Sydney Sixers,0,Sydney Cricket Ground
1,AC Blizzard,35.0,29,3,0,120.6896551724138,CJ Simmons,['BJ Hodge'],caught,AC Blizzard,2015-12-28,Adelaide Strikers,Sydney Thunder,0,Sydney Showground Stadium
2,AC Blizzard,23.0,22,4,0,104.54545454545455,JK Reed,['CJ Boyce'],caught,AC Blizzard,2016-01-01,Sydney Thunder,Hobart Hurricanes,0,Bellerive Oval
1,AC Blizzard,14.0,21,0,1,66.66666666666666,S Badree,['JJ Peirson'],stumped,AC Blizzard,2016-01-03,Sydney Thunder,Brisbane Heat,0,"Brisbane Cricket Ground, Woolloongabba"
0,AC Blizzard,7.0,6,1,0,116.66666666666667,JP Behrendorff,0,lbw,AC Blizzard,2016-01-07,Perth Scorchers,Perth Scorchers,0,Sydney Showground Stadium
1,AC Blizzard,20.0,18,1,1,111.11111111111111,SA Abbott,['BJ Haddin'],caught,AC Blizzard,2016-01-16,Sydney Thunder,Sydney Thunder,0,Sydney Cricket Ground
6,AC Blizzard,16.0,7,2,1,228.57142857142856,MA Beer,['MA Beer'],run out,AC Blizzard,2016-01-24,Sydney Thunder,Sydney Thunder,0,Melbourne Cricket Ground
1,AC Blizzard,5.0,12,0,0,41.66666666666667,BW Hilfenhaus,0,bowled,AC Blizzard,2017-01-04,Melbourne Stars,Sydney Thunder,0,Sydney Showground Stadium
3,AD Russell,17.0,7,0,2,242.85714285714283,B Laughlin,['AI Ross'],caught,AD Russell,2015-12-28,Adelaide Strikers,Sydney Thunder,0,Sydney Showground Stadium
5,AD Russell,8.0,5,0,1,160.0,CJ Boyce,['JW Wells'],caught,AD Russell,2016-01-01,Sydney Thunder,Hobart Hurricanes,0,Bellerive Oval
4,AD Russell,20.0,9,2,1,222.22222222222223,notOut,notOut,notOut,notOut,2016-01-03,Sydney Thunder,Brisbane Heat,0,"Brisbane Cricket Ground, Woolloongabba"
4,AD Russell,42.0,20,0,5,210.0,JP Behrendorff,['JS Paris'],caught,AD Russell,2016-01-07,Perth Scorchers,Perth Scorchers,0,Sydney Showground Stadium
3,AD Russell,16.0,9,1,1,177.77777777777777,NJ Rimmington,0,hit wicket,AD Russell,2016-01-11,Melbourne Renegades,Melbourne Renegades,0,Sydney Showground Stadium
4,AD Russell,46.0,21,3,4,219.04761904761907,SA Abbott,['JC Silk'],caught,AD Russell,2016-01-16,Sydney Thunder,Sydney Thunder,0,Sydney Cricket Ground
4,AD Russell,10.0,8,0,1,125.0,MP Stoinis,['PSP Handscomb'],caught,AD Russell,2016-01-24,Sydney Thunder,Sydney Thunder,0,Melbourne Cricket Ground
5,AD Russell,9.0,7,2,0,128.57142857142858,DE Bollinger,['BJ Haddin'],caught,AD Russell,2016-12-20,Sydney Sixers,Sydney Sixers,0,Sydney Showground Stadium
4,AD Russell,2.0,9,0,0,22.22222222222222,SP Narine,0,bowled,AD Russell,2016-12-22,Sydney Thunder,Melbourne Renegades,0,Docklands Stadium
4,AD Russell,8.0,10,1,0,80.0,BCJ Cutting,['JA Burns'],caught,AD Russell,2016-12-28,Brisbane Heat,Brisbane Heat,0,Sydney Showground Stadium
