,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
9,A Zampa,10.0,8,1,1,125.0,Yasir Arafat,['SM Whiteman'],run out,KW Richardson,2014-12-22,Adelaide Strikers,Adelaide Strikers,0,Western Australia Cricket Association Ground
8,A Zampa,2.0,5,0,0,40.0,Yasir Arafat,['SM Whiteman'],caught,A Zampa,2015-01-06,Perth Scorchers,Perth Scorchers,0,Adelaide Oval
7,A Zampa,3.0,3,0,0,100.0,NM Lyon,0,caught and bowled,A Zampa,2015-01-24,Sydney Sixers,Sydney Sixers,0,Adelaide Oval
3,AC Blizzard,30.0,18,2,2,166.66666666666669,SW Tait,['GA Manou'],caught,AC Blizzard,2011-12-18,Melbourne Renegades,Adelaide Strikers,0,Adelaide Oval
2,AC Blizzard,20.0,13,3,0,153.84615384615387,SJ Coyte (2),['JS Floros'],caught,AC Blizzard,2011-12-23,Adelaide Strikers,Sydney Thunder,0,Stadium Australia
0,AC Blizzard,20.0,14,2,1,142.85714285714286,XJ Doherty,0,bowled,AC Blizzard,2011-12-28,Hobart Hurricanes,Hobart Hurricanes,0,Adelaide Oval
1,AC Blizzard,27.0,21,3,1,128.57142857142858,SNJ O'Keefe,['SPD Smith'],caught,AC Blizzard,2012-01-10,Sydney Sixers,Sydney Sixers,0,Adelaide Oval
2,AC Blizzard,7.0,9,0,0,77.77777777777779,JP Faulkner,['CL White'],caught,AC Blizzard,2012-01-19,Adelaide Strikers,Melbourne Stars,0,Melbourne Cricket Ground
9,AC Thomas,1.0,3,0,0,33.33333333333333,notOut,notOut,notOut,notOut,2011-12-28,Hobart Hurricanes,Hobart Hurricanes,0,Adelaide Oval
10,AC Thomas,7.0,8,1,0,87.5,NJ Rimmington,['MA Beer'],caught,AC Thomas,2012-01-08,Adelaide Strikers,Perth Scorchers,0,Western Australia Cricket Association Ground
10,AC Thomas,5.0,10,0,0,50.0,notOut,notOut,notOut,notOut,2012-01-10,Sydney Sixers,Sydney Sixers,0,Adelaide Oval
8,AC Thomas,4.0,5,0,0,80.0,CJ McKay,['AC Voges'],run out,AC Thomas,2012-01-19,Adelaide Strikers,Melbourne Stars,0,Melbourne Cricket Ground
1,AD Hales,49.0,20,9,1,245.00000000000003,B Laughlin,"['EP Gulbis', 'B Laughlin']",run out,AD Hales,2013-12-22,Adelaide Strikers,0,0,Bellerive Oval
1,AD Hales,16.0,11,3,0,145.45454545454547,LW Feldman,['KR Patterson'],caught,AD Hales,2013-12-27,Adelaide Strikers,Adelaide Strikers,0,Stadium Australia
1,AD Hales,8.0,10,1,0,80.0,JK Lalor,['RS Bopara'],caught,AD Hales,2014-01-05,Sydney Sixers,Sydney Sixers,0,Adelaide Oval
1,AD Hales,5.0,3,1,0,166.66666666666669,JM Bird,['GJ Maxwell'],caught,AD Hales,2014-01-09,Adelaide Strikers,Melbourne Stars,0,Melbourne Cricket Ground
0,AD Hales,31.0,19,3,2,163.1578947368421,Yasir Arafat,0,bowled,AD Hales,2014-01-16,Adelaide Strikers,Perth Scorchers,0,Western Australia Cricket Association Ground
1,AD Hales,3.0,7,0,0,42.857142857142854,DL Vettori,0,lbw,AD Hales,2014-01-18,Brisbane Heat,Brisbane Heat,0,Adelaide Oval
1,AD Hales,32.0,27,1,2,118.5185185185185,DJ Bravo,['NJ Rimmington'],caught,AD Hales,2014-01-22,Melbourne Renegades,Melbourne Renegades,0,Adelaide Oval
