bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,result,venue
AD Mascarenhas,4,27,0,1,6.75,2014-01-21,Hobart Hurricanes,Melbourne Stars,0,Melbourne Cricket Ground
AD Mascarenhas,4,42,0,2,10.5,2014-01-23,Brisbane Heat,Hobart Hurricanes,0,Bellerive Oval
AD Mascarenhas,4,32,0,1,8.0,2014-02-04,Hobart Hurricanes,Hobart Hurricanes,0,Melbourne Cricket Ground
AD Mascarenhas,4,46,0,1,11.5,2014-02-07,Hobart Hurricanes,Perth Scorchers,0,Western Australia Cricket Association Ground
B Laughlin,4,39,0,1,9.75,2011-12-18,Hobart Hurricanes,Hobart Hurricanes,0,Western Australia Cricket Association Ground
B Laughlin,4,27,0,1,6.75,2011-12-21,Sydney Sixers,Hobart Hurricanes,0,Bellerive Oval
B Laughlin,4,26,0,1,6.5,2011-12-28,Hobart Hurricanes,Hobart Hurricanes,0,Adelaide Oval
B Laughlin,4,21,1,1,5.25,2012-01-01,Sydney Thunder,Hobart Hurricanes,0,Bellerive Oval
B Laughlin,4,34,0,1,8.5,2012-01-09,Melbourne Stars,Melbourne Stars,0,Bellerive Oval
B Laughlin,4,36,0,1,9.0,2012-01-18,Melbourne Renegades,Hobart Hurricanes,0,Bellerive Oval
B Laughlin,4,25,0,3,6.25,2012-01-22,Sydney Sixers,Sydney Sixers,0,Bellerive Oval
B Laughlin,4,49,0,1,12.25,2012-12-09,Hobart Hurricanes,Hobart Hurricanes,0,"Brisbane Cricket Ground, Woolloongabba"
B Laughlin,4,14,0,3,3.5,2012-12-15,Hobart Hurricanes,Melbourne Stars,0,Melbourne Cricket Ground
B Laughlin,3,19,0,0,6.333333333333333,2012-12-19,Hobart Hurricanes,Melbourne Renegades,0,Docklands Stadium
B Laughlin,4,31,0,4,7.75,2012-12-26,Hobart Hurricanes,Hobart Hurricanes,0,Sydney Cricket Ground
B Laughlin,1,8,0,1,8.0,2013-12-22,Adelaide Strikers,0,0,Bellerive Oval
B Laughlin,3,35,0,0,11.666666666666666,2013-12-28,Hobart Hurricanes,Hobart Hurricanes,0,"Brisbane Cricket Ground, Woolloongabba"
B Laughlin,4,16,0,4,4.0,2014-01-01,Melbourne Renegades,Melbourne Renegades,0,Bellerive Oval
B Laughlin,4,40,0,2,10.0,2014-01-07,Hobart Hurricanes,Perth Scorchers,0,Western Australia Cricket Association Ground
B Laughlin,3,8,0,3,2.6666666666666665,2014-01-11,Sydney Thunder,Hobart Hurricanes,0,Bellerive Oval
B Laughlin,4,33,0,1,8.25,2014-01-15,Hobart Hurricanes,Sydney Sixers,0,Sydney Cricket Ground
B Laughlin,4,28,0,2,7.0,2014-01-21,Hobart Hurricanes,Melbourne Stars,0,Melbourne Cricket Ground
B Laughlin,4,38,0,2,9.5,2014-01-23,Brisbane Heat,Hobart Hurricanes,0,Bellerive Oval
B Laughlin,3,33,0,2,11.0,2014-02-04,Hobart Hurricanes,Hobart Hurricanes,0,Melbourne Cricket Ground
BJ Webster,4,28,0,0,7.0,2017-01-02,Adelaide Strikers,Hobart Hurricanes,0,Bellerive Oval
BJ Webster,2,20,0,0,10.0,2017-01-06,Hobart Hurricanes,Adelaide Strikers,0,Adelaide Oval
BR Dunk,1,10,0,0,10.0,2015-12-20,Hobart Hurricanes,Sydney Sixers,0,Sydney Cricket Ground
BR Dunk,1,11,0,0,11.0,2016-01-10,Perth Scorchers,Perth Scorchers,0,Bellerive Oval
BW Hilfenhaus,4,10,1,2,2.5,2011-12-18,Hobart Hurricanes,Hobart Hurricanes,0,Western Australia Cricket Association Ground
BW Hilfenhaus,4,33,1,1,8.25,2011-12-21,Sydney Sixers,Hobart Hurricanes,0,Bellerive Oval
