bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,result,venue
A Zampa,4,38,0,1,9.5,2012-12-20,Adelaide Strikers,Adelaide Strikers,0,Stadium Australia
A Zampa,4,34,0,1,8.5,2012-12-28,Brisbane Heat,Brisbane Heat,0,Stadium Australia
A Zampa,1,8,0,0,8.0,2012-12-30,Sydney Sixers,Sydney Sixers,0,Stadium Australia
A Zampa,3,34,0,0,11.333333333333334,2013-01-04,Sydney Thunder,Perth Scorchers,0,Western Australia Cricket Association Ground
A Zampa,2,14,0,0,7.0,2013-01-08,Sydney Thunder,Melbourne Stars,0,Melbourne Cricket Ground
AB McDonald,2,20,0,3,10.0,2014-12-21,Brisbane Heat,Sydney Thunder,0,Stadium Australia
AB McDonald,1,7,0,0,7.0,2014-12-27,Sydney Sixers,Sydney Sixers,0,Stadium Australia
AB McDonald,1,9,0,0,9.0,2014-12-30,Sydney Thunder,Melbourne Renegades,0,Docklands Stadium
AB McDonald,2,21,0,1,10.5,2016-01-07,Perth Scorchers,Perth Scorchers,0,Sydney Showground Stadium
AD Russell,4,28,0,2,7.0,2015-12-28,Adelaide Strikers,Sydney Thunder,0,Sydney Showground Stadium
AD Russell,4,40,0,0,10.0,2016-01-01,Sydney Thunder,Hobart Hurricanes,0,Bellerive Oval
AD Russell,4,28,0,2,7.0,2016-01-03,Sydney Thunder,Brisbane Heat,0,"Brisbane Cricket Ground, Woolloongabba"
AD Russell,4,31,0,2,7.75,2016-01-07,Perth Scorchers,Perth Scorchers,0,Sydney Showground Stadium
AD Russell,4,42,0,2,10.5,2016-01-11,Melbourne Renegades,Melbourne Renegades,0,Sydney Showground Stadium
AD Russell,3,31,0,1,10.333333333333334,2016-01-16,Sydney Thunder,Sydney Thunder,0,Sydney Cricket Ground
AD Russell,4,31,0,1,7.75,2016-01-21,Sydney Thunder,Sydney Thunder,0,Adelaide Oval
AD Russell,4,30,0,1,7.5,2016-01-24,Sydney Thunder,Sydney Thunder,0,Melbourne Cricket Ground
AD Russell,4,27,0,1,6.75,2016-12-20,Sydney Sixers,Sydney Sixers,0,Sydney Showground Stadium
AD Russell,4,42,0,3,10.5,2016-12-22,Sydney Thunder,Melbourne Renegades,0,Docklands Stadium
AD Russell,3,25,0,0,8.333333333333334,2016-12-28,Brisbane Heat,Brisbane Heat,0,Sydney Showground Stadium
AD Russell,4,38,0,0,9.5,2017-01-01,Sydney Thunder,Perth Scorchers,0,Western Australia Cricket Association Ground
AD Russell,1,10,0,0,10.0,2017-01-04,Melbourne Stars,Sydney Thunder,0,Sydney Showground Stadium
AJ Nair,1,14,0,0,14.0,2016-12-22,Sydney Thunder,Melbourne Renegades,0,Docklands Stadium
AJ Nair,1,7,0,0,7.0,2017-01-14,Sydney Thunder,Sydney Thunder,0,Sydney Cricket Ground
