,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
5,AC Agar,2.0,5,0,0,40.0,BCJ Cutting,['JA Burns'],caught,AC Agar,2013-12-22,Perth Scorchers,Brisbane Heat,0,"Brisbane Cricket Ground, Woolloongabba"
5,AC Agar,12.0,7,0,1,171.42857142857142,notOut,notOut,notOut,notOut,2014-12-22,Adelaide Strikers,Adelaide Strikers,0,Western Australia Cricket Association Ground
3,AC Agar,6.0,4,1,0,150.0,AL Fekete,['DJ Bravo'],caught,AC Agar,2014-12-26,Melbourne Renegades,Perth Scorchers,0,Western Australia Cricket Association Ground
7,AC Agar,0.0,2,0,0,0.0,MA Starc,0,bowled,AC Agar,2014-12-29,Perth Scorchers,Perth Scorchers,0,Sydney Cricket Ground
6,AC Agar,31.0,28,1,1,110.71428571428572,notOut,notOut,notOut,notOut,2015-01-01,Sydney Thunder,Sydney Thunder,0,Western Australia Cricket Association Ground
4,AC Agar,0.0,5,0,0,0.0,SW Tait,0,bowled,AC Agar,2015-01-06,Perth Scorchers,Perth Scorchers,0,Adelaide Oval
6,AC Agar,7.0,6,1,0,116.66666666666667,TT Bresnan,0,bowled,AC Agar,2015-01-11,Perth Scorchers,Perth Scorchers,0,Bellerive Oval
2,AC Agar,24.0,27,3,0,88.88888888888889,notOut,notOut,notOut,notOut,2015-12-26,Brisbane Heat,Perth Scorchers,0,Western Australia Cricket Association Ground
4,AC Agar,18.0,20,1,1,90.0,AU Rashid,0,bowled,AC Agar,2016-01-05,Perth Scorchers,Adelaide Strikers,0,Adelaide Oval
4,AC Agar,68.0,36,5,4,188.88888888888889,notOut,notOut,notOut,notOut,2016-01-07,Perth Scorchers,Perth Scorchers,0,Sydney Showground Stadium
6,AC Agar,8.0,7,1,0,114.28571428571428,SW Tait,['MW Hill'],caught,AC Agar,2016-01-10,Perth Scorchers,Perth Scorchers,0,Bellerive Oval
5,AC Agar,6.0,7,0,0,85.71428571428571,BW Hilfenhaus,0,bowled,AC Agar,2016-01-22,Perth Scorchers,Melbourne Stars,0,Melbourne Cricket Ground
7,AC Agar,16.0,10,2,0,160.0,MG Neser,['BJ Hodge'],caught,AC Agar,2016-12-23,Adelaide Strikers,Perth Scorchers,0,Western Australia Cricket Association Ground
8,AC Agar,6.0,6,1,0,100.0,J Botha,['BJ Dwarshuis'],caught,AC Agar,2016-12-27,Perth Scorchers,Sydney Sixers,0,Sydney Cricket Ground
7,AC Agar,10.0,3,0,1,333.33333333333337,notOut,notOut,notOut,notOut,2016-12-29,Perth Scorchers,Perth Scorchers,0,Docklands Stadium
6,AC Agar,13.0,7,0,1,185.71428571428572,notOut,notOut,notOut,notOut,2017-01-05,Brisbane Heat,Brisbane Heat,0,Western Australia Cricket Association Ground
6,AC Agar,5.0,4,0,0,125.0,notOut,notOut,notOut,notOut,2017-01-11,Perth Scorchers,Perth Scorchers,0,"Brisbane Cricket Ground, Woolloongabba"
7,AC Agar,29.0,20,3,1,145.0,notOut,notOut,notOut,notOut,2017-01-14,Melbourne Stars,Melbourne Stars,0,Western Australia Cricket Association Ground
7,AC Thomas,2.0,5,0,0,40.0,BCJ Cutting,['CD Hartley'],caught,AC Thomas,2013-01-19,Brisbane Heat,Brisbane Heat,0,Western Australia Cricket Association Ground
8,AC Thomas,1.0,1,0,0,100.0,notOut,notOut,notOut,notOut,2013-12-22,Perth Scorchers,Brisbane Heat,0,"Brisbane Cricket Ground, Woolloongabba"
10,AC Thomas,3.0,3,0,0,100.0,notOut,notOut,notOut,notOut,2014-01-27,Perth Scorchers,Melbourne Stars,0,Melbourne Cricket Ground
3,AC Voges,58.0,41,6,0,141.46341463414635,Saeed Ajmal,"['GD Putland', 'TP Ludeman']",run out,AC Voges,2012-12-09,Adelaide Strikers,Adelaide Strikers,0,Western Australia Cricket Association Ground
3,AC Voges,14.0,17,2,0,82.35294117647058,SK Warne,0,lbw,AC Voges,2012-12-12,Melbourne Stars,Melbourne Stars,0,Western Australia Cricket Association Ground
2,AC Voges,40.0,27,4,0,148.14814814814815,notOut,notOut,notOut,notOut,2012-12-29,Melbourne Renegades,Perth Scorchers,0,Western Australia Cricket Association Ground
2,AC Voges,36.0,20,4,1,180.0,SW Tait,['TP Ludeman'],caught,AC Voges,2013-01-10,Perth Scorchers,Perth Scorchers,0,Adelaide Oval
3,AC Voges,49.0,33,4,0,148.4848484848485,KAJ Roach,['CJM Sabburg'],caught,AC Voges,2013-01-19,Brisbane Heat,Brisbane Heat,0,Western Australia Cricket Association Ground
3,AC Voges,36.0,21,1,3,171.42857142857142,notOut,notOut,notOut,notOut,2013-02-05,Melbourne Stars,Perth Scorchers,0,Western Australia Cricket Association Ground
3,AC Voges,19.0,18,0,0,105.55555555555556,DL Vettori,['C Kieswetter'],stumped,AC Voges,2013-12-22,Perth Scorchers,Brisbane Heat,0,"Brisbane Cricket Ground, Woolloongabba"
3,AC Voges,8.0,13,0,0,61.53846153846154,LW Feldman,['EJG Morgan'],caught,AC Voges,2014-01-03,Sydney Thunder,Perth Scorchers,0,Western Australia Cricket Association Ground
3,AC Voges,2.0,2,0,0,100.0,notOut,notOut,notOut,notOut,2014-01-07,Hobart Hurricanes,Perth Scorchers,0,Western Australia Cricket Association Ground
4,AC Voges,19.0,9,1,1,211.11111111111111,notOut,notOut,notOut,notOut,2014-01-10,Perth Scorchers,0,tie,Sydney Cricket Ground
3,AC Voges,10.0,13,0,0,76.92307692307693,TM Head,['MG Neser'],run out,MR Marsh,2014-01-16,Adelaide Strikers,Perth Scorchers,0,Western Australia Cricket Association Ground
4,AC Voges,10.0,13,0,0,76.92307692307693,SW Tait,['TP Ludeman'],caught,AC Voges,2014-01-16,Adelaide Strikers,Perth Scorchers,0,Western Australia Cricket Association Ground
3,AC Voges,29.0,30,3,0,96.66666666666667,JW Hastings,['LJ Wright'],run out,SM Whiteman,2014-01-27,Perth Scorchers,Melbourne Stars,0,Melbourne Cricket Ground
4,AC Voges,29.0,30,3,0,96.66666666666667,JW Hastings,['DJ Worrall'],caught,AC Voges,2014-01-27,Perth Scorchers,Melbourne Stars,0,Melbourne Cricket Ground
3,AC Voges,31.0,25,3,0,124.0,MA Starc,0,bowled,AC Voges,2014-02-05,Perth Scorchers,Perth Scorchers,0,Sydney Cricket Ground
3,AC Voges,27.0,17,2,1,158.8235294117647,BW Hilfenhaus,['AD Mascarenhas'],caught,AC Voges,2014-02-07,Hobart Hurricanes,Perth Scorchers,0,Western Australia Cricket Association Ground
3,AC Voges,2.0,5,0,0,40.0,A Zampa,['AI Ross'],caught,AC Voges,2014-12-22,Adelaide Strikers,Adelaide Strikers,0,Western Australia Cricket Association Ground
2,AC Voges,19.0,17,2,0,111.76470588235294,notOut,notOut,notOut,notOut,2014-12-29,Perth Scorchers,Perth Scorchers,0,Sydney Cricket Ground
2,AC Voges,8.0,11,1,0,72.72727272727273,JH Kallis,['JK Lalor'],caught,AC Voges,2015-01-01,Sydney Thunder,Sydney Thunder,0,Western Australia Cricket Association Ground
3,AC Voges,54.0,38,6,0,142.10526315789474,notOut,notOut,notOut,notOut,2015-01-06,Perth Scorchers,Perth Scorchers,0,Adelaide Oval
