,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
8,A Shahzad,0,1,0,0,0.0,MD Taylor,['IA Cockbain'],caught,A Shahzad,2016-06-26,Gloucestershire,Gloucestershire,0,Arundel Castle Cricket Club Ground
2,BC Brown,43,25,3,2,172.0,BAC Howell,['CT Bancroft'],stumped,BC Brown,2016-05-20,Sussex,Sussex,0,County Ground
1,BC Brown,11,7,2,0,157.14285714285714,TK Curran,['SM Curran'],caught,BC Brown,2016-06-03,Surrey,Surrey,0,County Ground
2,BC Brown,26,26,1,1,100.0,ME Claydon,0,bowled,BC Brown,2016-06-10,Kent,Sussex,0,County Ground
5,BC Brown,5,7,0,0,71.42857142857143,MD Taylor,0,bowled,BC Brown,2016-06-26,Gloucestershire,Gloucestershire,0,Arundel Castle Cricket Club Ground
0,CD Nash,30,17,6,0,176.47058823529412,CN Miles,0,bowled,CD Nash,2016-05-20,Sussex,Sussex,0,County Ground
0,CD Nash,112,65,13,3,172.30769230769232,notOut,notOut,notOut,notOut,2016-06-01,Somerset,Sussex,0,County Ground
0,CD Nash,4,3,1,0,133.33333333333331,SM Curran,['TK Curran'],caught,CD Nash,2016-06-03,Surrey,Surrey,0,County Ground
0,CD Nash,15,14,1,1,107.14285714285714,DA Griffiths,0,lbw,CD Nash,2016-06-10,Kent,Sussex,0,County Ground
0,CD Nash,13,9,1,1,144.44444444444443,GL van Buuren,['MD Taylor'],caught,CD Nash,2016-06-26,Gloucestershire,Gloucestershire,0,Arundel Castle Cricket Club Ground
0,CD Nash,6,9,1,0,66.66666666666666,K Rabada,0,bowled,CD Nash,2016-06-30,Sussex,Kent,0,St Lawrence Ground
0,CD Nash,18,13,1,2,138.46153846153845,TS Roland-Jones,['JEC Franklin'],caught,CD Nash,2016-07-01,Middlesex,Sussex,0,County Ground
0,CD Nash,4,17,0,0,23.52941176470588,T van der Gugten,['JA Rudolph'],caught,CD Nash,2016-07-07,Sussex,Glamorgan,0,Sophia Gardens
0,CD Nash,32,26,2,2,123.07692307692308,LA Dawson,['Shahid Afridi'],caught,CD Nash,2016-07-15,Hampshire,Hampshire,0,County Ground
0,CD Nash,25,16,4,0,156.25,MR Quinn,['NLJ Browne'],caught,CD Nash,2016-07-21,Sussex,Sussex,0,County Ground
0,CD Nash,39,34,3,1,114.70588235294117,CH Morris,0,bowled,CD Nash,2016-07-22,Sussex,Surrey,0,Kennington Oval
0,CD Nash,10,10,2,0,100.0,SW Tait,['DL Lloyd'],caught,CD Nash,2016-07-28,Glamorgan,0,0,County Ground
