,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
0,A Lyth,11,12,2,0,91.66666666666666,BA Raine,['ML Pettini'],caught,A Lyth,2016-05-27,Leicestershire,Leicestershire,0,Headingley
0,A Lyth,30,16,3,2,187.5,MJJ Critchley,0,lbw,A Lyth,2016-06-19,Derbyshire,Yorkshire,0,Headingley
0,A Lyth,4,4,1,0,100.0,C Rushworth,0,bowled,A Lyth,2016-06-24,Yorkshire,Durham,0,Riverside Ground
0,A Lyth,23,16,2,2,143.75,NL Buck,['LA Procter'],caught,A Lyth,2016-07-01,Lancashire,Yorkshire,0,Headingley
0,A Lyth,12,8,1,1,150.0,OJ Hannon-Dalby,['A Javid'],caught,A Lyth,2016-07-08,Warwickshire,Yorkshire,0,Headingley
0,A Lyth,19,13,2,0,146.15384615384613,A Carter,['MJJ Critchley'],caught,A Lyth,2016-07-10,Yorkshire,Yorkshire,0,County Ground
0,A Lyth,39,22,6,2,177.27272727272728,SR Patel,['Imran Tahir'],caught,A Lyth,2016-07-15,Yorkshire,Nottinghamshire,0,Trent Bridge
0,A Lyth,87,56,11,3,155.35714285714286,C Rushworth,['MJ Richardson'],caught,A Lyth,2016-07-20,Durham,Yorkshire,0,Headingley
0,A Lyth,10,6,2,0,166.66666666666669,RJ Gleeson,['S Prasanna'],caught,A Lyth,2016-07-22,Northamptonshire,Yorkshire,0,Headingley
0,A Lyth,5,6,1,0,83.33333333333334,RJ Gleeson,['GG White'],caught,A Lyth,2016-07-29,Yorkshire,Yorkshire,0,County Ground
0,A Lyth,8,10,2,0,80.0,SW Tait,['JA Rudolph'],caught,A Lyth,2016-08-11,Yorkshire,Yorkshire,0,Sophia Gardens
0,A Lyth,64,42,6,2,152.38095238095238,C Rushworth,['MD Stoneman'],caught,A Lyth,2016-08-20,Yorkshire,Durham,0,Edgbaston
8,AJ Hodd,1,3,0,0,33.33333333333333,KJ O'Brien,0,bowled,AJ Hodd,2016-05-27,Leicestershire,Leicestershire,0,Headingley
