bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,result,venue
A Shahzad,2,19,0,1,9.5,2016-05-20,Sussex,Sussex,0,County Ground
A Shahzad,4,40,0,2,10.0,2016-06-01,Somerset,Sussex,0,County Ground
A Shahzad,4,31,0,1,7.75,2016-06-03,Surrey,Surrey,0,County Ground
A Shahzad,2,7,0,0,3.5,2016-06-10,Kent,Sussex,0,County Ground
A Shahzad,4,26,0,3,6.5,2016-06-26,Gloucestershire,Gloucestershire,0,Arundel Castle Cricket Club Ground
A Shahzad,3,29,0,2,9.666666666666666,2016-06-30,Sussex,Kent,0,St Lawrence Ground
A Shahzad,2,21,0,1,10.5,2016-07-01,Middlesex,Sussex,0,County Ground
A Shahzad,4,30,0,1,7.5,2016-07-15,Hampshire,Hampshire,0,County Ground
CD Nash,3,23,0,0,7.666666666666667,2016-06-26,Gloucestershire,Gloucestershire,0,Arundel Castle Cricket Club Ground
CD Nash,3,16,0,1,5.333333333333333,2016-06-30,Sussex,Kent,0,St Lawrence Ground
CD Nash,2,19,0,0,9.5,2016-07-01,Middlesex,Sussex,0,County Ground
CD Nash,3,30,0,0,10.0,2016-07-07,Sussex,Glamorgan,0,Sophia Gardens
CD Nash,1,11,0,0,11.0,2016-07-22,Sussex,Surrey,0,Kennington Oval
CJ Jordan,2,16,0,0,8.0,2016-06-01,Somerset,Sussex,0,County Ground
CJ Jordan,4,35,0,2,8.75,2016-06-03,Surrey,Surrey,0,County Ground
CJ Jordan,4,18,0,3,4.5,2016-06-10,Kent,Sussex,0,County Ground
CJ Jordan,4,47,0,1,11.75,2016-06-30,Sussex,Kent,0,St Lawrence Ground
CJ Jordan,4,26,0,1,6.5,2016-07-07,Sussex,Glamorgan,0,Sophia Gardens
CJ Jordan,4,14,0,3,3.5,2016-07-15,Hampshire,Hampshire,0,County Ground
CJ Jordan,4,30,0,0,7.5,2016-07-21,Sussex,Sussex,0,County Ground
