,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
5,AL Davies,15,9,2,0,166.66666666666669,A Carter,0,bowled,AL Davies,2016-05-21,Derbyshire,Derbyshire,0,Old Trafford
5,AL Davies,6,14,0,0,42.857142857142854,BJ McCarthy,['MD Stoneman'],caught,AL Davies,2016-05-27,Durham,Durham,0,Old Trafford
6,AM Lilley,10,5,2,0,200.0,JDS Neesham,['WL Madsen'],run out,AM Lilley,2016-05-21,Derbyshire,Derbyshire,0,Old Trafford
6,AM Lilley,2,2,0,0,100.0,notOut,notOut,notOut,notOut,2016-05-27,Durham,Durham,0,Old Trafford
5,AM Lilley,2,4,0,0,50.0,WMH Rhodes,['K Carver'],caught,AM Lilley,2016-07-01,Lancashire,Yorkshire,0,Headingley
1,AN Petersen,19,18,2,0,105.55555555555556,AL Hughes,0,bowled,AN Petersen,2016-05-21,Derbyshire,Derbyshire,0,Old Trafford
1,AN Petersen,8,5,1,0,160.0,U Arshad,['P Coughlin'],caught,AN Petersen,2016-05-27,Durham,Durham,0,Old Trafford
1,AN Petersen,16,12,1,1,133.33333333333331,SA Patterson,['JM Bairstow'],caught,AN Petersen,2016-06-03,Yorkshire,Lancashire,0,Old Trafford
1,AN Petersen,21,18,1,1,116.66666666666667,SR Patel,0,lbw,AN Petersen,2016-06-04,Lancashire,Nottinghamshire,0,Trent Bridge
1,AN Petersen,23,18,1,0,127.77777777777777,KJ O'Brien,['TJ Wells'],caught,AN Petersen,2016-06-10,Leicestershire,Lancashire,0,Old Trafford
1,AN Petersen,68,55,1,2,123.63636363636363,notOut,notOut,notOut,notOut,2016-06-24,Worcestershire,Lancashire,0,Old Trafford
1,AN Petersen,15,12,0,1,125.0,WMH Rhodes,['JA Leaning'],caught,AN Petersen,2016-07-01,Lancashire,Yorkshire,0,Headingley
0,AN Petersen,34,22,4,1,154.54545454545453,J Leach,['JD Shantry'],caught,AN Petersen,2016-07-08,Lancashire,Lancashire,0,"County Ground, New Road"
0,AN Petersen,79,50,5,3,158.0,SJ Thakor,['A Carter'],caught,AN Petersen,2016-07-13,Lancashire,Derbyshire,0,County Ground
1,AN Petersen,103,55,10,4,187.27272727272728,notOut,notOut,notOut,notOut,2016-07-15,Lancashire,Leicestershire,0,Grace Road
1,AN Petersen,42,36,4,0,116.66666666666667,U Arshad,['P Mustard'],caught,AN Petersen,2016-07-22,Lancashire,Lancashire,0,Riverside Ground
1,AN Petersen,27,33,2,0,81.81818181818183,JE Poysden,['IR Bell'],caught,AN Petersen,2016-07-29,Warwickshire,Lancashire,0,Old Trafford
10,GA Edwards,2,2,0,0,100.0,notOut,notOut,notOut,notOut,2016-07-01,Lancashire,Yorkshire,0,Headingley
6,J Clark,28,14,2,1,200.0,TT Bresnan,['JM Bairstow'],caught,J Clark,2016-06-03,Yorkshire,Lancashire,0,Old Trafford
0,J Clark,31,12,1,3,258.33333333333337,notOut,notOut,notOut,notOut,2016-06-10,Leicestershire,Lancashire,0,Old Trafford
1,J Clark,6,8,1,0,75.0,R Clarke,0,caught and bowled,J Clark,2016-06-19,Lancashire,Warwickshire,0,Edgbaston
5,J Clark,5,9,0,0,55.55555555555556,J Leach,['AN Kervezee'],caught,J Clark,2016-06-24,Worcestershire,Lancashire,0,Old Trafford
0,J Clark,9,13,0,0,69.23076923076923,SA Patterson,['A Lyth'],caught,J Clark,2016-07-01,Lancashire,Yorkshire,0,Headingley
6,J Clark,1,2,0,0,50.0,A Carter,0,bowled,J Clark,2016-07-13,Lancashire,Derbyshire,0,County Ground
6,J Clark,31,18,2,1,172.22222222222223,notOut,notOut,notOut,notOut,2016-07-29,Warwickshire,Lancashire,0,Old Trafford
3,JC Buttler,10,8,1,0,125.0,U Arshad,['PD Collingwood'],caught,JC Buttler,2016-05-27,Durham,Durham,0,Old Trafford
4,JC Buttler,23,12,1,2,191.66666666666669,BO Coad,['TT Bresnan'],caught,JC Buttler,2016-06-03,Yorkshire,Lancashire,0,Old Trafford
4,JC Buttler,56,29,5,3,193.10344827586206,notOut,notOut,notOut,notOut,2016-06-04,Lancashire,Nottinghamshire,0,Trent Bridge
2,JC Buttler,20,9,2,1,222.22222222222223,notOut,notOut,notOut,notOut,2016-06-10,Leicestershire,Lancashire,0,Old Trafford
4,JC Buttler,0,2,0,0,0.0,R Clarke,0,caught and bowled,JC Buttler,2016-06-19,Lancashire,Warwickshire,0,Edgbaston
1,JC Buttler,57,22,7,4,259.09090909090907,KJ Abbott,0,bowled,JC Buttler,2016-07-08,Lancashire,Lancashire,0,"County Ground, New Road"
10,KM Jarvis,9,8,1,0,112.5,notOut,notOut,notOut,notOut,2016-05-27,Durham,Durham,0,Old Trafford
2,KR Brown,12,15,1,0,80.0,SJ Thakor,['WJ Durston'],caught,KR Brown,2016-05-21,Derbyshire,Derbyshire,0,Old Trafford
2,KR Brown,0,1,0,0,0.0,U Arshad,['P Mustard'],caught,KR Brown,2016-05-27,Durham,Durham,0,Old Trafford
2,KR Brown,54,38,2,3,142.10526315789474,SA Patterson,['GS Ballance'],caught,KR Brown,2016-06-03,Yorkshire,Lancashire,0,Old Trafford
2,KR Brown,47,37,6,1,127.02702702702702,HF Gurney,['MH Wessels'],caught,KR Brown,2016-06-04,Lancashire,Nottinghamshire,0,Trent Bridge
