,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
5,AJ Blake,0,1,0,0,0.0,DJG Sammy,0,caught and bowled,AJ Blake,2016-06-02,Kent,Hampshire,0,The Rose Bowl
5,AJ Blake,24,25,1,0,96.0,notOut,notOut,notOut,notOut,2016-06-03,Gloucestershire,Gloucestershire,0,Kent County Cricket Ground
6,AJ Blake,3,4,0,0,75.0,CJ Jordan,['LJ Wright'],caught,AJ Blake,2016-06-10,Kent,Sussex,0,County Ground
4,AJ Blake,30,26,1,1,115.38461538461537,CA Ingram,['GG Wagg'],caught,AJ Blake,2016-06-17,Kent,Glamorgan,0,Sophia Gardens
4,AJ Blake,3,9,0,0,33.33333333333333,NA Sowter,['JK Fuller'],caught,AJ Blake,2016-06-24,Middlesex,Middlesex,0,St Lawrence Ground
4,AJ Blake,36,23,3,1,156.52173913043478,notOut,notOut,notOut,notOut,2016-06-30,Sussex,Kent,0,St Lawrence Ground
4,AJ Blake,37,31,2,2,119.35483870967742,RN ten Doeschate,['JD Ryder'],run out,SW Billings,2016-07-01,Kent,Essex,0,County Ground
5,AJ Blake,37,31,2,2,119.35483870967742,MR Quinn,['RN ten Doeschate'],caught,AJ Blake,2016-07-01,Kent,Essex,0,County Ground
4,AJ Blake,26,24,0,2,108.33333333333333,notOut,notOut,notOut,notOut,2016-07-07,Kent,Kent,0,County Ground
4,AJ Blake,1,2,0,0,50.0,TMJ Smith,['AJ Tye'],caught,AJ Blake,2016-07-08,Kent,Kent,0,County Ground
4,AJ Blake,19,15,2,0,126.66666666666666,RS Bopara,['JS Foster'],caught,AJ Blake,2016-07-22,Essex,Essex,0,St Lawrence Ground
5,AJ Blake,19,18,1,1,105.55555555555556,CH Morris,0,bowled,AJ Blake,2016-07-29,Kent,Surrey,0,Kennington Oval
9,DA Griffiths,8,8,0,1,100.0,GK Berg,0,bowled,DA Griffiths,2016-06-02,Kent,Hampshire,0,The Rose Bowl
10,DA Griffiths,0,1,0,0,0.0,TS Mills,['BC Brown'],caught,DA Griffiths,2016-06-10,Kent,Sussex,0,County Ground
10,DA Griffiths,8,7,1,0,114.28571428571428,GR Napier,0,bowled,DA Griffiths,2016-07-22,Essex,Essex,0,St Lawrence Ground
3,DI Stevens,12,5,1,1,240.0,notOut,notOut,notOut,notOut,2016-05-20,Somerset,Kent,0,St Lawrence Ground
4,DI Stevens,18,11,1,1,163.63636363636365,DJG Sammy,0,lbw,DI Stevens,2016-06-02,Kent,Hampshire,0,The Rose Bowl
4,DI Stevens,11,7,2,0,157.14285714285714,AJ Tye,0,bowled,DI Stevens,2016-06-03,Gloucestershire,Gloucestershire,0,Kent County Cricket Ground
5,DI Stevens,17,14,1,1,121.42857142857142,CJ Jordan,['WAT Beer'],caught,DI Stevens,2016-06-10,Kent,Sussex,0,County Ground
5,DI Stevens,13,12,0,1,108.33333333333333,T van der Gugten,0,bowled,DI Stevens,2016-06-17,Kent,Glamorgan,0,Sophia Gardens
6,DI Stevens,17,11,1,1,154.54545454545453,JK Fuller,['NA Sowter'],caught,DI Stevens,2016-06-24,Middlesex,Middlesex,0,St Lawrence Ground
5,DI Stevens,2,4,0,0,50.0,CJ Jordan,['KMDN Kulasekara'],caught,DI Stevens,2016-06-30,Sussex,Kent,0,St Lawrence Ground
6,DI Stevens,12,14,1,1,85.71428571428571,RS Bopara,['RS Bopara'],run out,DI Stevens,2016-07-01,Kent,Essex,0,County Ground
5,DI Stevens,12,9,0,1,133.33333333333331,L Gregory,['RE van der Merwe'],caught,DI Stevens,2016-07-07,Kent,Kent,0,County Ground
5,DI Stevens,20,11,2,1,181.8181818181818,BAC Howell,['TMJ Smith'],caught,DI Stevens,2016-07-08,Kent,Kent,0,County Ground
5,DI Stevens,33,25,5,0,132.0,GR Napier,0,bowled,DI Stevens,2016-07-22,Essex,Essex,0,St Lawrence Ground
6,DI Stevens,1,3,0,0,33.33333333333333,CH Morris,['JJ Roy'],caught,DI Stevens,2016-07-29,Kent,Surrey,0,Kennington Oval
0,DJ Bell-Drummond,83,49,10,2,169.3877551020408,notOut,notOut,notOut,notOut,2016-05-20,Somerset,Kent,0,St Lawrence Ground
0,DJ Bell-Drummond,64,53,7,0,120.75471698113208,Shahid Afridi,['AJA Wheater'],stumped,DJ Bell-Drummond,2016-06-02,Kent,Hampshire,0,The Rose Bowl
