bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,result,venue
Ashar Zaidi,3,18,0,1,6.0,2016-06-01,Essex,Essex,0,Sophia Gardens
Ashar Zaidi,3,17,0,1,5.666666666666667,2016-06-03,Essex,Somerset,0,County Ground
Ashar Zaidi,1,5,0,0,5.0,2016-06-10,Middlesex,Middlesex,0,County Ground
Ashar Zaidi,2,22,0,0,11.0,2016-06-16,Gloucestershire,Gloucestershire,0,County Ground
Ashar Zaidi,2,16,0,0,8.0,2016-06-24,Hampshire,Essex,0,County Ground
Ashar Zaidi,4,18,0,1,4.5,2016-06-25,Essex,Essex,0,Kennington Oval
Ashar Zaidi,4,16,0,2,4.0,2016-07-08,Essex,Essex,0,The Rose Bowl
Ashar Zaidi,4,36,0,0,9.0,2016-07-17,Essex,Gloucestershire,0,College Ground
Ashar Zaidi,3,38,0,0,12.666666666666666,2016-07-21,Sussex,Sussex,0,County Ground
Ashar Zaidi,1,4,0,0,4.0,2016-08-08,Essex,Nottinghamshire,0,Trent Bridge
CJ Taylor,1,19,0,0,19.0,2016-06-03,Essex,Somerset,0,County Ground
DD Masters,4,18,0,1,4.5,2016-06-01,Essex,Essex,0,Sophia Gardens
DD Masters,4,54,0,1,13.5,2016-06-03,Essex,Somerset,0,County Ground
DD Masters,3,29,0,0,9.666666666666666,2016-06-16,Gloucestershire,Gloucestershire,0,County Ground
DD Masters,4,29,0,2,7.25,2016-07-22,Essex,Essex,0,St Lawrence Ground
DD Masters,2,16,0,0,8.0,2016-07-28,Essex,Essex,0,Lord's
DD Masters,4,16,0,1,4.0,2016-07-29,Glamorgan,0,0,County Ground
DD Masters,3,31,0,0,10.333333333333334,2016-08-08,Essex,Nottinghamshire,0,Trent Bridge
DW Lawrence,4,22,0,3,5.5,2016-06-10,Middlesex,Middlesex,0,County Ground
DW Lawrence,1,13,0,0,13.0,2016-06-16,Gloucestershire,Gloucestershire,0,County Ground
DW Lawrence,4,21,0,1,5.25,2016-06-24,Hampshire,Essex,0,County Ground
DW Lawrence,4,11,0,3,2.75,2016-06-25,Essex,Essex,0,Kennington Oval
DW Lawrence,2,24,0,0,12.0,2016-07-01,Kent,Essex,0,County Ground
DW Lawrence,3,28,0,1,9.333333333333334,2016-07-08,Essex,Essex,0,The Rose Bowl
DW Lawrence,1,10,0,1,10.0,2016-07-21,Sussex,Sussex,0,County Ground
