bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,result,venue
A Carter,4,33,0,2,8.25,2016-05-21,Derbyshire,Derbyshire,0,Old Trafford
A Carter,4,34,0,3,8.5,2016-05-27,Derbyshire,Northamptonshire,0,County Ground
A Carter,4,28,0,1,7.0,2016-06-03,Leicestershire,Derbyshire,0,County Ground
A Carter,4,30,0,1,7.5,2016-06-17,Warwickshire,Warwickshire,0,County Ground
A Carter,2,15,0,1,7.5,2016-06-24,Nottinghamshire,Nottinghamshire,0,County Ground
A Carter,4,46,0,2,11.5,2016-07-01,Derbyshire,Derbyshire,0,"County Ground, New Road"
A Carter,4,40,0,1,10.0,2016-07-10,Yorkshire,Yorkshire,0,County Ground
A Carter,4,40,0,1,10.0,2016-07-13,Lancashire,Derbyshire,0,County Ground
AL Hughes,4,23,0,1,5.75,2016-05-21,Derbyshire,Derbyshire,0,Old Trafford
AL Hughes,4,33,0,0,8.25,2016-05-27,Derbyshire,Northamptonshire,0,County Ground
AL Hughes,3,22,0,1,7.333333333333333,2016-06-03,Leicestershire,Derbyshire,0,County Ground
AL Hughes,4,21,0,1,5.25,2016-06-17,Warwickshire,Warwickshire,0,County Ground
AL Hughes,1,3,0,1,3.0,2016-06-19,Derbyshire,Yorkshire,0,Headingley
AL Hughes,3,23,0,0,7.666666666666667,2016-06-24,Nottinghamshire,Nottinghamshire,0,County Ground
AL Hughes,4,23,0,3,5.75,2016-07-01,Derbyshire,Derbyshire,0,"County Ground, New Road"
AL Hughes,4,42,0,0,10.5,2016-07-08,Derbyshire,Leicestershire,0,Grace Road
AL Hughes,1,11,0,0,11.0,2016-07-10,Yorkshire,Yorkshire,0,County Ground
AL Hughes,4,30,0,0,7.5,2016-07-13,Lancashire,Derbyshire,0,County Ground
AL Hughes,3,27,0,0,9.0,2016-07-22,Worcestershire,Derbyshire,0,County Ground
AL Hughes,3,29,0,0,9.666666666666666,2016-07-29,Derbyshire,Durham,0,Riverside Ground
BD Cotton,1,13,0,0,13.0,2016-06-19,Derbyshire,Yorkshire,0,Headingley
BD Cotton,2,22,0,1,11.0,2016-06-24,Nottinghamshire,Nottinghamshire,0,County Ground
BD Cotton,3,24,0,2,8.0,2016-07-22,Worcestershire,Derbyshire,0,County Ground
BD Cotton,4,47,0,0,11.75,2016-07-29,Derbyshire,Durham,0,Riverside Ground
JDS Neesham,4,38,0,3,9.5,2016-05-21,Derbyshire,Derbyshire,0,Old Trafford
JDS Neesham,4,47,0,0,11.75,2016-05-27,Derbyshire,Northamptonshire,0,County Ground
JDS Neesham,4,26,0,3,6.5,2016-06-03,Leicestershire,Derbyshire,0,County Ground
JDS Neesham,4,24,0,2,6.0,2016-06-17,Warwickshire,Warwickshire,0,County Ground
JDS Neesham,2,21,0,0,10.5,2016-06-19,Derbyshire,Yorkshire,0,Headingley
JDS Neesham,1,27,0,0,27.0,2016-06-24,Nottinghamshire,Nottinghamshire,0,County Ground
JDS Neesham,4,47,0,2,11.75,2016-07-01,Derbyshire,Derbyshire,0,"County Ground, New Road"
JDS Neesham,2,29,0,0,14.5,2016-07-08,Derbyshire,Leicestershire,0,Grace Road
JDS Neesham,4,41,0,1,10.25,2016-07-10,Yorkshire,Yorkshire,0,County Ground
JDS Neesham,4,35,0,5,8.75,2016-07-13,Lancashire,Derbyshire,0,County Ground
JDS Neesham,3,21,0,1,7.0,2016-07-22,Worcestershire,Derbyshire,0,County Ground
JDS Neesham,4,25,0,1,6.25,2016-07-29,Derbyshire,Durham,0,Riverside Ground
MJJ Critchley,4,19,0,0,4.75,2016-05-21,Derbyshire,Derbyshire,0,Old Trafford
MJJ Critchley,3,19,0,2,6.333333333333333,2016-05-27,Derbyshire,Northamptonshire,0,County Ground
MJJ Critchley,4,18,0,1,4.5,2016-06-03,Leicestershire,Derbyshire,0,County Ground
MJJ Critchley,4,31,0,1,7.75,2016-06-17,Warwickshire,Warwickshire,0,County Ground
MJJ Critchley,2,13,0,1,6.5,2016-06-19,Derbyshire,Yorkshire,0,Headingley
MJJ Critchley,3,15,0,0,5.0,2016-06-24,Nottinghamshire,Nottinghamshire,0,County Ground
MJJ Critchley,3,20,0,0,6.666666666666667,2016-07-01,Derbyshire,Derbyshire,0,"County Ground, New Road"
MJJ Critchley,3,31,0,0,10.333333333333334,2016-07-08,Derbyshire,Leicestershire,0,Grace Road
MJJ Critchley,3,17,0,1,5.666666666666667,2016-07-10,Yorkshire,Yorkshire,0,County Ground
MJJ Critchley,3,20,0,2,6.666666666666667,2016-07-13,Lancashire,Derbyshire,0,County Ground
MJJ Critchley,4,36,0,3,9.0,2016-07-22,Worcestershire,Derbyshire,0,County Ground
MJJ Critchley,2,20,0,0,10.0,2016-07-29,Derbyshire,Durham,0,Riverside Ground
SJ Thakor,3,18,0,1,6.0,2016-05-21,Derbyshire,Derbyshire,0,Old Trafford
SJ Thakor,3,34,0,1,11.333333333333334,2016-05-27,Derbyshire,Northamptonshire,0,County Ground
SJ Thakor,4,17,0,3,4.25,2016-06-03,Leicestershire,Derbyshire,0,County Ground
SJ Thakor,4,35,0,1,8.75,2016-06-17,Warwickshire,Warwickshire,0,County Ground
SJ Thakor,1,7,0,0,7.0,2016-06-24,Nottinghamshire,Nottinghamshire,0,County Ground
SJ Thakor,3,22,0,0,7.333333333333333,2016-07-01,Derbyshire,Derbyshire,0,"County Ground, New Road"
SJ Thakor,2,10,0,0,5.0,2016-07-08,Derbyshire,Leicestershire,0,Grace Road
SJ Thakor,4,34,0,1,8.5,2016-07-10,Yorkshire,Yorkshire,0,County Ground
SJ Thakor,3,25,0,1,8.333333333333334,2016-07-13,Lancashire,Derbyshire,0,County Ground
SJ Thakor,2,29,0,3,14.5,2016-07-22,Worcestershire,Derbyshire,0,County Ground
SJ Thakor,4,37,0,1,9.25,2016-07-29,Derbyshire,Durham,0,Riverside Ground
TP Milnes,3,30,0,0,10.0,2016-07-08,Derbyshire,Leicestershire,0,Grace Road
WJ Durston,2,22,0,1,11.0,2016-05-27,Derbyshire,Northamptonshire,0,County Ground
WJ Durston,1,12,0,0,12.0,2016-07-01,Derbyshire,Derbyshire,0,"County Ground, New Road"
WJ Durston,2,22,0,1,11.0,2016-07-08,Derbyshire,Leicestershire,0,Grace Road
WJ Durston,4,17,0,2,4.25,2016-07-10,Yorkshire,Yorkshire,0,County Ground
WJ Durston,1,3,0,0,3.0,2016-07-13,Lancashire,Derbyshire,0,County Ground
WJ Durston,2,20,0,1,10.0,2016-07-22,Worcestershire,Derbyshire,0,County Ground
WJ Durston,3,27,0,0,9.0,2016-07-29,Derbyshire,Durham,0,Riverside Ground
WL Madsen,1,7,0,1,7.0,2016-06-03,Leicestershire,Derbyshire,0,County Ground
WL Madsen,3,17,0,1,5.666666666666667,2016-06-19,Derbyshire,Yorkshire,0,Headingley
WL Madsen,2,10,0,1,5.0,2016-06-24,Nottinghamshire,Nottinghamshire,0,County Ground
WL Madsen,1,15,0,0,15.0,2016-07-01,Derbyshire,Derbyshire,0,"County Ground, New Road"
WL Madsen,1,12,0,0,12.0,2016-07-13,Lancashire,Derbyshire,0,County Ground
