bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,result,venue
AM Lilley,2,21,0,0,10.5,2016-05-21,Derbyshire,Derbyshire,0,Old Trafford
AM Lilley,2,28,0,0,14.0,2016-05-27,Durham,Durham,0,Old Trafford
AM Lilley,3,23,0,2,7.666666666666667,2016-06-03,Yorkshire,Lancashire,0,Old Trafford
AM Lilley,2,28,0,1,14.0,2016-06-04,Lancashire,Nottinghamshire,0,Trent Bridge
AM Lilley,3,21,0,1,7.0,2016-06-10,Leicestershire,Lancashire,0,Old Trafford
AM Lilley,4,29,0,1,7.25,2016-06-19,Lancashire,Warwickshire,0,Edgbaston
AM Lilley,3,12,0,1,4.0,2016-06-24,Worcestershire,Lancashire,0,Old Trafford
AM Lilley,2,14,0,0,7.0,2016-07-01,Lancashire,Yorkshire,0,Headingley
AM Lilley,1,9,0,0,9.0,2016-07-22,Lancashire,Lancashire,0,Riverside Ground
AM Lilley,4,21,0,3,5.25,2016-07-29,Warwickshire,Lancashire,0,Old Trafford
GA Edwards,2,23,0,1,11.5,2016-05-21,Derbyshire,Derbyshire,0,Old Trafford
GA Edwards,4,38,0,2,9.5,2016-05-27,Durham,Durham,0,Old Trafford
GA Edwards,4,33,0,3,8.25,2016-06-03,Yorkshire,Lancashire,0,Old Trafford
GA Edwards,4,38,0,3,9.5,2016-06-04,Lancashire,Nottinghamshire,0,Trent Bridge
GA Edwards,3,26,0,0,8.666666666666666,2016-06-10,Leicestershire,Lancashire,0,Old Trafford
GA Edwards,3,24,0,2,8.0,2016-06-19,Lancashire,Warwickshire,0,Edgbaston
GA Edwards,4,24,0,2,6.0,2016-07-01,Lancashire,Yorkshire,0,Headingley
GA Edwards,3,37,0,3,12.333333333333334,2016-07-08,Lancashire,Lancashire,0,"County Ground, New Road"
GA Edwards,4,44,0,0,11.0,2016-07-13,Lancashire,Derbyshire,0,County Ground
GA Edwards,3,48,0,1,16.0,2016-07-15,Lancashire,Leicestershire,0,Grace Road
GT Griffiths,0,0,1,0,,2016-05-21,Derbyshire,Derbyshire,0,Old Trafford
J Clark,3,30,0,0,10.0,2016-06-03,Yorkshire,Lancashire,0,Old Trafford
J Clark,4,28,0,2,7.0,2016-06-04,Lancashire,Nottinghamshire,0,Trent Bridge
J Clark,3,15,0,1,5.0,2016-06-10,Leicestershire,Lancashire,0,Old Trafford
J Clark,4,28,0,0,7.0,2016-06-19,Lancashire,Warwickshire,0,Edgbaston
J Clark,3,8,0,1,2.6666666666666665,2016-06-24,Worcestershire,Lancashire,0,Old Trafford
J Clark,3,37,0,1,12.333333333333334,2016-07-01,Lancashire,Yorkshire,0,Headingley
J Clark,3,39,0,2,13.0,2016-07-08,Lancashire,Lancashire,0,"County Ground, New Road"
J Clark,4,28,0,1,7.0,2016-07-13,Lancashire,Derbyshire,0,County Ground
J Clark,4,45,0,1,11.25,2016-07-15,Lancashire,Leicestershire,0,Grace Road
J Clark,4,44,0,1,11.0,2016-07-22,Lancashire,Lancashire,0,Riverside Ground
KM Jarvis,1,20,0,0,20.0,2016-05-27,Durham,Durham,0,Old Trafford
LM Reece,3,29,0,2,9.666666666666666,2016-07-08,Lancashire,Lancashire,0,"County Ground, New Road"
LM Reece,1,16,0,0,16.0,2016-07-13,Lancashire,Derbyshire,0,County Ground
LM Reece,1,6,0,0,6.0,2016-07-15,Lancashire,Leicestershire,0,Grace Road
LM Reece,1,14,0,0,14.0,2016-07-22,Lancashire,Lancashire,0,Riverside Ground
LS Livingstone,2,9,0,1,4.5,2016-07-29,Warwickshire,Lancashire,0,Old Trafford
N Wagner,2,25,0,0,12.5,2016-05-21,Derbyshire,Derbyshire,0,Old Trafford
N Wagner,4,25,0,2,6.25,2016-05-27,Durham,Durham,0,Old Trafford
N Wagner,4,39,0,1,9.75,2016-06-03,Yorkshire,Lancashire,0,Old Trafford
N Wagner,4,39,0,1,9.75,2016-06-04,Lancashire,Nottinghamshire,0,Trent Bridge
N Wagner,3,40,0,0,13.333333333333334,2016-06-10,Leicestershire,Lancashire,0,Old Trafford
NL Buck,4,26,0,4,6.5,2016-06-19,Lancashire,Warwickshire,0,Edgbaston
NL Buck,3,12,0,3,4.0,2016-06-24,Worcestershire,Lancashire,0,Old Trafford
NL Buck,4,25,0,3,6.25,2016-07-01,Lancashire,Yorkshire,0,Headingley
