,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
10,A Carter,0,1,0,0,0.0,HF Gurney,0,bowled,A Carter,2016-06-24,Nottinghamshire,Nottinghamshire,0,County Ground
9,AJ Mellor,10,7,0,0,142.85714285714286,notOut,notOut,notOut,notOut,2016-07-29,Derbyshire,Durham,0,Riverside Ground
6,AL Hughes,8,9,0,0,88.88888888888889,notOut,notOut,notOut,notOut,2016-05-27,Derbyshire,Northamptonshire,0,County Ground
5,AL Hughes,27,29,3,0,93.10344827586206,JKH Naik,['BA Raine'],caught,AL Hughes,2016-06-03,Leicestershire,Derbyshire,0,County Ground
7,AL Hughes,10,11,1,0,90.9090909090909,notOut,notOut,notOut,notOut,2016-06-17,Warwickshire,Warwickshire,0,County Ground
6,AL Hughes,23,19,2,1,121.05263157894737,TT Bresnan,['Azeem Rafiq'],caught,AL Hughes,2016-06-19,Derbyshire,Yorkshire,0,Headingley
6,AL Hughes,12,16,0,0,75.0,SR Patel,['JT Ball'],caught,AL Hughes,2016-06-24,Nottinghamshire,Nottinghamshire,0,County Ground
7,AL Hughes,3,5,0,0,60.0,CJ McKay,0,bowled,AL Hughes,2016-07-08,Derbyshire,Leicestershire,0,Grace Road
6,AL Hughes,3,3,0,0,100.0,Azeem Rafiq,['DJ Willey'],caught,AL Hughes,2016-07-10,Yorkshire,Yorkshire,0,County Ground
7,AL Hughes,2,4,0,0,50.0,P Coughlin,['RD Pringle'],caught,AL Hughes,2016-07-29,Derbyshire,Durham,0,Riverside Ground
1,BA Godleman,2,4,0,0,50.0,CJ McKay,"[""NJ O'Brien""]",caught,BA Godleman,2016-06-03,Leicestershire,Derbyshire,0,County Ground
0,BA Godleman,4,8,0,0,50.0,OJ Hannon-Dalby,['AD Thomason'],caught,BA Godleman,2016-06-17,Warwickshire,Warwickshire,0,County Ground
9,BD Cotton,0,1,0,0,0.0,notOut,notOut,notOut,notOut,2016-06-19,Derbyshire,Yorkshire,0,Headingley
9,BD Cotton,4,9,0,0,44.44444444444444,HF Gurney,0,bowled,BD Cotton,2016-06-24,Nottinghamshire,Nottinghamshire,0,County Ground
10,BD Cotton,3,2,0,0,150.0,notOut,notOut,notOut,notOut,2016-07-29,Derbyshire,Durham,0,Riverside Ground
2,CF Hughes,46,30,6,1,153.33333333333334,JJ Cobb,0,bowled,CF Hughes,2016-05-27,Derbyshire,Northamptonshire,0,County Ground
2,CF Hughes,19,16,0,2,118.75,NJ Dexter,0,bowled,CF Hughes,2016-06-03,Leicestershire,Derbyshire,0,County Ground
2,CF Hughes,7,5,0,1,140.0,R Clarke,['IR Bell'],caught,CF Hughes,2016-06-17,Warwickshire,Warwickshire,0,County Ground
