bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,result,venue
A Javid,4,27,0,1,6.75,2016-05-27,Worcestershire,Worcestershire,0,Edgbaston
A Javid,2,12,0,1,6.0,2016-06-03,Durham,Warwickshire,0,Edgbaston
A Javid,1,11,0,0,11.0,2016-06-17,Warwickshire,Warwickshire,0,County Ground
A Javid,1,8,0,0,8.0,2016-06-24,Warwickshire,Warwickshire,0,Grace Road
A Javid,1,12,0,0,12.0,2016-07-01,Northamptonshire,Northamptonshire,0,Edgbaston
A Javid,1,11,0,0,11.0,2016-07-08,Warwickshire,Yorkshire,0,Headingley
A Javid,1,7,0,0,7.0,2016-07-15,Warwickshire,Worcestershire,0,"County Ground, New Road"
A Javid,2,15,0,1,7.5,2016-07-17,Leicestershire,Warwickshire,0,Edgbaston
A Javid,1,14,0,0,14.0,2016-07-19,Warwickshire,Northamptonshire,0,County Ground
A Javid,2,24,0,1,12.0,2016-07-22,Nottinghamshire,Nottinghamshire,0,Edgbaston
A Javid,3,15,0,0,5.0,2016-07-29,Warwickshire,Lancashire,0,Old Trafford
AD Thomason,1,19,0,0,19.0,2016-07-15,Warwickshire,Worcestershire,0,"County Ground, New Road"
AD Thomason,3,24,0,2,8.0,2016-07-19,Warwickshire,Northamptonshire,0,County Ground
AD Thomason,2,25,0,0,12.5,2016-07-22,Nottinghamshire,Nottinghamshire,0,Edgbaston
CJC Wright,4,32,0,2,8.0,2016-05-20,Warwickshire,Warwickshire,0,Trent Bridge
CR Woakes,4,31,0,0,7.75,2016-05-20,Warwickshire,Warwickshire,0,Trent Bridge
CR Woakes,4,25,0,4,6.25,2016-06-03,Durham,Warwickshire,0,Edgbaston
CR Woakes,4,29,0,1,7.25,2016-06-17,Warwickshire,Warwickshire,0,County Ground
CR Woakes,1,4,0,1,4.0,2016-06-19,Lancashire,Warwickshire,0,Edgbaston
JE Poysden,2,17,0,0,8.5,2016-06-03,Durham,Warwickshire,0,Edgbaston
