,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
5,AG Wakely,4,10,0,0,40.0,BA Raine,['RML Taylor'],caught,AG Wakely,2016-05-20,Northamptonshire,Northamptonshire,0,Grace Road
0,AG Wakely,20,19,3,0,105.26315789473684,EG Barnard,['OB Cox'],caught,AG Wakely,2016-06-10,Northamptonshire,Worcestershire,0,"County Ground, New Road"
0,AG Wakely,28,17,4,1,164.70588235294116,C Rushworth,['P Coughlin'],caught,AG Wakely,2016-06-17,Durham,Northamptonshire,0,County Ground
5,AG Wakely,4,2,1,0,200.0,notOut,notOut,notOut,notOut,2016-06-26,Leicestershire,Northamptonshire,0,County Ground
5,AG Wakely,4,5,0,0,80.0,Imran Tahir,0,lbw,AG Wakely,2016-07-08,Nottinghamshire,Nottinghamshire,0,County Ground
3,AG Wakely,53,23,5,3,230.43478260869566,notOut,notOut,notOut,notOut,2016-07-19,Warwickshire,Northamptonshire,0,County Ground
3,AG Wakely,0,1,0,0,0.0,LE Plunkett,['A Lyth'],caught,AG Wakely,2016-07-22,Northamptonshire,Yorkshire,0,Headingley
3,AG Wakely,64,42,2,5,152.38095238095238,TT Bresnan,['A Lyth'],caught,AG Wakely,2016-07-29,Yorkshire,Yorkshire,0,County Ground
4,AG Wakely,13,12,2,0,108.33333333333333,notOut,notOut,notOut,notOut,2016-08-09,Middlesex,Northamptonshire,0,County Ground
5,AG Wakely,43,40,3,2,107.5,U Arshad,['U Arshad'],run out,AG Wakely,2016-08-20,Northamptonshire,Northamptonshire,0,Edgbaston
4,AG Wakely,53,45,4,0,117.77777777777779,notOut,notOut,notOut,notOut,2016-08-20,Northamptonshire,Northamptonshire,0,Edgbaston
1,AM Rossington,23,13,5,0,176.9230769230769,RML Taylor,['NJ Dexter'],caught,AM Rossington,2016-05-20,Northamptonshire,Northamptonshire,0,Grace Road
1,AM Rossington,16,7,2,1,228.57142857142856,SJ Thakor,0,bowled,AM Rossington,2016-05-27,Derbyshire,Northamptonshire,0,County Ground
1,AM Rossington,5,5,1,0,100.0,JD Shantry,['MM Ali'],caught,AM Rossington,2016-06-03,Worcestershire,Northamptonshire,0,County Ground
1,AM Rossington,2,3,0,0,66.66666666666666,J Leach,['OB Cox'],caught,AM Rossington,2016-06-10,Northamptonshire,Worcestershire,0,"County Ground, New Road"
1,AM Rossington,17,18,0,2,94.44444444444444,SG Borthwick,['P Coughlin'],caught,AM Rossington,2016-06-17,Durham,Northamptonshire,0,County Ground
1,AM Rossington,50,31,9,0,161.29032258064515,MJ Cosgrove,0,bowled,AM Rossington,2016-06-26,Leicestershire,Northamptonshire,0,County Ground
1,AM Rossington,9,6,2,0,150.0,R Clarke,['SR Hain'],caught,AM Rossington,2016-07-01,Northamptonshire,Northamptonshire,0,Edgbaston
