,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
5,A Javid,8,10,1,0,80.0,MJ Henry,['AN Kervezee'],run out,MR Adair,2016-05-27,Worcestershire,Worcestershire,0,Edgbaston
6,A Javid,8,10,1,0,80.0,MJ Henry,['T Kohler-Cadmore'],caught,A Javid,2016-05-27,Worcestershire,Worcestershire,0,Edgbaston
7,A Javid,4,1,1,0,400.0,notOut,notOut,notOut,notOut,2016-06-17,Warwickshire,Warwickshire,0,County Ground
6,A Javid,34,27,3,0,125.92592592592592,notOut,notOut,notOut,notOut,2016-07-01,Northamptonshire,Northamptonshire,0,Edgbaston
6,A Javid,8,8,0,0,100.0,DJ Willey,['DJ Willey'],run out,R Clarke,2016-07-08,Warwickshire,Yorkshire,0,Headingley
7,A Javid,8,8,0,0,100.0,TT Bresnan,['AJ Hodd'],run out,JE Poysden,2016-07-08,Warwickshire,Yorkshire,0,Headingley
8,A Javid,8,8,0,0,100.0,TT Bresnan,['A Lyth'],run out,A Javid,2016-07-08,Warwickshire,Yorkshire,0,Headingley
6,A Javid,6,5,0,0,120.0,GH Rhodes,['EG Barnard'],run out,A Javid,2016-07-15,Warwickshire,Worcestershire,0,"County Ground, New Road"
5,A Javid,2,3,0,0,66.66666666666666,GG White,0,lbw,A Javid,2016-07-19,Warwickshire,Northamptonshire,0,County Ground
6,A Javid,4,7,0,0,57.14285714285714,S Mahmood,['LS Livingstone'],caught,A Javid,2016-07-29,Warwickshire,Lancashire,0,Old Trafford
4,AD Thomason,6,6,0,0,100.0,JDS Neesham,['SJ Thakor'],caught,AD Thomason,2016-06-17,Warwickshire,Warwickshire,0,County Ground
5,AD Thomason,3,7,0,0,42.857142857142854,J Leach,['RA Whiteley'],caught,AD Thomason,2016-07-15,Warwickshire,Worcestershire,0,"County Ground, New Road"
6,AD Thomason,3,5,0,0,60.0,S Prasanna,['AM Rossington'],stumped,AD Thomason,2016-07-19,Warwickshire,Northamptonshire,0,County Ground
5,CR Woakes,16,12,1,1,133.33333333333331,notOut,notOut,notOut,notOut,2016-05-20,Warwickshire,Warwickshire,0,Trent Bridge
5,CR Woakes,2,3,0,0,66.66666666666666,JDS Neesham,['MJJ Critchley'],run out,CR Woakes,2016-06-17,Warwickshire,Warwickshire,0,County Ground
5,CR Woakes,13,13,0,0,100.0,AM Lilley,['LA Procter'],caught,CR Woakes,2016-06-19,Lancashire,Warwickshire,0,Edgbaston
0,IR Bell,11,14,1,1,78.57142857142857,BA Hutton,['SR Patel'],caught,IR Bell,2016-05-20,Warwickshire,Warwickshire,0,Trent Bridge
1,IR Bell,66,61,5,2,108.19672131147541,J Leach,"[""BL D'Oliveira""]",caught,IR Bell,2016-05-27,Worcestershire,Worcestershire,0,Edgbaston
1,IR Bell,35,27,3,1,129.62962962962962,SG Borthwick,0,bowled,IR Bell,2016-06-03,Durham,Warwickshire,0,Edgbaston
1,IR Bell,67,55,5,2,121.81818181818183,A Carter,['WL Madsen'],caught,IR Bell,2016-06-17,Warwickshire,Warwickshire,0,County Ground
1,IR Bell,18,10,3,0,180.0,NL Buck,['MJ Guptill'],caught,IR Bell,2016-06-19,Lancashire,Warwickshire,0,Edgbaston
1,IR Bell,36,39,3,1,92.3076923076923,notOut,notOut,notOut,notOut,2016-06-24,Warwickshire,Warwickshire,0,Grace Road
1,IR Bell,2,2,0,0,100.0,RJ Gleeson,0,bowled,IR Bell,2016-07-01,Northamptonshire,Northamptonshire,0,Edgbaston
2,IR Bell,30,23,4,0,130.43478260869566,AU Rashid,['AJ Hodd'],stumped,IR Bell,2016-07-08,Warwickshire,Yorkshire,0,Headingley
1,IR Bell,12,12,2,0,100.0,MJ Henry,['T Kohler-Cadmore'],caught,IR Bell,2016-07-15,Warwickshire,Worcestershire,0,"County Ground, New Road"
1,IR Bell,57,35,4,4,162.85714285714286,RML Taylor,"[""NJ O'Brien""]",caught,IR Bell,2016-07-17,Leicestershire,Warwickshire,0,Edgbaston
1,IR Bell,62,39,11,0,158.97435897435898,GG White,['RI Keogh'],caught,IR Bell,2016-07-19,Warwickshire,Northamptonshire,0,County Ground
1,IR Bell,80,56,3,5,142.85714285714286,HF Gurney,['SJ Mullaney'],caught,IR Bell,2016-07-22,Nottinghamshire,Nottinghamshire,0,Edgbaston
1,IR Bell,13,7,2,0,185.71428571428572,S Mahmood,['TJ Moores'],caught,IR Bell,2016-07-29,Warwickshire,Lancashire,0,Old Trafford
10,JE Poysden,1,1,0,0,100.0,notOut,notOut,notOut,notOut,2016-06-19,Lancashire,Warwickshire,0,Edgbaston
9,JE Poysden,1,1,0,0,100.0,notOut,notOut,notOut,notOut,2016-07-15,Warwickshire,Worcestershire,0,"County Ground, New Road"
10,JE Poysden,9,5,1,0,180.0,notOut,notOut,notOut,notOut,2016-07-19,Warwickshire,Northamptonshire,0,County Ground
9,JE Poysden,1,1,0,0,100.0,notOut,notOut,notOut,notOut,2016-07-29,Warwickshire,Lancashire,0,Old Trafford
8,JS Patel,0,1,0,0,0.0,notOut,notOut,notOut,notOut,2016-05-27,Worcestershire,Worcestershire,0,Edgbaston
8,JS Patel,0,3,0,0,0.0,GA Edwards,['SJ Croft'],caught,JS Patel,2016-06-19,Lancashire,Warwickshire,0,Edgbaston
8,JS Patel,7,8,0,0,87.5,GG White,['AM Rossington'],stumped,JS Patel,2016-07-01,Northamptonshire,Northamptonshire,0,Edgbaston
9,JS Patel,0,1,0,0,0.0,DJ Willey,['JA Leaning'],caught,JS Patel,2016-07-08,Warwickshire,Yorkshire,0,Headingley
7,JS Patel,0,2,0,0,0.0,GH Rhodes,['DKH Mitchell'],caught,JS Patel,2016-07-15,Warwickshire,Worcestershire,0,"County Ground, New Road"
8,JS Patel,1,3,0,0,33.33333333333333,GG White,['RJ Gleeson'],caught,JS Patel,2016-07-19,Warwickshire,Northamptonshire,0,County Ground
7,JS Patel,6,8,0,0,75.0,notOut,notOut,notOut,notOut,2016-07-29,Warwickshire,Lancashire,0,Old Trafford
5,KHD Barker,4,8,0,0,50.0,notOut,notOut,notOut,notOut,2016-07-17,Leicestershire,Warwickshire,0,Edgbaston
7,KHD Barker,1,2,0,0,50.0,GG White,['AM Rossington'],stumped,KHD Barker,2016-07-19,Warwickshire,Northamptonshire,0,County Ground
4,L Ronchi,22,10,3,1,220.00000000000003,DT Christian,['SJ Mullaney'],caught,L Ronchi,2016-05-20,Warwickshire,Warwickshire,0,Trent Bridge
4,L Ronchi,21,19,2,1,110.5263157894737,J Leach,['AN Kervezee'],caught,L Ronchi,2016-05-27,Worcestershire,Worcestershire,0,Edgbaston
3,L Ronchi,9,9,1,0,100.0,AL Hughes,['CF Hughes'],caught,L Ronchi,2016-06-17,Warwickshire,Warwickshire,0,County Ground
4,L Ronchi,53,36,3,4,147.22222222222223,NL Buck,['GA Edwards'],caught,L Ronchi,2016-06-19,Lancashire,Warwickshire,0,Edgbaston
