,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
0,AJ Hose,4.0,4,0,0,100.0,R McLaren,['LD McManus'],caught,AJ Hose,2016-07-29,Somerset,Hampshire,0,The Rose Bowl
6,AWR Barrow,17.0,19,1,0,89.47368421052632,notOut,notOut,notOut,notOut,2016-07-08,Somerset,Surrey,0,Kennington Oval
7,BGF Green,12.0,13,1,0,92.3076923076923,notOut,notOut,notOut,notOut,2016-07-29,Somerset,Hampshire,0,The Rose Bowl
7,C Overton,3.0,3,0,0,100.0,notOut,notOut,notOut,notOut,2016-06-23,Somerset,Middlesex,0,Lord's
8,C Overton,2.0,3,0,0,66.66666666666666,notOut,notOut,notOut,notOut,2016-07-01,Gloucestershire,Gloucestershire,0,County Ground
2,CH Gayle,5.0,5,1,0,100.0,TS Mills,0,bowled,CH Gayle,2016-06-01,Somerset,Sussex,0,County Ground
0,CH Gayle,49.0,28,5,4,175.0,Wahab Riaz,['DW Lawrence'],caught,CH Gayle,2016-06-03,Essex,Somerset,0,County Ground
0,CH Gayle,31.0,13,1,4,238.46153846153845,TK Curran,['DJ Bravo'],caught,CH Gayle,2016-06-10,Surrey,Somerset,0,County Ground
0,CH Gayle,40.0,27,6,2,148.14814814814815,K Noema-Barnett,['M Klinger'],caught,CH Gayle,2016-06-17,Somerset,Gloucestershire,0,County Ground
0,CH Gayle,52.0,41,4,3,126.82926829268293,WR Smith,0,bowled,CH Gayle,2016-06-19,Hampshire,Somerset,0,County Ground
8,DM Bess,1.0,2,0,0,50.0,LA Dawson,0,bowled,DM Bess,2016-07-29,Somerset,Hampshire,0,The Rose Bowl
3,DPMD Jayawardene,51.0,36,4,3,141.66666666666669,A Shahzad,['D Wiese'],caught,DPMD Jayawardene,2016-06-01,Somerset,Sussex,0,County Ground
3,DPMD Jayawardene,6.0,5,1,0,120.0,DD Masters,0,bowled,DPMD Jayawardene,2016-06-03,Essex,Somerset,0,County Ground
3,DPMD Jayawardene,24.0,21,2,0,114.28571428571428,BAC Howell,0,caught and bowled,DPMD Jayawardene,2016-06-17,Somerset,Gloucestershire,0,County Ground
3,DPMD Jayawardene,45.0,33,6,1,136.36363636363635,notOut,notOut,notOut,notOut,2016-06-19,Hampshire,Somerset,0,County Ground
3,DPMD Jayawardene,0.0,1,0,0,0.0,JEC Franklin,['PR Stirling'],caught,DPMD Jayawardene,2016-06-23,Somerset,Middlesex,0,Lord's
3,DPMD Jayawardene,41.0,35,4,0,117.14285714285715,MD Taylor,['IA Cockbain'],caught,DPMD Jayawardene,2016-07-01,Gloucestershire,Gloucestershire,0,County Ground
1,DPMD Jayawardene,2.0,6,0,0,33.33333333333333,DI Stevens,['AJ Blake'],caught,DPMD Jayawardene,2016-07-07,Kent,Kent,0,County Ground
1,DPMD Jayawardene,36.0,25,6,1,144.0,GJ Batty,['JJ Roy'],caught,DPMD Jayawardene,2016-07-08,Somerset,Surrey,0,Kennington Oval
0,DPMD Jayawardene,18.0,16,3,0,112.5,HW Podmore,['JA Simpson'],caught,DPMD Jayawardene,2016-07-15,Middlesex,Middlesex,0,County Ground
