,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
3,AC Voges,23,19,3,0,121.05263157894737,LA Dawson,['AJA Wheater'],caught,AC Voges,2016-05-27,Hampshire,Middlesex,0,Uxbridge Cricket Club Ground
4,AC Voges,52,40,4,0,130.0,AJ Tye,['IA Cockbain'],run out,JK Fuller,2016-06-02,Gloucestershire,Gloucestershire,0,Merchant Taylors' School Ground
1,BB McCullum,6,5,0,1,120.0,GL van Buuren,0,caught and bowled,BB McCullum,2016-06-02,Gloucestershire,Gloucestershire,0,Merchant Taylors' School Ground
1,BB McCullum,16,9,2,1,177.77777777777777,GR Napier,['CJ Taylor'],caught,BB McCullum,2016-06-10,Middlesex,Middlesex,0,County Ground
0,BB McCullum,16,11,1,1,145.45454545454547,R Rampaul,0,bowled,BB McCullum,2016-06-17,Middlesex,Surrey,0,Kennington Oval
0,BB McCullum,7,8,1,0,87.5,L Gregory,['RC Davies'],caught,BB McCullum,2016-06-23,Somerset,Middlesex,0,Lord's
0,BB McCullum,87,58,4,5,150.0,JC Tredwell,['FK Cowdrey'],run out,JEC Franklin,2016-06-24,Middlesex,Middlesex,0,St Lawrence Ground
1,DJ Malan,93,50,10,5,186.0,GM Andrew,['TL Best'],caught,DJ Malan,2016-05-27,Hampshire,Middlesex,0,Uxbridge Cricket Club Ground
0,DJ Malan,2,3,0,0,66.66666666666666,LC Norwell,['M Klinger'],caught,DJ Malan,2016-06-02,Gloucestershire,Gloucestershire,0,Merchant Taylors' School Ground
0,DJ Malan,34,31,5,0,109.6774193548387,DW Lawrence,['JD Ryder'],caught,DJ Malan,2016-06-10,Middlesex,Middlesex,0,County Ground
1,DJ Malan,11,15,1,0,73.33333333333333,SM Curran,['DJ Bravo'],caught,DJ Malan,2016-06-17,Middlesex,Surrey,0,Kennington Oval
1,DJ Malan,53,30,2,4,176.66666666666666,notOut,notOut,notOut,notOut,2016-06-23,Somerset,Middlesex,0,Lord's
1,DJ Malan,60,35,8,3,171.42857142857142,DI Stevens,['JC Tredwell'],caught,DJ Malan,2016-06-24,Middlesex,Middlesex,0,St Lawrence Ground
0,DJ Malan,11,7,1,1,157.14285714285714,TS Mills,['Craig Cachopa'],caught,DJ Malan,2016-07-01,Middlesex,Sussex,0,County Ground
1,DJ Malan,1,3,0,0,33.33333333333333,SW Tait,0,bowled,DJ Malan,2016-07-08,Glamorgan,Glamorgan,0,Old Deer Park
1,DJ Malan,24,17,5,0,141.1764705882353,JH Davey,['TD Rouse'],caught,DJ Malan,2016-07-15,Middlesex,Middlesex,0,County Ground
1,DJ Malan,11,12,2,0,91.66666666666666,R McLaren,0,caught and bowled,DJ Malan,2016-07-22,Middlesex,Middlesex,0,The Rose Bowl
1,DJ Malan,68,52,3,2,130.76923076923077,notOut,notOut,notOut,notOut,2016-07-28,Essex,Essex,0,Lord's
1,DJ Malan,0,2,0,0,0.0,RK Kleinveldt,0,bowled,DJ Malan,2016-08-09,Middlesex,Northamptonshire,0,County Ground
3,EJG Morgan,13,17,0,1,76.47058823529412,BAC Howell,['IA Cockbain'],caught,EJG Morgan,2016-06-02,Gloucestershire,Gloucestershire,0,Merchant Taylors' School Ground
3,EJG Morgan,59,42,5,2,140.47619047619045,DW Lawrence,['CJ Taylor'],run out,RF Higgins,2016-06-10,Middlesex,Middlesex,0,County Ground
3,EJG Morgan,3,4,0,0,75.0,GJ Batty,['RJ Burns'],caught,EJG Morgan,2016-06-17,Middlesex,Surrey,0,Kennington Oval
2,EJG Morgan,58,49,5,2,118.36734693877551,GG Wagg,['AHT Donald'],caught,EJG Morgan,2016-07-08,Glamorgan,Glamorgan,0,Old Deer Park
2,EJG Morgan,43,44,2,2,97.72727272727273,MTC Waller,['L Gregory'],caught,EJG Morgan,2016-07-15,Middlesex,Middlesex,0,County Ground
2,EJG Morgan,42,24,6,1,175.0,DP Sibley,['AJ Finch'],caught,EJG Morgan,2016-07-21,Surrey,Middlesex,0,Lord's
2,EJG Morgan,2,5,0,0,40.0,GT Griffiths,['LA Dawson'],caught,EJG Morgan,2016-07-22,Middlesex,Middlesex,0,The Rose Bowl
3,GJ Bailey,16,19,1,0,84.21052631578947,WAT Beer,0,bowled,GJ Bailey,2016-07-01,Middlesex,Sussex,0,County Ground
3,GJ Bailey,3,11,0,0,27.27272727272727,CAJ Meschede,0,lbw,GJ Bailey,2016-07-08,Glamorgan,Glamorgan,0,Old Deer Park
3,GJ Bailey,21,25,2,0,84.0,JH Davey,['RE van der Merwe'],caught,GJ Bailey,2016-07-15,Middlesex,Middlesex,0,County Ground
3,GJ Bailey,55,45,7,0,122.22222222222223,JW Dernbach,0,bowled,GJ Bailey,2016-07-21,Surrey,Middlesex,0,Lord's
3,GJ Bailey,76,50,10,0,152.0,BTJ Wheal,['LA Dawson'],caught,GJ Bailey,2016-07-22,Middlesex,Middlesex,0,The Rose Bowl
3,GJ Bailey,7,5,1,0,140.0,RN ten Doeschate,['T Westley'],caught,GJ Bailey,2016-07-28,Essex,Essex,0,Lord's
3,GJ Bailey,1,7,0,0,14.285714285714285,BAC Howell,0,lbw,GJ Bailey,2016-07-29,Middlesex,Gloucestershire,0,County Ground
3,GJ Bailey,46,46,5,1,100.0,RJ Gleeson,['RE Levi'],caught,GJ Bailey,2016-08-09,Middlesex,Northamptonshire,0,County Ground
