,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,result,venue
3,AN Kervezee,40.0,29,4,0,137.93103448275863,A Javid,0,bowled,AN Kervezee,2016-05-27,Worcestershire,Worcestershire,0,Edgbaston
3,AN Kervezee,52.0,40,6,0,130.0,notOut,notOut,notOut,notOut,2016-06-02,Yorkshire,Worcestershire,0,"County Ground, New Road"
4,AN Kervezee,14.0,18,0,0,77.77777777777779,GG White,['S Prasanna'],caught,AN Kervezee,2016-06-03,Worcestershire,Northamptonshire,0,County Ground
3,AN Kervezee,0.0,3,0,0,0.0,Azharullah,['BM Duckett'],caught,AN Kervezee,2016-06-10,Northamptonshire,Worcestershire,0,"County Ground, New Road"
4,AN Kervezee,4.0,9,0,0,44.44444444444444,JT Ball,['MH Wessels'],caught,AN Kervezee,2016-06-18,Nottinghamshire,Nottinghamshire,0,"County Ground, New Road"
3,AN Kervezee,4.0,5,1,0,80.0,J Clark,['SD Parry'],caught,AN Kervezee,2016-06-24,Worcestershire,Lancashire,0,Old Trafford
3,AN Kervezee,5.0,7,0,0,71.42857142857143,KK Jennings,0,bowled,AN Kervezee,2016-06-30,Worcestershire,0,0,Riverside Ground
3,AN Kervezee,1.0,2,0,0,50.0,A Carter,['HR Hosein'],caught,AN Kervezee,2016-07-01,Derbyshire,Derbyshire,0,"County Ground, New Road"
2,AN Kervezee,2.0,4,0,0,50.0,SJ Thakor,['HR Hosein'],caught,AN Kervezee,2016-07-22,Worcestershire,Derbyshire,0,County Ground
5,BL D'Oliveira,39.0,23,3,2,169.56521739130434,notOut,notOut,notOut,notOut,2016-05-20,Durham,Worcestershire,0,"County Ground, New Road"
4,BL D'Oliveira,62.0,40,4,3,155.0,notOut,notOut,notOut,notOut,2016-05-27,Worcestershire,Worcestershire,0,Edgbaston
4,BL D'Oliveira,34.0,21,4,0,161.9047619047619,notOut,notOut,notOut,notOut,2016-06-02,Yorkshire,Worcestershire,0,"County Ground, New Road"
6,BL D'Oliveira,18.0,17,1,0,105.88235294117648,RK Kleinveldt,['SP Crook'],caught,BL D'Oliveira,2016-06-03,Worcestershire,Northamptonshire,0,County Ground
4,BL D'Oliveira,37.0,21,5,1,176.19047619047618,BW Sanderson,['RI Keogh'],caught,BL D'Oliveira,2016-06-10,Northamptonshire,Worcestershire,0,"County Ground, New Road"
5,BL D'Oliveira,4.0,10,0,0,40.0,AD Russell,['JT Ball'],caught,BL D'Oliveira,2016-06-18,Nottinghamshire,Nottinghamshire,0,"County Ground, New Road"
4,BL D'Oliveira,16.0,32,0,0,50.0,SD Parry,['GA Edwards'],caught,BL D'Oliveira,2016-06-24,Worcestershire,Lancashire,0,Old Trafford
4,BL D'Oliveira,11.0,15,0,0,73.33333333333333,KK Jennings,['SG Borthwick'],caught,BL D'Oliveira,2016-06-30,Worcestershire,0,0,Riverside Ground
4,BL D'Oliveira,21.0,22,1,1,95.45454545454545,AL Hughes,['A Carter'],caught,BL D'Oliveira,2016-07-01,Derbyshire,Derbyshire,0,"County Ground, New Road"
3,BL D'Oliveira,30.0,17,2,2,176.47058823529412,LM Reece,['KR Brown'],caught,BL D'Oliveira,2016-07-08,Lancashire,Lancashire,0,"County Ground, New Road"
3,BL D'Oliveira,9.0,9,1,0,100.0,Imran Tahir,['Imran Tahir'],run out,BL D'Oliveira,2016-07-09,Worcestershire,Nottinghamshire,0,Trent Bridge
3,BL D'Oliveira,28.0,31,2,0,90.32258064516128,R Clarke,['JE Poysden'],caught,BL D'Oliveira,2016-07-15,Warwickshire,Worcestershire,0,"County Ground, New Road"
3,BL D'Oliveira,44.0,33,2,1,133.33333333333331,MJJ Critchley,['HR Hosein'],caught,BL D'Oliveira,2016-07-22,Worcestershire,Derbyshire,0,County Ground
10,CAJ Morris,3.0,2,0,0,150.0,notOut,notOut,notOut,notOut,2016-07-22,Worcestershire,Derbyshire,0,County Ground
1,DKH Mitchell,5.0,5,1,0,100.0,P Coughlin,0,lbw,DKH Mitchell,2016-05-20,Durham,Worcestershire,0,"County Ground, New Road"
1,DKH Mitchell,15.0,14,2,0,107.14285714285714,WB Rankin,['L Ronchi'],caught,DKH Mitchell,2016-05-27,Worcestershire,Worcestershire,0,Edgbaston
